"A_mean","A_stdev","A_median","A_errlo","A_errup","T_mean","T_stdev","T_median","T_errlo","T_errup","phi_mean","phi_stdev","phi_median","phi_errlo","phi_errup","m0_mean","m0_stdev","m0_median","m0_errlo","m0_errup"
1.571753711619983784e+00,7.425555019848541216e-02,1.571524365564123116e+00,1.497629818677412405e+00,1.646664778616896196e+00,1.002976967901473131e+02,8.309302437696141075e-01,1.002938454407052546e+02,9.947082246819486784e+01,1.011528050810016737e+02,1.027605083045009859e+00,1.102504148857344213e-01,1.026626700976774664e+00,9.161903972107354743e-01,1.138273862488323074e+00,1.504836447462656146e+01,5.355971473213438916e-02,1.504768638909666123e+01,1.499583147092453927e+01,1.510233464124866565e+01
