"H0_mean","H0_stdev","H0_median","H0_errlo","H0_errup","sigma_mean","sigma_stdev","sigma_median","sigma_errlo","sigma_errup"
7.497472463332221082e+01,2.359778973979238081e+00,7.496642575074446313e+01,7.265739221903633904e+01,7.724823933187047942e+01,1.023065630309533617e+03,1.055455634762605541e+02,1.016339419015195290e+03,9.192349979748819351e+02,1.125733642194467166e+03
