H0 sigma
7.251611173080559070e+01 5.198506919536030182e+02
7.267789706935292315e+01 4.997595838203449148e+02
7.205457314969959270e+01 5.669749173726763729e+02
7.408344944186569592e+01 5.092218421516287208e+02
7.290137900138867622e+01 4.831016913929353791e+02
7.336942407623291729e+01 5.533619221266126260e+02
7.341088821483756988e+01 5.218487401141744613e+02
7.298939507097372825e+01 5.209684984691289173e+02
7.332640438862650001e+01 5.268993547451049153e+02
7.388207516211548409e+01 4.723935328537160103e+02
7.272695644463289000e+01 4.700909939767737455e+02
7.298778484672126865e+01 4.998498447322411948e+02
7.466487214038583886e+01 4.391625192292343627e+02
7.256601684607448988e+01 4.929002617494430751e+02
7.246974720809731707e+01 5.419866977478993704e+02
7.256848800985528669e+01 4.655628123205735847e+02
7.463586588932552957e+01 5.105626944954088344e+02
7.347305027220154727e+01 4.688660839839007508e+02
7.413043316640658986e+01 4.552199974451997377e+02
7.395897889731824648e+01 4.481968992174597588e+02
7.369755059988486323e+01 5.852233052613373729e+02
7.159553424476810335e+01 5.058315963398387112e+02
7.146929165495996017e+01 4.938199283217456355e+02
7.429378866191842690e+01 5.050358400359341431e+02
7.532652341387591832e+01 4.746583205989883254e+02
7.238429638365019514e+01 4.640192427360502734e+02
7.274343746950695788e+01 4.183239087385192647e+02
7.108090067804457135e+01 5.094850281879195677e+02
7.110012459181615441e+01 4.587743767747252832e+02
7.377732933938364113e+01 4.717440034067091688e+02
7.301559781828115092e+01 4.527414987696910202e+02
7.345154927937076650e+01 4.973489800282035844e+02
7.270086736464247679e+01 4.172369332167025391e+02
7.231833853416122793e+01 4.401296578025913959e+02
7.087462656258702509e+01 4.840137247023478722e+02
7.290014581552171080e+01 4.942494531538367823e+02
7.500921072978864856e+01 4.036349375969097650e+02
7.168246015584067266e+01 4.915778493441604269e+02
7.228548789571757993e+01 5.416131617085202379e+02
7.323862695988560745e+01 4.944694368109765605e+02
7.396342802686905316e+01 4.780669462889879924e+02
7.348223787206389090e+01 4.795259831754407855e+02
7.112563170928761735e+01 4.327275668956652908e+02
7.238752588359155027e+01 4.941764107797599195e+02
7.434898987063419895e+01 4.579052535445971444e+02
7.417093272843364105e+01 4.523883651179880303e+02
7.128022694699008355e+01 5.923433121025689161e+02
7.180558750537080925e+01 5.695193830714260912e+02
7.042744356296455521e+01 4.678934183574002645e+02
7.114802246383115403e+01 4.835598577945668239e+02
7.343646409672760456e+01 4.475916354291619541e+02
7.232755851842119910e+01 4.863120022154983531e+02
7.261317215251231971e+01 5.612583805017245595e+02
7.177770083273050261e+01 4.993168536738709804e+02
7.152252871296818171e+01 4.529947965111460348e+02
7.300177434263289911e+01 5.757241931324768984e+02
7.266785886484504431e+01 5.345102864469636188e+02
7.037154879231754023e+01 5.035270993637724359e+02
7.150813924386255849e+01 4.458756302187088636e+02
7.303005327079999631e+01 6.063106799392043058e+02
7.347899010668325559e+01 4.654510913504756218e+02
7.351316103123173207e+01 5.488310328778449048e+02
7.187478719934205174e+01 5.700675150816584846e+02
7.458812314783935449e+01 4.714086460370928648e+02
7.268041255557614022e+01 4.586209010059036473e+02
7.291877964504577392e+01 4.292863899474362483e+02
7.309823687877386078e+01 4.074803277885313832e+02
7.272689697384350893e+01 5.323830280872355161e+02
7.232886292514587012e+01 4.522761533151228264e+02
7.239785599905985691e+01 4.644574156486837069e+02
7.132450607854276825e+01 5.451640227292409691e+02
7.271650482993800324e+01 4.958115462718731692e+02
7.450968810106067508e+01 4.940159548217794168e+02
7.384315597241470641e+01 5.169633006412861960e+02
7.476232540330607890e+01 3.948005733630971577e+02
7.266686051668909840e+01 5.030472521917046720e+02
7.229853071541677423e+01 5.364583603681236355e+02
7.302414912080281795e+01 4.735968789608912175e+02
7.266901584482367582e+01 4.643589960299812560e+02
7.363376462687708113e+01 5.254244323947473276e+02
7.231831190119083885e+01 5.062887958660676304e+02
7.295986745814855112e+01 4.592613613895093749e+02
7.347413149747336547e+01 5.332569027994634325e+02
7.487495565736270464e+01 4.943093194804756081e+02
7.232713335085492190e+01 4.753196807480055668e+02
7.408606917536317837e+01 4.862241077317341365e+02
7.206782345439548010e+01 5.080294191318014327e+02
7.381518259510986013e+01 5.125505029569787894e+02
7.338464857475861436e+01 4.750938860537782489e+02
7.126321737229544340e+01 5.228876766494306594e+02
7.365235884948330636e+01 4.587041505860005941e+02
7.234867248082154845e+01 5.240646270009672207e+02
7.235380774811471838e+01 4.673355782387589556e+02
7.245987250680406078e+01 5.438239136238374840e+02
7.208131219182826044e+01 4.833504051852169141e+02
7.265208041667969496e+01 4.972912256648606331e+02
7.359227345699736134e+01 5.312413358651845101e+02
7.437576726396260085e+01 4.071122616607545979e+02
7.603128898305956795e+01 5.959073116167339776e+02
7.188923536258154456e+01 6.197224445119844631e+02
7.531037050459285354e+01 4.764786727721074726e+02
7.378738069882963657e+01 5.014421683436837611e+02
7.251641707752833099e+01 5.141820944981179764e+02
7.381448434126980374e+01 5.447242173878557878e+02
7.278133703545120170e+01 4.583081004343809468e+02
7.332566438425780575e+01 4.678450966851345925e+02
7.359241435968323231e+01 5.548428300193729683e+02
7.276318018049157388e+01 4.525673198195497662e+02
7.251228665688256569e+01 5.138759526065200589e+02
7.476534513573038510e+01 4.410025500454739813e+02
7.409909851107279621e+01 5.078772495601882611e+02
7.215205821367150918e+01 4.885543174351220728e+02
7.212681706215559529e+01 5.100287525131382722e+02
7.495211963909430608e+01 4.569459144312538115e+02
7.256487977030228365e+01 5.426003286630303819e+02
7.283082518496436819e+01 5.718430594361218482e+02
7.249183698004131315e+01 5.102572572425464159e+02
7.213936143770041554e+01 4.537893103331965108e+02
7.115070182691005130e+01 5.495213159557781637e+02
7.327570592324833854e+01 5.040786779368096404e+02
7.454670869717929804e+01 4.694150991821604180e+02
7.270605217330921732e+01 4.447635253388636443e+02
7.314721224344683037e+01 4.983192815009745118e+02
7.236439926099177455e+01 4.742454553395611470e+02
7.350041259747068523e+01 5.352189555024610854e+02
7.317116745057970206e+01 4.298719424343079822e+02
7.210849266598867757e+01 4.098360139340245496e+02
7.265989651778360781e+01 5.251902048805428649e+02
7.408344944186569592e+01 5.092218421516287208e+02
7.359422951613021269e+01 5.325074417826132276e+02
7.332301481970461055e+01 3.921120087027788372e+02
7.235583166266903277e+01 4.749492031525597895e+02
7.314206104236146189e+01 4.430238595826742198e+02
7.516549221686625515e+01 5.357026717251403625e+02
7.429176411981057981e+01 4.843819129950417732e+02
7.309823687877386078e+01 4.074803277885313832e+02
7.296831894342611236e+01 4.377579908387851333e+02
7.487495565736270464e+01 4.943093194804756081e+02
7.386944996003941810e+01 5.484964534561311211e+02
7.212089082692754971e+01 5.394386401649924210e+02
7.230082203779737426e+01 4.801830568289204280e+02
7.426180552957478653e+01 4.230604902440364867e+02
7.302370791772210623e+01 5.171443150916835521e+02
7.286665568802446558e+01 4.353602554539818357e+02
7.313105899952491029e+01 4.568771563868276644e+02
7.281233830360986303e+01 5.494443966939004440e+02
7.361475656551860425e+01 4.954267151696109863e+02
7.361463716039988014e+01 4.653915216986376890e+02
7.466299937272103193e+01 5.000948599870379212e+02
7.392055213476803033e+01 5.476192006001176651e+02
7.232713335085492190e+01 4.753196807480055668e+02
7.385110820381601116e+01 4.664904853692059419e+02
7.086694415647728817e+01 7.116878396216495730e+02
7.174129224741074040e+01 5.077111349494348929e+02
7.584787056139528261e+01 5.203806127607758754e+02
7.143606429912782119e+01 4.281301408749544066e+02
7.284053369084672624e+01 5.254518155160942570e+02
7.347772678584620110e+01 4.927226686443772223e+02
7.220218815906264354e+01 4.554335864121621285e+02
7.392133257154718251e+01 4.641090965731427218e+02
7.305013040117020751e+01 4.686586909278428266e+02
7.357251713049623731e+01 6.785079013092114337e+02
7.277889993220497900e+01 4.723331591180539135e+02
7.373673652378558074e+01 5.788444974766237010e+02
7.357873153034984171e+01 5.010523070747785823e+02
7.188961688834454833e+01 4.618208196335254456e+02
7.308771054270707168e+01 5.090963249137428193e+02
7.347623621149284645e+01 4.881190959750952629e+02
7.251105595670981074e+01 5.714986240636395678e+02
7.247390852505449743e+01 4.916532626251253077e+02
7.186280028788951313e+01 4.502188870897188053e+02
7.227880864772447467e+01 4.938562107618928394e+02
7.292160245427481868e+01 4.469875088821076474e+02
7.260819055212706985e+01 4.705464438168097558e+02
7.347183550724193424e+01 5.489512988080663263e+02
7.257057589355933658e+01 4.803782075884408869e+02
7.331996198856771230e+01 5.476540910012109862e+02
7.361762051062468970e+01 4.799029038085446359e+02
7.281570762418198228e+01 4.584384116150559976e+02
7.481919863033419915e+01 4.884018874747271752e+02
7.380846129233052011e+01 5.450772301024808257e+02
7.156829755592579545e+01 4.701240951098691312e+02
7.115278031704410466e+01 5.352612308398438472e+02
7.508038714097153843e+01 6.347169355338930927e+02
7.316989695548507200e+01 4.990190503098411341e+02
7.240861959316349328e+01 5.219650333736285575e+02
7.221913982163604828e+01 4.521422298351965878e+02
7.409909851107279621e+01 5.078772495601882611e+02
7.222625621528828788e+01 5.275609524308870277e+02
7.443641372043423132e+01 5.784456529103143794e+02
7.429176411981057981e+01 4.843819129950417732e+02
7.216836531350040218e+01 4.355466186223183058e+02
7.452693686155780028e+01 5.230286908096313709e+02
7.289631044386784708e+01 5.135368642295165955e+02
7.296977982921319494e+01 6.001829982348731392e+02
7.266785886484504431e+01 5.345102864469636188e+02
7.266686051668909840e+01 5.030472521917046720e+02
7.318857715153792753e+01 5.115362645663556691e+02
7.328632661882851096e+01 4.776973926250102522e+02
7.417960532132448748e+01 4.401874580945499815e+02
7.347413149747336547e+01 5.332569027994634325e+02
7.314415541322709657e+01 4.605985399057731229e+02
7.343326211943764292e+01 5.223061779168375551e+02
7.285263068043252588e+01 5.067198500560995171e+02
7.386836007796132719e+01 4.658859867338367167e+02
7.115070182691005130e+01 5.495213159557781637e+02
7.368977600605433054e+01 5.227194836660564761e+02
7.301805773307241054e+01 5.256845460178856229e+02
7.368545223345236650e+01 4.826569778074181158e+02
7.548373850177290478e+01 5.271066705639530028e+02
7.381448434126980374e+01 5.447242173878557878e+02
7.380441130713198561e+01 6.315813956842220023e+02
7.220499193902632840e+01 5.011638687215506707e+02
7.164344995045009057e+01 5.040010830169491669e+02
7.272663813131529764e+01 4.508348367417920031e+02
7.156134058202582082e+01 4.942754997213579600e+02
7.441065260463815889e+01 5.442222392950770882e+02
7.195261463416510139e+01 6.260626011417418795e+02
7.314812228322887222e+01 5.019246142986610835e+02
7.253589598920427761e+01 5.461326881885197508e+02
7.425147043887038478e+01 4.821771789462450784e+02
7.263979645059137624e+01 4.809982354166432970e+02
7.437660015836647176e+01 4.379085053500959361e+02
7.296432344921194613e+01 4.767798440036931993e+02
7.339229172643364052e+01 5.198728247436690708e+02
7.369187212837756817e+01 4.215873052173632232e+02
7.271233978108642759e+01 4.940216556902174716e+02
7.293952365579207253e+01 4.722523047008106118e+02
7.334496190236220059e+01 5.507266556050752797e+02
7.318377469463720786e+01 6.480335211986650847e+02
7.261299776922922433e+01 4.454188405214025579e+02
7.204752712288019723e+01 5.124141780290079851e+02
7.240412232975495499e+01 4.865734020184194719e+02
7.426078263213793207e+01 5.119186140925158952e+02
7.220637815875609533e+01 4.288956821378504287e+02
7.249736392722340383e+01 5.629041353832504910e+02
7.255409638726875698e+01 3.806614758049813645e+02
7.215827328223889481e+01 5.011201528971766379e+02
7.372415368174173977e+01 5.371517938207468887e+02
7.463586588932552957e+01 5.105626944954088344e+02
7.371773522717914773e+01 5.321105473827362857e+02
7.460458374534078985e+01 4.752035626437152587e+02
7.451354764045842671e+01 6.195297163928203190e+02
7.402051103167005408e+01 4.895637551430549479e+02
7.184431212623475460e+01 4.949902987059286943e+02
7.233623426881752039e+01 4.675954055214838263e+02
7.327640930743538661e+01 5.042181452588862953e+02
7.150813924386255849e+01 4.458756302187088636e+02
7.272689697384350893e+01 5.323830280872355161e+02
7.285730979306873678e+01 4.902714149448338503e+02
7.351594284565543092e+01 5.394163713670607194e+02
7.269878403768176156e+01 4.475235690387826253e+02
7.442456665867399579e+01 4.436154386409489234e+02
7.298711508274990933e+01 5.517382722631373326e+02
7.316075937701052112e+01 5.675663616229740001e+02
7.369755059988486323e+01 5.852233052613373729e+02
7.419237201887442268e+01 5.356378538894643953e+02
7.322242348465073292e+01 4.080639651046407153e+02
7.298388371105519923e+01 4.828061172078894856e+02
7.211562865677628054e+01 4.471444254994719358e+02
7.262536181285935299e+01 5.021948033160434761e+02
7.384315597241470641e+01 5.169633006412861960e+02
7.345000070919641644e+01 5.044554430488934713e+02
7.237456205013013744e+01 5.115442290304977178e+02
7.319918877922629008e+01 4.463469770467487479e+02
7.279914360005140850e+01 5.427986652723589032e+02
7.454914328415166835e+01 5.148179242997919118e+02
7.288171924050020323e+01 4.680896121780736507e+02
7.350110976746034908e+01 5.222645177803367460e+02
7.450949243284912882e+01 5.704994741640596203e+02
7.416054909501370673e+01 4.969983726387450815e+02
7.468564617596396715e+01 4.124198148866220208e+02
7.377827000054483619e+01 5.019664777834509550e+02
7.231600602289586277e+01 5.153795133365039192e+02
7.289233265166600972e+01 4.572017532308816499e+02
7.373517305562063484e+01 4.917010417913413676e+02
7.160971224197176355e+01 4.611609438754986172e+02
7.231787324065012967e+01 5.182228580629815724e+02
7.357320981948257099e+01 4.058701420144084295e+02
7.405275633049934925e+01 5.091813677623454737e+02
7.449185960556600605e+01 4.717336730745950604e+02
7.212564957188966730e+01 5.714067530878990055e+02
7.248119180857881361e+01 4.714601114778934061e+02
7.136300934095700654e+01 6.916955790164450946e+02
7.125044756165706872e+01 4.935010809139793651e+02
7.324452920181224158e+01 5.696355525958160797e+02
7.457861573408418110e+01 4.335374348882068603e+02
7.189870461179405936e+01 4.861900985526803538e+02
7.235572909039892409e+01 4.456750248079971470e+02
7.292402988744973413e+01 4.875921732614833672e+02
7.348049780374607565e+01 4.967424720155792670e+02
7.206382799170431497e+01 5.066018852980172937e+02
7.439909308138440736e+01 4.652261177869158359e+02
7.174129224741074040e+01 5.077111349494348929e+02
7.323402431745415697e+01 4.655129017296218876e+02
7.209043154554623811e+01 4.876235753634693992e+02
7.209111243408692360e+01 5.016777374949748491e+02
7.191009722288360706e+01 4.780705505282991794e+02
7.292785436774703101e+01 5.200300130392345181e+02
7.432355199768744569e+01 6.099065794644373000e+02
7.200276774275963021e+01 4.632710053059867050e+02
7.234080832856975007e+01 4.962106571707351463e+02
7.267508750630622671e+01 4.222368504700999665e+02
7.380846129233052011e+01 5.450772301024808257e+02
7.356515703886597635e+01 5.426252100382396293e+02
7.081686887749042114e+01 5.159281375922471398e+02
7.200058059926340093e+01 3.952170358194731534e+02
7.253589598920427761e+01 5.461326881885197508e+02
7.546378637843366732e+01 5.171828315421610114e+02
7.276377111459714797e+01 5.034293344114379920e+02
7.302724153238065696e+01 4.378934277555175640e+02
7.311074204027417522e+01 4.383489263661458040e+02
7.263019192709384697e+01 4.759654285910692693e+02
7.414568373074345686e+01 4.252508303431930585e+02
7.363189835162692987e+01 4.569941734227019765e+02
7.248794562945823827e+01 4.553693779108995159e+02
7.473841212651889521e+01 5.000245626449629981e+02
7.362451797905325179e+01 4.946588665376389713e+02
7.364876731334753401e+01 5.502044101491642323e+02
7.393696656449945692e+01 5.143616794454652563e+02
7.373741654718389782e+01 4.799451228845558717e+02
7.366495103482779427e+01 4.487000561771546927e+02
7.413832287843635527e+01 4.924452434516903168e+02
7.471639670132057631e+01 4.165350918100736521e+02
7.315540232691141398e+01 4.199506921091836489e+02
7.291956708704316270e+01 4.938228642893185452e+02
7.353767486003857812e+01 5.627401409767928726e+02
7.327666508731894623e+01 3.934164055072129713e+02
7.266344303064147425e+01 5.313893272497500675e+02
7.345154927937076650e+01 4.973489800282035844e+02
7.213936143770041554e+01 4.537893103331965108e+02
7.345290000710483014e+01 5.057692352074133169e+02
7.188176794890591736e+01 6.253448692984105719e+02
7.173039502063537043e+01 6.125012143081195291e+02
7.276151427342449551e+01 4.592144472144570386e+02
7.286775567976623336e+01 4.895650030680716895e+02
7.394064286327926538e+01 4.669658550792280494e+02
7.315935583147226851e+01 4.625358180498430443e+02
7.325537937923043330e+01 5.022076767675648057e+02
7.296027673236712019e+01 5.180321714034174647e+02
7.433711449639750413e+01 4.787495866905336470e+02
7.341348681022383005e+01 4.387992714843190356e+02
7.312675360494249333e+01 4.669316936140236294e+02
7.067193970278546544e+01 5.225242656200498459e+02
7.157833463100377003e+01 5.119811262572345072e+02
7.175675778235209634e+01 4.859916213827521005e+02
7.255845741598447773e+01 4.807160510023417714e+02
7.195439573228497920e+01 4.568076776341463301e+02
7.270405407481572979e+01 5.184105852831112315e+02
7.372748111956958894e+01 5.407429720199565963e+02
7.303473667376192680e+01 3.986229108955083689e+02
7.076799083462967133e+01 4.481188071301307332e+02
7.550790519928737865e+01 4.661577012187726154e+02
7.310362138288118672e+01 4.737115768175504513e+02
7.321285992799610653e+01 4.773128299027490584e+02
7.559238439274024302e+01 4.626470630281981471e+02
7.387996702133446547e+01 5.235300279411274005e+02
7.372415368174173977e+01 5.371517938207468887e+02
7.308043163980130430e+01 5.025145090193475426e+02
7.200697929308641676e+01 4.949693197976702663e+02
7.348626147656430874e+01 4.738354741241955139e+02
7.532095702765477085e+01 5.313973402276826619e+02
7.120436266964190963e+01 5.644959449428529297e+02
7.155433564722333983e+01 4.554681595637189844e+02
7.156134058202582082e+01 4.942754997213579600e+02
7.555711118775725765e+01 5.388643283383868265e+02
7.270597120413974324e+01 4.249285712744681973e+02
7.156311325866690254e+01 4.669992761890000565e+02
7.350394050952732528e+01 4.545679954190305239e+02
7.493802060050390423e+01 5.672551500073805073e+02
7.203127619816500271e+01 4.975249311960718046e+02
7.158857539943085158e+01 5.449077540809910261e+02
7.132555889630251045e+01 4.719240255449378765e+02
7.337797097162018645e+01 5.060207042889505828e+02
7.071449765024182454e+01 5.205248013601492403e+02
7.280521844465357617e+01 5.174029224194785002e+02
7.341035041587846877e+01 4.284784866458213060e+02
7.383870540828263529e+01 4.553664429082059542e+02
7.132555889630251045e+01 4.719240255449378765e+02
7.269878403768176156e+01 4.475235690387826253e+02
7.347022028396020232e+01 4.436868579965229173e+02
7.290609187364377419e+01 4.626814559909171294e+02
7.393696656449945692e+01 5.143616794454652563e+02
7.250251780409627145e+01 4.730645852527684383e+02
7.162200152916346951e+01 4.824566041713084132e+02
7.176876386868488567e+01 6.273487835278613147e+02
7.274931188489239275e+01 5.122196741110633411e+02
7.191814653752200570e+01 4.751195173148512936e+02
7.179751846096785073e+01 5.041455963097895392e+02
7.366010769977857819e+01 4.783989041220501690e+02
7.353497529802453414e+01 4.405929903741845806e+02
7.101158092042879844e+01 4.992264528966862827e+02
7.303434892491240760e+01 4.485377874383946732e+02
7.386836007796132719e+01 4.658859867338367167e+02
7.446314649086109227e+01 4.834651214847748406e+02
7.388210355164470400e+01 5.072190115876651930e+02
7.334430683007072105e+01 5.414769725753169496e+02
7.431088563372331635e+01 5.275452615269168746e+02
7.329037043876661528e+01 5.556052245733844757e+02
7.379844359445846180e+01 4.726313367744478455e+02
7.452298449518167445e+01 5.637621810298944638e+02
7.226528276144247798e+01 4.415882942516041680e+02
7.328994766496363411e+01 5.609751322103662687e+02
7.261299776922922433e+01 4.454188405214025579e+02
7.317708824048865779e+01 4.767982901731997458e+02
7.316478299174987399e+01 4.722073376869811341e+02
7.400964194455542611e+01 4.480339730925382469e+02
7.280818284819180519e+01 4.749833441040120761e+02
7.347022028396020232e+01 4.436868579965229173e+02
7.156311325866690254e+01 4.669992761890000565e+02
7.352342679157909799e+01 5.102517079372221929e+02
7.278831594033466956e+01 4.720984588883054016e+02
7.231736026478610313e+01 5.390062117435320488e+02
7.370487852832641806e+01 4.316620504376509757e+02
7.268140131289527517e+01 4.675029445064368474e+02
7.235496294258744854e+01 4.438362485615948003e+02
7.383870540828263529e+01 4.553664429082059542e+02
7.336701857274520933e+01 4.653393342601627296e+02
7.410448367989386043e+01 5.197387695091708792e+02
7.398902003508962366e+01 5.177807208348963286e+02
7.215827328223889481e+01 5.011201528971766379e+02
7.302724153238065696e+01 4.378934277555175640e+02
7.261317215251231971e+01 5.612583805017245595e+02
7.234431073972990589e+01 4.054739411068637764e+02
7.245064890684339787e+01 5.036324280635012087e+02
7.296977982921319494e+01 6.001829982348731392e+02
7.369187212837756817e+01 4.215873052173632232e+02
7.292400793356193844e+01 4.227727610432186225e+02
7.308690461117143400e+01 5.256981009280666512e+02
7.316652753984108415e+01 6.405651003901923559e+02
7.399250111338915303e+01 5.445286000314804369e+02
7.194322017155622007e+01 4.765506842269288086e+02
7.450415913742858720e+01 5.085840641847518668e+02
7.270901664417266375e+01 4.745235486862393941e+02
7.451354764045842671e+01 6.195297163928203190e+02
7.144772426317905456e+01 4.198651578391073826e+02
7.215911516745131848e+01 4.330081818022981679e+02
7.259446215689136750e+01 4.444687475290836574e+02
7.290016374670010180e+01 4.390079709075082519e+02
7.248794562945823827e+01 4.553693779108995159e+02
7.215911516745131848e+01 4.330081818022981679e+02
7.424539088258555353e+01 4.376193117044593350e+02
7.341348681022383005e+01 4.387992714843190356e+02
7.109533022414768766e+01 4.931476873953268978e+02
7.426911167069201269e+01 5.188520203070114576e+02
7.352244379487171955e+01 5.566686413217983045e+02
7.497990683095605391e+01 4.900052587752145996e+02
7.239256037434068958e+01 5.025024560272751728e+02
7.473668689291673672e+01 4.595551912013415290e+02
7.308690461117143400e+01 5.256981009280666512e+02
7.322684315494177554e+01 5.484358079852748915e+02
7.438609888603859588e+01 4.468359327015437543e+02
7.317555587670690898e+01 4.960610623750831678e+02
7.324882815516805579e+01 5.240336941464111078e+02
7.390482126582554656e+01 4.608485061288859583e+02
7.409783782605897784e+01 5.052372842946257379e+02
7.299608548140825803e+01 4.303774455317831666e+02
7.422645064920524760e+01 5.992190938214555445e+02
7.502988124436548389e+01 5.819668136057858874e+02
7.267569602989645716e+01 4.770467906203793973e+02
7.332557678602829299e+01 5.108170358020000208e+02
7.106430557187576369e+01 4.591304033072891571e+02
7.303195242538912169e+01 4.650627355458832426e+02
7.187572176793639755e+01 4.632333102174204669e+02
7.508154882746219982e+01 5.700862641893506861e+02
7.368977600605433054e+01 5.227194836660564761e+02
7.252528105476234543e+01 4.545364899673812715e+02
7.433711449639750413e+01 4.787495866905336470e+02
7.397233545975780089e+01 4.829409448934373472e+02
7.235380774811471838e+01 4.673355782387589556e+02
7.321436526669265277e+01 5.016746426454279799e+02
7.245206871232825563e+01 4.553758664844728514e+02
7.327854348258088635e+01 5.285703385329588855e+02
7.440270311806702352e+01 5.246908493831174383e+02
7.384105612574445843e+01 4.568379582346179859e+02
7.126321737229544340e+01 5.228876766494306594e+02
7.402794180171153471e+01 4.816362612796565372e+02
7.271119562868213393e+01 5.385034398890430793e+02
7.387177317135137855e+01 4.835154197509474443e+02
7.356757353210063854e+01 4.782078858838144697e+02
7.247978226795149226e+01 4.659901942350572881e+02
7.402803541996101444e+01 5.374749092118888711e+02
7.177069978454551347e+01 4.902097755952566445e+02
7.419639656149767859e+01 4.155521959280413284e+02
7.336307957871667895e+01 4.648303645640349941e+02
7.323252481080513121e+01 4.943946705136613673e+02
7.168246015584067266e+01 4.915778493441604269e+02
7.399250111338915303e+01 5.445286000314804369e+02
7.398751911013897598e+01 4.650856901833731740e+02
7.246698293982331052e+01 4.343259629212556661e+02
7.278133703545120170e+01 4.583081004343809468e+02
7.354282610202986348e+01 4.938522416690275350e+02
6.965162098097255239e+01 5.388366413344413104e+02
7.339001353238205638e+01 4.892671761536011559e+02
7.238475056389889062e+01 4.928872527447280731e+02
7.161693952620245796e+01 5.191698730248049287e+02
7.239189375672287952e+01 5.204641467426613417e+02
7.438577655568923319e+01 5.274786633810319927e+02
7.460423447229362637e+01 4.322490246550154893e+02
7.306943460704627569e+01 5.043062972912217674e+02
7.343003415390072064e+01 4.461933152612526783e+02
7.385753010118624218e+01 5.629558324439030912e+02
7.383798630933479501e+01 4.739755373965317631e+02
7.080406508754816741e+01 4.648287510749127023e+02
7.303473667376192680e+01 3.986229108955083689e+02
7.323343514226623086e+01 4.561672345862788802e+02
7.404683426337311403e+01 4.959922095621537323e+02
7.206782345439548010e+01 5.080294191318014327e+02
7.260781291969115614e+01 4.678735317418828004e+02
7.320467232379490952e+01 4.802765253504163638e+02
7.308352696030236473e+01 5.225964929882956085e+02
7.386944996003941810e+01 5.484964534561311211e+02
7.246813296972639762e+01 5.126502897966940964e+02
7.382835776120781190e+01 4.716710592427185702e+02
7.200204023951906152e+01 4.730769962810408060e+02
7.265188280716218117e+01 4.472038023047012985e+02
7.354178858645542505e+01 4.455400966137429464e+02
7.374555864030045882e+01 5.086635777528188669e+02
7.400937109997551033e+01 4.680388868364884161e+02
7.387838162831255318e+01 4.572766043178205564e+02
7.208615406428211259e+01 5.916180712169286835e+02
7.344525447615686176e+01 4.851514548355833654e+02
7.324338446202239084e+01 5.209804993443140120e+02
7.191814653752200570e+01 4.751195173148512936e+02
7.281963547289650762e+01 5.193506764410280994e+02
7.390019116806723787e+01 5.180341494499800774e+02
7.355153747852561708e+01 5.176613492481916410e+02
7.398751911013897598e+01 4.650856901833731740e+02
7.305945804531825161e+01 6.356663198536455184e+02
7.285930647374730995e+01 5.427350861210836683e+02
7.162200152916346951e+01 4.824566041713084132e+02
7.204507885147924640e+01 5.983319768781176435e+02
7.231787324065012967e+01 5.182228580629815724e+02
7.290193731424915313e+01 3.767391480748739241e+02
7.371372867875400914e+01 5.028215665137580004e+02
7.365235884948330636e+01 4.587041505860005941e+02
7.269734424720326160e+01 4.679155197798917243e+02
7.284053369084672624e+01 5.254518155160942570e+02
7.324681709653440009e+01 4.754780036938288958e+02
7.116389917855386216e+01 4.683621472330984830e+02
7.296521873335977659e+01 5.174867802469761955e+02
7.218948246062210217e+01 5.378975458748207075e+02
7.076082999952652131e+01 4.344968224487388397e+02
7.399310254274610088e+01 4.900830040036129844e+02
7.226361153142599392e+01 5.668005745368120643e+02
7.409664492503925715e+01 4.270323268669654340e+02
7.144772426317905456e+01 4.198651578391073826e+02
7.164524196341690754e+01 5.532670829631065317e+02
7.178899197155135425e+01 4.907273740182149595e+02
7.266238776557949564e+01 4.022242099107043600e+02
7.440292039719389550e+01 4.855060996159148772e+02
7.345911077543446766e+01 4.746946292791206474e+02
7.367560320324255940e+01 5.285471703360005904e+02
7.243341077215194446e+01 4.555352312606657392e+02
7.460352041779012211e+01 4.845903366164162094e+02
7.110012459181615441e+01 4.587743767747252832e+02
7.341035041587846877e+01 4.284784866458213060e+02
7.475866300095310635e+01 5.041612264058506412e+02
7.426078263213793207e+01 5.119186140925158952e+02
7.463586588932552957e+01 5.105626944954088344e+02
7.316075937701052112e+01 5.675663616229740001e+02
7.158815166595124424e+01 6.650739722833411633e+02
7.247603522871114023e+01 4.724832183701893769e+02
7.279006463979540342e+01 4.618617434567821647e+02
7.400165854627695694e+01 4.847069151870006181e+02
7.034403438233860584e+01 4.950780217495226907e+02
7.324099461421363344e+01 4.658243603834110900e+02
7.415038355803262959e+01 4.846804451040747495e+02
7.308756161060436796e+01 5.952208058654418892e+02
7.316652753984108415e+01 6.405651003901923559e+02
7.254863084084543345e+01 6.003883628025359940e+02
7.167201083345821644e+01 6.034503883658178438e+02
7.443154713696739577e+01 5.475295508815556786e+02
7.252288137056220307e+01 4.841083551290653872e+02
7.199050579358737423e+01 4.280221099753115368e+02
7.355921588659438726e+01 5.603559291269223195e+02
7.442687684931070180e+01 5.066150666779731182e+02
7.368652601514106948e+01 5.043685343998737949e+02
7.440292039719389550e+01 4.855060996159148772e+02
7.298844068229109894e+01 4.681228471522475729e+02
7.142887093919722474e+01 5.188345039055475354e+02
7.332810426375732504e+01 4.824207550487458320e+02
7.429176411981057981e+01 4.843819129950417732e+02
