H0 sigma epsilon tau
7.193438649615781344e+01 4.919640343733856866e+02 9.782496930576208005e-02 2.580727168467532451e+01
7.399060259440858545e+01 5.650580297866322326e+02 1.189769838315739708e-01 3.763486499088116233e+01
7.068145077823011491e+01 4.899416259887988758e+02 2.508490877028411448e-01 3.194754338306528396e+01
7.313529854925819507e+01 4.881159903671547795e+02 6.622209022170576220e-02 2.856280387010595589e+01
7.056736986252100507e+01 5.435154653509882792e+02 1.425948760314291186e-01 4.808749456324098759e+01
7.222928934067446960e+01 4.067076053861489982e+02 2.307198094233304519e-01 3.496931291747547021e+01
7.288799560670862832e+01 4.271864900505046307e+02 9.979893534592963744e-02 3.256254241695135931e+01
7.023681985643798953e+01 6.229412982014381441e+02 1.353560163618888756e-01 2.862224292746815735e+01
7.124048937134912762e+01 4.259738275778130401e+02 2.149907932562683810e-01 3.344996103843930513e+01
7.294161788022064741e+01 5.702162917142736660e+02 1.844195152691596451e-01 3.632005683922555050e+01
7.080157092446754064e+01 5.035181180927982041e+02 1.406529505812303682e-01 2.907010681710677602e+01
7.067061096206768411e+01 4.522802409161933497e+02 1.428775582581698345e-01 3.175212852990911827e+01
7.062429163610265448e+01 5.348864452199147763e+02 1.033696089292509279e-01 3.241282296808231678e+01
7.109647285064750122e+01 4.697096495086971686e+02 1.954382067172852344e-01 2.575153293391657527e+01
7.383409603998615012e+01 4.657511931035631392e+02 1.470608989090626262e-01 3.169170631418807460e+01
7.169927485511715304e+01 5.551402994007295320e+02 1.203479609088100033e-01 2.533863342644390571e+01
7.443918686465252676e+01 5.226643367507890616e+02 8.447555710902109050e-02 3.814758491284634800e+01
7.130646579976374255e+01 4.107141358088127276e+02 1.444241789019173883e-01 4.257007128370904070e+01
7.126460519623941536e+01 4.906785913557877166e+02 1.495204234437558788e-01 3.894155433589207860e+01
7.224812221998493555e+01 4.069627551774785275e+02 1.877213824603704562e-01 3.930448416322455074e+01
7.381943667721685642e+01 4.185573567271116531e+02 1.376861056227361158e-01 2.893396119015517343e+01
7.274241886196139717e+01 4.776588165453227361e+02 1.588151879513686748e-01 3.222677496196171631e+01
7.226927606746936306e+01 5.779592431948990452e+02 1.003643273473492775e-01 4.185996418347085779e+01
7.145757804611584163e+01 4.557457488238575252e+02 1.706437295117470831e-01 3.459077272629132693e+01
7.432892231946262029e+01 4.760597674978736222e+02 1.211556459244170214e-01 2.870854878432991697e+01
7.237389115884691648e+01 5.105336639329766513e+02 1.396160460450768248e-01 3.814643177106418648e+01
7.211045705102466741e+01 4.149427681196840467e+02 2.098836020256121537e-01 3.006806463335129820e+01
7.035316048139978307e+01 4.274601703394406513e+02 1.672973793993934033e-01 4.260236284028489706e+01
7.322051275437360118e+01 5.340759064931239664e+02 6.795277301406868475e-02 4.827899323383174846e+01
7.237097413644903554e+01 4.543408564723951031e+02 5.473391237404726800e-02 4.075548251838633718e+01
7.227602259754233671e+01 4.337546134987662185e+02 2.041735373199812797e-01 2.293034925312881356e+01
7.329161963731365859e+01 4.656988638481719818e+02 2.285622614515377404e-01 3.664298143987122813e+01
7.161473993406855243e+01 5.184871012416235772e+02 7.578653001448709681e-02 3.320171036543603549e+01
7.349873814356419643e+01 4.400856314938730520e+02 2.166422730661413110e-01 3.417542988604135701e+01
7.407358967070589983e+01 4.066738957202932170e+02 1.568380054388179845e-01 4.122233868379623090e+01
7.204711299905119404e+01 5.033364894435138694e+02 4.507969222403034742e-02 3.960893049067124849e+01
7.206735336543508197e+01 5.317243455989165568e+02 1.226683248630309198e-01 2.503253659462471603e+01
7.316549351091018139e+01 4.325733180818011192e+02 1.754956763183510848e-01 2.586465379148496879e+01
7.279271069943175121e+01 4.840603155092578049e+02 1.472759081645890200e-01 2.767349852598614035e+01
7.378118247315880751e+01 4.689058305336150170e+02 1.360438363893737568e-01 3.982474145966633472e+01
7.488086858213281971e+01 4.538294344878472089e+02 8.276205133617342558e-02 4.909212912870902557e+01
7.240880148797899096e+01 3.972411631492729498e+02 2.099686516205302167e-01 4.928066207390033071e+01
7.176834164596665744e+01 4.305229963174757017e+02 1.123758645649867299e-01 4.308379700908361087e+01
6.954770839288475770e+01 4.967296387513952709e+02 2.307531084765496732e-01 3.302632452044317546e+01
7.240370666966161650e+01 5.474257256067362505e+02 8.738918434709670724e-02 3.810392421070635294e+01
7.232804066795662834e+01 4.913583624832680243e+02 8.996318736321763654e-02 2.940554075795552436e+01
7.259027544445726221e+01 4.233708113478073756e+02 1.168740515720548823e-01 3.667904626626395981e+01
7.230907095060781842e+01 3.865702138918210267e+02 8.617080477112283587e-02 4.405304536278475780e+01
7.331266196937562540e+01 4.815904236177299822e+02 1.598744554585954936e-01 1.660176034407548329e+01
7.294968213701254456e+01 4.318397376017929332e+02 6.630988991755723538e-02 4.653834257954893872e+01
7.174307921689126033e+01 4.529746606350202569e+02 2.068298890138877688e-01 2.795599528300681413e+01
7.035489902201943835e+01 5.635779247239731831e+02 1.829634718151316453e-01 4.870205191843215431e+01
7.332712229641147417e+01 4.300609197540646278e+02 1.291391872741621538e-01 1.686682979113220782e+01
7.093887230768611118e+01 4.590231394030028582e+02 2.626008885826868755e-01 4.915794061544004023e+01
7.251781276374484264e+01 6.997295558009720935e+02 8.483998738541008444e-02 4.471924124951895152e+01
7.192337864946665604e+01 3.947677357937558895e+02 2.011927996770760951e-01 4.971659810660381851e+01
7.142610493531286409e+01 3.580856288831890879e+02 1.031727936964107195e-01 4.987336912889809781e+01
7.207602865493234390e+01 5.572540145190922658e+02 1.068327440582832744e-01 3.016213217401668700e+01
7.324006043775801800e+01 5.045436831537476223e+02 1.631180550623542724e-01 3.664101992157307564e+01
7.378143502374776119e+01 4.481783813845838154e+02 1.042823754452651963e-01 4.694764418878173728e+01
7.351576159556807966e+01 4.639979566986843338e+02 2.052898259569468919e-01 2.878722613787186191e+01
6.925243059948493851e+01 3.555831412808276468e+02 2.784754889961986168e-01 3.668912300554932671e+01
7.415768571095115647e+01 4.411531914767642206e+02 1.305599199546896572e-01 4.266194396413814616e+01
7.044102133082709827e+01 4.176056602275352816e+02 1.080871917265741333e-01 1.951911074316263139e+01
7.302724611264251564e+01 5.478273492410010022e+02 6.702243497423099328e-02 3.379158938276646751e+01
7.531553959522656783e+01 4.118810017510352282e+02 2.008722190052470435e-01 2.701085274178191398e+01
7.159329649992024258e+01 3.564502123140253502e+02 1.889389084782838457e-01 2.325934193461631239e+01
7.204682687500222471e+01 4.349731540439783544e+02 9.085508958465374207e-02 3.013493119571137768e+01
7.269568509044913185e+01 4.211188279016820957e+02 1.206252810235761974e-01 3.427580400836589547e+01
7.252810314936407110e+01 5.784854921610681231e+02 9.138133725141504848e-02 3.014220603151275313e+01
7.139000931184993703e+01 4.672939396200807778e+02 8.722304542553570295e-02 3.043002546811636577e+01
7.293794536550983310e+01 4.053752963758647070e+02 1.802749352941109551e-01 4.369121397676821772e+01
7.214718112932138183e+01 4.782921580691074155e+02 1.090638091240805213e-01 3.288887749013004935e+01
7.060321495514220658e+01 4.836882157495506931e+02 1.134490535864445676e-01 3.535875007896502353e+01
7.092375252394151630e+01 4.675753170054551902e+02 2.528175322059062480e-01 1.826756964135605799e+01
7.216351719191040104e+01 4.011286363120676128e+02 2.370098427228239657e-01 4.448277194592002104e+01
7.333505590999040180e+01 4.714012805432345772e+02 1.570191205911982968e-01 4.504774199804615620e+01
7.004732201937105174e+01 4.064209569186730846e+02 2.402972231460684116e-01 4.119661758609427693e+01
7.418834618751212417e+01 5.241415988923542955e+02 3.386560283068951877e-02 4.744502110355487901e+01
7.245497045886331478e+01 4.797129849185801049e+02 6.563463788719828274e-02 4.126275804222255772e+01
7.167265422304981826e+01 5.364426005642487780e+02 1.247551022674761867e-01 2.992087819977965424e+01
7.264362439741194066e+01 4.049577645376148780e+02 1.974533635188727709e-01 2.653650107450528139e+01
7.458571509037247438e+01 4.337644673180815289e+02 2.255463636376252023e-01 2.531904508629588335e+01
7.486000281305626913e+01 5.856771997715899261e+02 1.021235298066357072e-01 4.296563413829964873e+01
7.195306338938257795e+01 4.845179196939110398e+02 1.422457114603614958e-01 4.425947029854484782e+01
7.228210056256574489e+01 5.061885152586651202e+02 2.261106756007512653e-01 3.945185457068391344e+01
7.253988452048147906e+01 4.709015595334550994e+02 1.572269011068574418e-01 4.734188386730305353e+01
7.337830286519817946e+01 4.473671632589981186e+02 1.292359012191769962e-01 3.268530002047121741e+01
7.537728220344192209e+01 6.058009435967793479e+02 1.756681324703909530e-01 4.509719799154508735e+01
7.333078397929722314e+01 4.645742566397818791e+02 1.434247122768723126e-01 3.175235984295644087e+01
7.264240596246139603e+01 5.118781484226527141e+02 4.437762269062668630e-02 4.229396989449586641e+01
7.220934512999740207e+01 3.888491466456463854e+02 1.436661463131689853e-01 2.028703746723586221e+01
7.214059259017692227e+01 3.876533429504137871e+02 1.878317826364497289e-01 2.041029798796502703e+01
7.482998494995059957e+01 4.604836262627808310e+02 9.169129189276496728e-02 3.995956623996526957e+01
7.159329649992024258e+01 3.564502123140253502e+02 1.889389084782838457e-01 2.325934193461631239e+01
7.277286232221965179e+01 5.053204027234492060e+02 6.311826584438895438e-02 3.234738528814485647e+01
7.145400066363509950e+01 3.554773798133508649e+02 1.903092301079432336e-01 2.263978979675264824e+01
7.197698104369760586e+01 5.683633665581390915e+02 1.366506100074676155e-01 4.391418768941394291e+01
7.167265422304981826e+01 5.364426005642487780e+02 1.247551022674761867e-01 2.992087819977965424e+01
7.271427778514166107e+01 5.260195422883685978e+02 1.295151615526514699e-01 3.604452816256374348e+01
7.174964024603070811e+01 4.272331743724438979e+02 1.634904213710756393e-01 2.670129557590477276e+01
7.094438982734338595e+01 4.795845458997420678e+02 7.870650984914449866e-02 4.606254599794067417e+01
7.032179003853067911e+01 4.741916072714241182e+02 1.051271302085549919e-01 4.817837792173370559e+01
7.329206888080656768e+01 3.743739395185011745e+02 2.326991493145356693e-01 2.541064874826206577e+01
7.233443719424252549e+01 6.337227491879277750e+02 7.045630068200185725e-02 2.553422700948999591e+01
7.229477970921098517e+01 4.955910687490868440e+02 1.161564934405425881e-01 3.272432417186895748e+01
7.486637572711038047e+01 5.102025110380448609e+02 1.917357586685052573e-01 2.697594421041057799e+01
7.407610655160343072e+01 5.761492304842201975e+02 1.016435991354727592e-01 4.377534138463629887e+01
7.064221756528564811e+01 3.429477947192649481e+02 1.928832164857775255e-01 4.010492240160139232e+01
7.173933674915934944e+01 4.220056811424625494e+02 7.166548017330603981e-02 3.630965725255028786e+01
7.268624281641805851e+01 4.649190313767512635e+02 1.538318869672491152e-01 3.275174130910721004e+01
6.999132724561657426e+01 4.946406580112837332e+02 9.941413592204083327e-02 4.155117272671845541e+01
7.138118936292705996e+01 5.045186499608470854e+02 9.305106300383271523e-02 4.054715343154312279e+01
7.238215568137975708e+01 4.898489876417258415e+02 9.661347423207268525e-02 3.921180069537300028e+01
7.224294706412861444e+01 4.424788212936617242e+02 8.879238617512427711e-02 2.888933243906290826e+01
7.102873433831194916e+01 3.729628285095257638e+02 1.494196989734569714e-01 3.999320129210865105e+01
7.326881913731486407e+01 4.447306456212567696e+02 1.046917543037663018e-01 3.176869781810015070e+01
7.359349850280102601e+01 5.695282455710325848e+02 7.860607844341428729e-02 3.742551475186267851e+01
7.216724445263830034e+01 4.094415703699432356e+02 1.121237892358525473e-01 2.835933285421573657e+01
7.375044989092579328e+01 4.179947642647250632e+02 7.054444950429755723e-02 2.774985966670746507e+01
7.387819414614972402e+01 4.244576511357626032e+02 1.555834929800068711e-01 4.581174252053450147e+01
7.359951034872908338e+01 3.830735917144152154e+02 7.607995893469411686e-02 2.402418633461206099e+01
7.149873612896456621e+01 4.694408074115614227e+02 1.174307623829415476e-01 4.269298490749704200e+01
7.191083523426905799e+01 5.319240948679495204e+02 8.815670359521900201e-02 3.333703026669926572e+01
7.266156619922426785e+01 4.953184569384366682e+02 1.381890972020317909e-01 4.218849608522852890e+01
7.254159080626477873e+01 4.984890144764870570e+02 1.215414454745059047e-01 3.025189103011811653e+01
7.175901616274727246e+01 3.810210594086407809e+02 1.240713713312153743e-01 3.096055963766840691e+01
7.315230516217653189e+01 4.248897799044784733e+02 1.334406964812735186e-01 1.996560179417496883e+01
7.136953371975735649e+01 4.818658114429982788e+02 1.860453401654308114e-01 4.604097061478248065e+01
7.259873794727461416e+01 4.330373680054254919e+02 1.925884265666828743e-01 2.735842214729199995e+01
7.111982741588775525e+01 4.546255724524019115e+02 1.820668776833663793e-01 2.229291367405221536e+01
7.329206888080656768e+01 3.743739395185011745e+02 2.326991493145356693e-01 2.541064874826206577e+01
7.108862283317421316e+01 4.309145053296253991e+02 2.798554621950047339e-01 3.887770567696482260e+01
7.108425475380218472e+01 4.019643262480196881e+02 3.481595688243888098e-01 3.990224832072822636e+01
7.226574575639574505e+01 4.927308797102012363e+02 1.257255633634887793e-01 3.165237131938070547e+01
7.321957602840032564e+01 3.792806328877300075e+02 2.020901473192236730e-01 2.758986029166830178e+01
7.141931059120469172e+01 4.332527189999487405e+02 1.507694554004062604e-01 3.826518122252293352e+01
7.182369723868831102e+01 4.209061268874284565e+02 1.546845137896713795e-01 2.194572552533849930e+01
7.278144948956582994e+01 4.075483595320569066e+02 1.725688429749778485e-01 2.584567050126864629e+01
7.075371469548797165e+01 4.165531532916307356e+02 1.111506490913689860e-01 4.862140137197329892e+01
7.353095899223457366e+01 3.949662086914636348e+02 1.674028346613831431e-01 3.350615511935463076e+01
7.493309208620981110e+01 3.917533861445601815e+02 2.027364788697285924e-01 2.232041876856277796e+01
7.508464475034989505e+01 5.105615899055073328e+02 2.761281079584878562e-01 2.152003015169210443e+01
7.298760493817300699e+01 3.945751091842879532e+02 2.581199599117821597e-01 4.139578657757671465e+01
7.246138803194401135e+01 4.822252919226618815e+02 1.454085080554902987e-01 3.298720803119436340e+01
7.365991075505104391e+01 3.943098260999358331e+02 1.660551304186216881e-01 3.590226291347971710e+01
7.170235933976354659e+01 5.598026312938245610e+02 1.050150212083481999e-01 4.378572504924648712e+01
7.446925991598035921e+01 5.533823117084914429e+02 2.042307358161246367e-01 3.677127257373150115e+01
7.219581292550157059e+01 4.723124339172635473e+02 8.523511504726238863e-02 4.203134384331329443e+01
7.261963845841651732e+01 5.417640563337483854e+02 1.075198644717701019e-01 4.089871529856795718e+01
7.299409097708257832e+01 4.829763560649927854e+02 1.052174163496288894e-01 3.913513280208669443e+01
7.238612595422618767e+01 4.091365287306351775e+02 1.438290011583591710e-01 3.830194721560092574e+01
7.143825955582506992e+01 4.886877408571914430e+02 8.118567965991761726e-02 4.650383464123731869e+01
7.292498368555656896e+01 5.924626717460452028e+02 1.913986448966661091e-01 2.414822213988763622e+01
7.354567928541230515e+01 5.172532166470905395e+02 1.767139000059431975e-01 3.475387276668875103e+01
7.109387131047155606e+01 5.006131009807191390e+02 1.345616234782583964e-01 4.011278814212072064e+01
7.242106064084484274e+01 5.707213495923519986e+02 1.387415248360269471e-01 2.237612547690986986e+01
7.218538787941824353e+01 5.033099410863554226e+02 2.242569259281156635e-01 2.687971101805882768e+01
7.191563462728248624e+01 4.863214064954092350e+02 1.144516669440346357e-01 4.039069907498494416e+01
7.180416850039789267e+01 3.850609308204510057e+02 1.188842143582436589e-01 3.310225035342899957e+01
7.487976265456478586e+01 4.847753879260569079e+02 1.272899674757861643e-01 2.111763027932723702e+01
7.232907070087853185e+01 4.628170248882431679e+02 2.499173038494605092e-01 2.021616045754417001e+01
7.327693695172081334e+01 4.944296140392642087e+02 1.339054293204098300e-01 3.465128085818951575e+01
7.189651614238667321e+01 4.944858745025745748e+02 1.089841999104979725e-01 4.102932704988786128e+01
7.250388868721960023e+01 5.241674459771829788e+02 1.639839453263361446e-01 3.326715781200338284e+01
7.136141113773315681e+01 6.344849148927889928e+02 1.252190555428356333e-01 3.839023348988942530e+01
7.214677211444413274e+01 5.079192118248730026e+02 5.344373925652572827e-02 2.934401382465665620e+01
7.266907693604019869e+01 4.928238126323349206e+02 1.887762074865747541e-01 2.623843498615789471e+01
7.238178414198009136e+01 6.026349944369333116e+02 2.285828154499859599e-01 4.009635775535612368e+01
7.090501503728128796e+01 5.066045531643367781e+02 8.232295860389746145e-02 4.309636825169196328e+01
7.224294706412861444e+01 4.424788212936617242e+02 8.879238617512427711e-02 2.888933243906290826e+01
7.196124648969869497e+01 4.649421930308522519e+02 2.181128329719266012e-01 4.238554891819422465e+01
7.169648566053660943e+01 4.311929952660011054e+02 8.814251910862438977e-02 4.860508846962174090e+01
7.266387247423854490e+01 4.071367305129093666e+02 1.173303683284182969e-01 3.753493101819563549e+01
7.018886329855108386e+01 3.198014190467251865e+02 2.420787817687840293e-01 2.225338865631201202e+01
7.341427969345559745e+01 4.373925645972864800e+02 1.626738989248656120e-01 4.531098950813527182e+01
7.289914744967418869e+01 5.335423627422148911e+02 1.501573666616164149e-01 2.701188004879298177e+01
7.236346996951210997e+01 4.976140800717269599e+02 1.297068111203166785e-01 4.672243652777861911e+01
7.225053450326788607e+01 4.732120638085072528e+02 1.915476094381051431e-01 3.019583204629429218e+01
7.458571509037247438e+01 4.337644673180815289e+02 2.255463636376252023e-01 2.531904508629588335e+01
7.143999024261451325e+01 4.141377782954577356e+02 1.249189024050699481e-01 2.747271576848012842e+01
7.090078670416949080e+01 5.506328916727111391e+02 1.498545223898150036e-01 3.562600400105101528e+01
7.259633361859215483e+01 4.467531732049928337e+02 1.910713952339224697e-01 3.341740482782689270e+01
7.189910999153545390e+01 4.493346531400210324e+02 1.578460330634088582e-01 2.415997079017383342e+01
7.075535211104605082e+01 3.501828250304367884e+02 2.049399259532033446e-01 1.853108819113067796e+01
7.160932927143838356e+01 7.116948787655785509e+02 4.202983186481120542e-02 3.228357143677813212e+01
7.184973264545244831e+01 5.809701948775389155e+02 1.479180453416009955e-01 2.268062871847016027e+01
7.259494192046942374e+01 3.998240737002194010e+02 1.759256893180215220e-01 3.447394433534405067e+01
7.257584905537746067e+01 4.165413478705237367e+02 1.368456770800591527e-01 3.435451461927193861e+01
7.084376466267985961e+01 5.341796242233901921e+02 1.474407626801370053e-01 3.475681019975858277e+01
7.264218587845269326e+01 4.970131834123573640e+02 2.201161733185863500e-01 2.283990907402246862e+01
7.262208554754903389e+01 4.785107732221571837e+02 2.079064233831996455e-01 4.927486090969424026e+01
7.317950304555057528e+01 3.872669508093555919e+02 1.551415393024578038e-01 4.235389049038969489e+01
7.368968567460768782e+01 5.588791706019151206e+02 2.817871001008417225e-02 4.795608798115401328e+01
7.150925691713354126e+01 5.436614954478084201e+02 9.545891033512986235e-02 4.145559401030024560e+01
7.269387213794306035e+01 4.520504709381796147e+02 1.513288536181760235e-01 3.930326379183809138e+01
7.189498559014168677e+01 4.886056892475592122e+02 2.050473562581745512e-01 2.911544146331425509e+01
7.109322909372421861e+01 4.811682114894389315e+02 1.434162075627174182e-01 4.249661695978021925e+01
7.059344269854003073e+01 5.950380028479162320e+02 7.834815189823469972e-02 3.190367722760833047e+01
7.106836904079098360e+01 4.584319755830224494e+02 1.829010658943036050e-01 4.439800293916271556e+01
7.375001080910668350e+01 4.489341140636487921e+02 1.662366143798089668e-01 2.363981177397717204e+01
7.161532199481753480e+01 5.356707949321078104e+02 1.937038167587518400e-01 2.633416136731202428e+01
7.157890078244520282e+01 4.288277356828331222e+02 9.370697138220113187e-02 2.482088486870603461e+01
7.209258343747401909e+01 4.792862546541198299e+02 3.617228583467733960e-02 3.352856857736299645e+01
7.075371469548797165e+01 4.165531532916307356e+02 1.111506490913689860e-01 4.862140137197329892e+01
7.261251085486429702e+01 4.427690828500225280e+02 1.816751878970178091e-01 4.680909314151108447e+01
7.230354663179630847e+01 4.138513116550756763e+02 1.259256551733633767e-01 3.943720067384550987e+01
7.124839999734807350e+01 5.941671025290019088e+02 1.367180576296344596e-01 2.750873280144690014e+01
7.268374310169798491e+01 4.316993840505514868e+02 7.463972362960839824e-02 3.261707660815720544e+01
7.452200502666046589e+01 4.672509985650866611e+02 1.834383927141265691e-01 2.993068247673364013e+01
7.252814593059733284e+01 5.257936719380161321e+02 1.512125549391159507e-01 2.618556832580866711e+01
7.379468160224027429e+01 4.925222336294820025e+02 1.446145921630187792e-01 4.895627568026969811e+01
7.215490646661467622e+01 4.901850680308717187e+02 9.878216759283074688e-02 2.465923395198248969e+01
7.222242483777922928e+01 4.758334435690047144e+02 1.163857622416200749e-01 2.914791063455237108e+01
7.173035226187957392e+01 4.847421483714635997e+02 1.292282642706346074e-01 2.829997827944940170e+01
7.025468660992291348e+01 4.118253342262692627e+02 2.478120632818530955e-01 4.587356572262697085e+01
7.133425619473213430e+01 4.519751568115229929e+02 2.138878778022400562e-01 4.336116929253807939e+01
7.175901616274727246e+01 3.810210594086407809e+02 1.240713713312153743e-01 3.096055963766840691e+01
7.229355092206108679e+01 4.674284171266119756e+02 1.482583334877574377e-01 3.851828749688284859e+01
6.973303983689049801e+01 7.116618648769097035e+02 2.112266124722359528e-01 2.237274582977947901e+01
7.076338283086266756e+01 4.224934448609988635e+02 1.073459068446011300e-01 3.320037279711412737e+01
7.326823888693671449e+01 4.228188712756975178e+02 8.855165378841946267e-02 4.105721887007995008e+01
7.158785003731854601e+01 6.070495195581286225e+02 8.059284655858343915e-02 4.628240929268002191e+01
7.185994726399546551e+01 4.638807098745111261e+02 2.317354823897341543e-01 2.127648091983459722e+01
7.225929052993637924e+01 4.226308256292856527e+02 2.414365080348278847e-01 3.688616689372987878e+01
7.386375626911396353e+01 4.702454773819117122e+02 7.822235606139649189e-02 4.564465907063818406e+01
7.201521411756624502e+01 3.632607916135837627e+02 1.480811786728090662e-01 4.665317938604524528e+01
7.358500111809281918e+01 5.077396633329072415e+02 2.295938764868067639e-01 3.463097056346017411e+01
7.221319872563810804e+01 5.435506576869686342e+02 2.478412227408114676e-01 2.890422712664298999e+01
7.220238501045955104e+01 4.211791985002658976e+02 9.047594406580716786e-02 4.406294154144110564e+01
7.363821690262818720e+01 4.996470165877088903e+02 8.231514701249559307e-02 3.104194138205659925e+01
7.193614892667940808e+01 4.398412524907138845e+02 1.539277425019562051e-01 4.519575895177009528e+01
7.257834034257625433e+01 5.002870381545271812e+02 2.135290488177404855e-01 3.783009877565806534e+01
7.433771147943939184e+01 6.634119762249644054e+02 5.525807370422228942e-02 3.813617652412182224e+01
7.365209930379862158e+01 4.727362652060481878e+02 1.536025865256995526e-01 3.904112769279743134e+01
7.062655504209280366e+01 7.220008679145068982e+02 7.086257705552360953e-02 4.027900549107138772e+01
7.286748255416804909e+01 5.307071065463317154e+02 6.334898327868308809e-02 4.840233300245745340e+01
7.453550406202140266e+01 4.625181501387993421e+02 9.980078797035596416e-02 2.647483948168324375e+01
7.106836904079098360e+01 4.584319755830224494e+02 1.829010658943036050e-01 4.439800293916271556e+01
7.503533399789547786e+01 4.808720460253070996e+02 1.561202195852101071e-01 3.706908186706793629e+01
7.362288813375761265e+01 6.223331226030111338e+02 8.090046859717139882e-02 4.648396502256677820e+01
7.131569088972310055e+01 4.428847443088296814e+02 1.266667743780584277e-01 2.544964822428904583e+01
7.271358940041176311e+01 4.177996901782447594e+02 1.523705540056888297e-01 4.636045956742855623e+01
7.453299703034431900e+01 4.686291976184383543e+02 1.822735584968988576e-01 2.501593263918361743e+01
7.188821276921754588e+01 4.476302157248473463e+02 7.883721556890974091e-02 3.121653092108630645e+01
7.026631884830780450e+01 5.793258954751520378e+02 1.535716610301472440e-01 4.377803055617495431e+01
7.119376569282377432e+01 4.160294373145168834e+02 1.089359721298503308e-01 4.157583364103827250e+01
7.302490569758434447e+01 4.447609966120743934e+02 7.830033737916079761e-02 1.844870188709440484e+01
7.252898966659944335e+01 4.034352186891218253e+02 1.898062155399277695e-01 2.546816400501091948e+01
7.150737447528344148e+01 4.753990579863498169e+02 1.115003719162602352e-01 4.872202291272756725e+01
7.350695764733748661e+01 4.901988733649687333e+02 8.132919316169122392e-02 4.387954052070399769e+01
7.404263461998837670e+01 5.408062257751987545e+02 8.349785509853592524e-02 4.796823000876604937e+01
7.409663984984382523e+01 4.957457057682267987e+02 1.540909729320249499e-01 2.358905784068521427e+01
7.153330554540940511e+01 5.017894625151061518e+02 1.531699425562573769e-01 3.423982397902565111e+01
7.288111631957494296e+01 4.307276995854604138e+02 5.016701601915938419e-02 4.365676392413312357e+01
7.107599890677127519e+01 3.848451454188943899e+02 2.455560080372254372e-01 2.284801551022704658e+01
7.332300420539114327e+01 4.820778587240669708e+02 1.052814416880912540e-01 3.811247058530648246e+01
7.249679765101626572e+01 5.179051968384347902e+02 7.001747543943322161e-02 4.449890282663236718e+01
7.217520765269676986e+01 4.910625681041536268e+02 1.954732386597743121e-01 2.967532823930578800e+01
7.076338283086266756e+01 4.224934448609988635e+02 1.073459068446011300e-01 3.320037279711412737e+01
7.261895977932880442e+01 4.528513872140840135e+02 5.982766083541121716e-02 3.091278809258585270e+01
7.231664340922395695e+01 4.125579834196306024e+02 9.647498665491203995e-02 3.597880814395820437e+01
7.110244383626313436e+01 5.245239953701876630e+02 1.726744859791618791e-01 4.804588018686134632e+01
7.049535183472308120e+01 4.523900438290860961e+02 1.308050896924411732e-01 2.546087839785340989e+01
7.330720685561877303e+01 4.195190235104029739e+02 1.494115133358517311e-01 4.144330412885742021e+01
7.411015828760704949e+01 4.512326594828393240e+02 1.438762228348157979e-01 4.609532140848175175e+01
7.165595324546865186e+01 4.425613249032109593e+02 2.501421178557484137e-01 4.298215152365825986e+01
7.154380891617731208e+01 5.793015833374081467e+02 6.554070269665854265e-02 4.924052548020389253e+01
6.951999415155364659e+01 4.499799602967082137e+02 7.921867538131240061e-02 3.377091028759556224e+01
7.486637572711038047e+01 5.102025110380448609e+02 1.917357586685052573e-01 2.697594421041057799e+01
7.195453197836584991e+01 4.331593493790061871e+02 8.489458921833362148e-02 4.749561752018468042e+01
7.092186583304516034e+01 7.456216233973157159e+02 1.182155068987563590e-01 2.899741319095544512e+01
7.239973878184497380e+01 4.574813060642869118e+02 1.133459067957566929e-01 4.546913966982874911e+01
7.139000931184993703e+01 4.672939396200807778e+02 8.722304542553570295e-02 3.043002546811636577e+01
7.045388684596167650e+01 4.603717048778262324e+02 2.700938876056892535e-01 2.781317946810808550e+01
7.396680087315576202e+01 5.684916298675822190e+02 1.992183086795312197e-01 4.848980097587435978e+01
7.227205301302136320e+01 4.284277871867029717e+02 1.184731835704654901e-01 3.643291169477899416e+01
7.311607427719985708e+01 4.789284560646042905e+02 7.456254767456904631e-02 3.083650806246595977e+01
7.319474770002734942e+01 4.523928502425661122e+02 1.695569367346385359e-01 2.721889298323376494e+01
7.124658856654804140e+01 4.795764001151164280e+02 9.796828050382859476e-02 3.390482529542445889e+01
7.183560793510071107e+01 4.718313285127783274e+02 9.064060326476011675e-02 3.414236114266878985e+01
7.472852404376891400e+01 5.774208700300309829e+02 4.625467304153110110e-02 4.507552395399644496e+01
7.095020593535609521e+01 4.055566444596728957e+02 1.483237180376529019e-01 3.012126513938687822e+01
7.133634328547600489e+01 4.104021888933630748e+02 1.318258773172911458e-01 3.939968837398098600e+01
7.195923927301438994e+01 5.182622402261499701e+02 1.025008447760735186e-01 2.991656541132320513e+01
7.088133118399403543e+01 4.551202126083942403e+02 1.157044733439575868e-01 3.233825404615618027e+01
7.218621828561913389e+01 5.496854934645255071e+02 2.996492611471585424e-02 4.095673849868342842e+01
7.184973264545244831e+01 5.809701948775389155e+02 1.479180453416009955e-01 2.268062871847016027e+01
7.374492241164473683e+01 4.341789880304772282e+02 1.671040795788736044e-01 3.767032078317721755e+01
7.092367257449764395e+01 4.852595860608372504e+02 1.307714990940941346e-01 4.152341534315571181e+01
7.305598509530994988e+01 5.497792167184904883e+02 7.310901967266823787e-02 4.774380886584636130e+01
