weight logl H0 sigma epsilon tau
9.375970314439174289e-07 -4.118413791396143324e+02 3.738497604586127343e-01 5.157939951988121940e-01 8.746162447861038913e-01 8.980237355674811628e-01
9.663441150787573427e-07 -4.118086793947415458e+02 5.582192018023065527e-01 4.704629554449456519e-01 8.418914310012043378e-01 8.497618849945816066e-01
9.675650615136772596e-07 -4.118049167226244549e+02 5.460544071773658636e-01 5.352255806538001037e-01 5.285917551414895943e-01 3.875379052785317135e-01
9.735811721772803726e-07 -4.117962181891789442e+02 3.919368153706774827e-01 1.563621058638499095e-01 7.011333751610435705e-01 3.406663753188611254e-01
9.726947718152507943e-07 -4.117946290573690931e+02 5.686607264331037248e-01 4.109752527347140250e-01 7.899144745189636829e-01 9.550896629662563031e-01
9.735011641089462934e-07 -4.117913003717008564e+02 3.598309514027822065e-01 3.806959302851216087e-01 1.956193639394712136e-01 5.867813845783695914e-01
1.000325863544805755e-06 -4.117616183028650312e+02 4.192546600052381445e-01 5.734774279863089630e-01 3.690194470404819516e-01 4.905197335783922918e-01
1.040607841029245085e-06 -4.117196391083780895e+02 4.884018070387687871e-01 6.089630766910977266e-01 5.118899124701663528e-01 5.291546919870245835e-01
1.071886328938803480e-06 -4.116875240927391246e+02 4.952758197869090440e-01 6.035570084786981981e-01 6.107270422175334890e-01 4.933812519883183922e-01
1.106808779453417703e-06 -4.116529632121432769e+02 5.059372622519050511e-01 3.800316179491861623e-01 2.931350815375665109e-01 2.823971036161856407e-01
1.124272047605004197e-06 -4.116348083559063298e+02 3.371419462564797520e-01 3.687901724599995656e-01 5.760741993370681602e-01 4.871893878802785460e-01
1.135595652105103959e-06 -4.116222867964388570e+02 4.366914634364824632e-01 5.652961015657548272e-01 1.271545581686632787e-01 9.086506377734149265e-01
1.172760677336732226e-06 -4.115875835906135194e+02 4.500832867257025249e-01 6.086085812511520254e-01 3.988615354958862103e-01 6.891165263075843539e-01
1.209092225429526021e-06 -4.115545742621979457e+02 4.883153142880768405e-01 6.036399634891206345e-01 3.352207721482386438e-01 8.622563673252825467e-01
1.218705948733048628e-06 -4.115441545152804110e+02 4.811728759884955631e-01 1.675206751691639129e-01 2.607434544196931547e-01 8.137495705345090258e-01
1.220865749176510639e-06 -4.115398838757787416e+02 5.374968996266281662e-01 4.487084169954583812e-01 8.091702472230629661e-01 2.546766429782508778e-01
1.226109214589672117e-06 -4.115330981977343185e+02 3.518930909797368667e-01 4.374182774591008904e-01 3.278517576980021220e-01 6.170262780779516287e-01
1.229732286153695261e-06 -4.115276476211670342e+02 5.575343090389788259e-01 2.708970393121370446e-01 7.973895283488009467e-01 8.700982660346263664e-01
1.237033726049945215e-06 -4.115192277558995215e+02 5.747691659772538042e-01 3.624687380553738292e-01 7.389360573428439549e-01 3.839435693094993551e-01
1.241890096175158356e-06 -4.115128096231239283e+02 3.549007165487334525e-01 3.706333849027478866e-01 2.642825886924501377e-01 5.511709245501498211e-01
1.273369359900331308e-06 -4.114852776866622435e+02 3.874869113270108523e-01 1.266091751524567321e-01 8.761424085750806334e-01 9.286010407323025406e-01
1.303200393195167104e-06 -4.114596210333070303e+02 5.581922320585130937e-01 2.838336934355162322e-01 8.992977376048322258e-01 2.922968618929381313e-01
1.301059294498443802e-06 -4.114587653387418982e+02 3.513455509016158995e-01 4.809653753981479873e-01 8.825802452582509616e-01 5.634227893776280194e-01
1.313806390731676712e-06 -4.114465155475525080e+02 3.587810310649044432e-01 5.018203770234956895e-01 8.348508305899066118e-01 5.449753491648602344e-01
1.357962041230645388e-06 -4.114109590365476379e+02 4.545024496210438025e-01 5.998482430181040215e-01 5.434484540113606599e-01 9.717740521517593821e-01
1.369401981861643478e-06 -4.114000699783758819e+02 4.967569380139366109e-01 5.864852102262131384e-01 6.238662569498714117e-01 4.318966760066477173e-01
1.369239644166705378e-06 -4.113976885318175505e+02 3.250614388553763057e-01 3.460676086884095781e-01 6.250534327052296169e-01 8.332884868111862797e-01
1.373614420996826987e-06 -4.113919985840945515e+02 4.066106405504013033e-01 4.582583773314453657e-01 7.236605656511940765e-02 7.109747306800238142e-01
1.398296615526827941e-06 -4.113716893206860163e+02 4.341961556774330822e-01 5.877970731522459413e-01 6.925355844203626710e-01 8.618292707988433055e-01
1.409700794416039448e-06 -4.113610666339977229e+02 5.421562084656740277e-01 5.515485143501959175e-01 6.707381845222043504e-01 5.387392341216288294e-01
1.435760818254476692e-06 -4.113402492176787746e+02 3.624857662077048959e-01 5.092013764586545976e-01 4.064882290206122128e-01 9.593876919270855064e-01
1.445703256525965467e-06 -4.113308482274381390e+02 5.468641302028621753e-01 4.196737076852333770e-01 1.597788246235333220e-01 6.472448107900146130e-01
1.589120977190865245e-06 -4.112337630945046385e+02 5.295620939873402211e-01 3.136698435466529489e-01 2.307812230478175630e-01 3.743324698627216174e-01
1.606488133742735489e-06 -4.112203936001848774e+02 5.254614696458667078e-01 4.917083942574979050e-01 1.082488777732041330e-01 7.582549270192417978e-01
1.666143742530427580e-06 -4.111814322932747814e+02 3.393906664990981037e-01 4.375561549207019896e-01 8.792932461958916646e-01 7.505676459726297045e-01
1.664739848647732495e-06 -4.111797752491616507e+02 4.367547104867558483e-01 2.331300466420287432e-01 3.267319605262508642e-01 2.922225553708450718e-01
1.685760714276253467e-06 -4.111647271889235071e+02 4.837521632785573011e-01 5.490389972124831708e-01 3.567778151179697987e-01 3.882734175654054543e-01
1.682119005650439321e-06 -4.111643898018123195e+02 4.828048619045238743e-01 5.855872987292339849e-01 3.227308623829096002e-01 5.822196701906724448e-01
1.697415329269995628e-06 -4.111528374137853348e+02 4.591892216483953737e-01 5.627567550303399502e-01 9.097243538071818625e-01 4.236666039127849892e-01
1.742577750101020559e-06 -4.111240786308135853e+02 5.483568863601662180e-01 5.040211488649972704e-01 7.760115742377584613e-01 7.643531282332640675e-01
1.814310413381715730e-06 -4.110812386553362785e+02 3.987428632659337779e-01 2.726217557548575865e-01 4.783892701152034910e-01 2.999996323682260213e-01
1.895813240955937754e-06 -4.110347962159520989e+02 4.180157644988570231e-01 5.627214768209514162e-01 8.349788976092638038e-01 5.490487808451648410e-01
1.907083474360108544e-06 -4.110263690150612774e+02 5.427645321935384848e-01 5.225144045071588028e-01 7.169232827523464024e-01 7.663046169604711411e-01
1.942435517582832160e-06 -4.110055015062006873e+02 3.364959598039675148e-01 4.273431740834036097e-01 5.900581436730609752e-01 9.256168618939241144e-01
1.989473764107779737e-06 -4.109790739497087202e+02 4.450280409052165265e-01 5.913399874482729857e-01 4.671006731904293607e-01 8.290089081701302876e-01
2.019913757548245208e-06 -4.109613892971091786e+02 3.391856555329726408e-01 4.484402684769197567e-01 7.133860581416219260e-01 7.153752405006104098e-01
2.039189415692086620e-06 -4.109493917296832137e+02 3.406172755171125166e-01 3.880926212567731293e-01 7.517462749086033513e-01 4.591251711086681286e-01
2.057693013575321052e-06 -4.109378586544014524e+02 5.106486452481415750e-01 2.801113461855089248e-01 3.872963454970019814e-01 2.897117568948415212e-01
2.063301678196804881e-06 -4.109326366571634139e+02 4.282341435896396264e-01 1.188066175239339550e-01 7.959657200293940305e-01 3.231818867782197957e-01
2.092969648435733363e-06 -4.109158601714331667e+02 3.344489018219038989e-01 4.005685164707945001e-01 5.372182523525269593e-01 8.924098532796286287e-01
2.097138702842275375e-06 -4.109113702201322553e+02 3.814571406523206143e-01 4.195422771985968247e-01 1.189375620364203634e-01 8.711411855370200241e-01
2.124992485984996548e-06 -4.108956758469647639e+02 4.186726459688507873e-01 3.890614202452070680e-01 2.933721067683492389e-01 3.240448796481181226e-01
2.173108487210029415e-06 -4.108707854882146080e+02 4.685438580988203761e-01 5.400050696898033298e-01 1.127436140268103237e-01 9.127007644614603121e-01
2.235753499602884838e-06 -4.108398658057923285e+02 4.604871497478646436e-01 4.867404694901912299e-01 3.431918484904635802e-01 3.279832695998090575e-01
2.238599349118387799e-06 -4.108360937336087204e+02 4.224049452323674902e-01 5.765310875201326013e-01 5.818909485312330210e-01 6.308257855460943642e-01
2.254859672533376260e-06 -4.108263563717847546e+02 3.666602733628965272e-01 4.632892937470189931e-01 9.325893267530752651e-01 7.495356651597021580e-01
2.282211679288084854e-06 -4.108117991057657150e+02 5.133690908912996731e-01 2.721641873641944542e-01 1.695499386752754578e-01 4.105000296195547849e-01
2.317928551353858802e-06 -4.107937701922874680e+02 3.786474330144774525e-01 4.400690797512887276e-01 5.182081818265856787e-01 3.909352658328115737e-01
2.366044455413326128e-06 -4.107707245586779550e+02 5.630795122477170178e-01 2.969778103563514016e-01 6.331930882821790174e-01 5.622216798053872866e-01
2.376118301812705880e-06 -4.107639759227416789e+02 4.128553073494466430e-01 5.641081400149775549e-01 3.931101796264327985e-01 7.541452440179565730e-01
2.371106083346436250e-06 -4.107635875652182449e+02 4.918895145278733283e-01 5.733423108167202686e-01 2.989996279261842860e-01 7.512055276128900561e-01
2.396579922218447116e-06 -4.107504014247072064e+02 4.323540424306016039e-01 5.760537099688683993e-01 4.934943418778097168e-01 5.938551128924602907e-01
2.448457602069699038e-06 -4.107264858371967193e+02 4.813372240904904009e-01 1.555593340638141697e-01 5.041929804663588532e-01 9.899698584709585303e-01
2.489246918393444232e-06 -4.107074638910083877e+02 3.826842512521709816e-01 4.825978803823145480e-01 9.326829015666032729e-01 7.454175794824545731e-01
2.529493191310441449e-06 -4.106889251502951765e+02 5.582004796780011269e-01 3.351797431375238556e-01 6.652385479513193145e-01 3.463547713144135010e-01
2.566378464279354770e-06 -4.106719483660853030e+02 5.574469918292038750e-01 4.473608471907828399e-01 4.080593711509198362e-01 5.100815492677461815e-01
2.584913699337921096e-06 -4.106622519910937967e+02 5.643796772487313929e-01 4.370721142744549148e-01 8.930789252921403909e-01 4.007050995059203702e-01
2.624293839968274496e-06 -4.106446322668202242e+02 5.317084199418241619e-01 3.565976755299654632e-01 1.359544839281048301e-01 6.236478513684524660e-01
2.629684928904762857e-06 -4.106400800732101288e+02 4.812410358854479764e-01 5.663216761433005342e-01 8.170120344910705157e-01 5.207849364767378475e-01
2.694219846516909233e-06 -4.106133354326867106e+02 3.885826747573849493e-01 4.723958939566668125e-01 9.410391803677702338e-01 3.695462281743046029e-01
2.734477019414349881e-06 -4.105960039135027273e+02 5.303171358666479707e-01 3.144038850794831363e-01 1.707948164385770795e-01 5.086865804392942669e-01
2.802938687714510969e-06 -4.105687757151929986e+02 3.451321059318649409e-01 2.395302089706063953e-01 7.463750659176808799e-01 4.761346570634168440e-01
2.804868594691501000e-06 -4.105655874222628086e+02 5.310402068786499452e-01 4.154811278911817451e-01 1.245680761494841748e-01 7.886728614765512457e-01
2.811000227444452098e-06 -4.105609037404911419e+02 5.397117843684546834e-01 2.326930512414425722e-01 5.476220464532866039e-01 5.321430563217171006e-01
2.822020074570703289e-06 -4.105544911463255175e+02 5.148377366706823333e-01 1.870972843585952949e-01 6.427719152179380835e-01 9.584708396605925440e-01
2.906755224734619873e-06 -4.105224066973139543e+02 3.526114739980785728e-01 4.516927559619619004e-01 8.448465132918747678e-01 8.603356999698009711e-01
2.915189901089008080e-06 -4.105170091494761095e+02 4.772888934716313925e-01 5.253249578404094455e-01 8.564950651653757685e-01 9.434867995016983366e-01
2.937303895802229211e-06 -4.105069519949618666e+02 3.661138453530163872e-01 2.242115600335791159e-01 5.274135320523472004e-01 4.368116869090166166e-01
2.989027564181315161e-06 -4.104869960081945806e+02 3.614023108054404965e-01 4.834955181322587725e-01 4.782083653522894995e-01 8.643215416915798199e-01
2.985923224093491726e-06 -4.104855351264993715e+02 5.484184603671677927e-01 4.939237899165269674e-01 4.328289459548120277e-01 7.777255254088510927e-01
2.996512941726514410e-06 -4.104794948534734544e+02 5.571787743701871465e-01 4.459574388023453406e-01 9.098660496294888045e-01 3.735071053264309437e-01
3.025438110278916770e-06 -4.104673882024875979e+02 4.539278879955805923e-01 5.338759893436589854e-01 8.950287037174309290e-01 7.330516295999942589e-01
3.026345116504711685e-06 -4.104645884540668135e+02 4.043363146141414344e-01 5.180157398084661580e-01 2.100803358504390594e-01 8.914698172707978818e-01
3.108169095392419318e-06 -4.104354102758055092e+02 5.002730968172887094e-01 5.319107531994069493e-01 2.346173548672598752e-01 5.443638365007376079e-01
3.120507339822727407e-06 -4.104289485158082584e+02 5.683934563667666362e-01 3.531588789328814482e-01 6.363899051059163092e-01 5.735591080635111805e-01
3.117096160263491012e-06 -4.104275422627574699e+02 4.838786583746533809e-01 4.219406654173407656e-01 7.119990390183507101e-01 2.474208228204239912e-01
3.139016824806305459e-06 -4.104180344755567944e+02 4.895234278422726515e-01 4.789570127459337190e-01 8.257695349535487672e-02 7.076933752776483066e-01
3.188882908791972330e-06 -4.103997734431919184e+02 5.366718687527147758e-01 5.062717608235022260e-01 3.250226548519872249e-01 6.270124444557932941e-01
3.186475777022871177e-06 -4.103980285793347207e+02 5.402803638669229080e-01 4.274677259191551615e-01 1.986932457336237912e-01 6.202992877285058437e-01
3.195144884803382683e-06 -4.103928116791701655e+02 4.544690887699587289e-01 8.584610265801717599e-02 9.116572421332930221e-01 3.263044705969094794e-01
3.221115849708191711e-06 -4.103822162766251722e+02 5.626594512742697507e-01 3.046023722583750537e-01 8.338510395810475595e-01 6.875349769155993940e-01
3.224933070266549548e-06 -4.103785319167011494e+02 4.211378542192039109e-01 4.523788582684133974e-01 1.194057156786786367e-01 5.400071664351171474e-01
3.217530517048638917e-06 -4.103783299681764447e+02 4.959135200910527175e-01 5.072649708778668165e-01 1.279921919416884268e-01 6.760137668083654461e-01
3.347102349483787155e-06 -4.103363491120968547e+02 5.386753004449791327e-01 2.508440690445742360e-01 4.369463517043444822e-01 8.147788097626533776e-01
3.387798945226191969e-06 -4.103217636815024889e+02 4.403048174148563865e-01 5.349276573123917800e-01 2.880204167712177021e-01 5.153614105941823897e-01
3.495703518651550553e-06 -4.102879094650084539e+02 4.495539611603724950e-01 5.009957099747939235e-01 3.957186726725934189e-01 3.652949573189776533e-01
3.526566950860359323e-06 -4.102766192507688174e+02 4.505125263769237387e-01 5.548452588072780856e-01 2.641378381205565784e-01 7.057162614387794131e-01
3.533930471794411715e-06 -4.102720334137057989e+02 4.972402223230620311e-01 4.351714807935270213e-01 6.931212771723449517e-02 7.531835471620226263e-01
3.531818573248587800e-06 -4.102701311984828294e+02 5.346350104613928345e-01 4.693379884062400809e-01 3.783956401146403303e-01 4.161293017107307035e-01
3.573886210714501883e-06 -4.102557905351739578e+02 5.113837296182979220e-01 5.015161007969015650e-01 5.007731473103684827e-01 3.566766839705465264e-01
3.583466203142063502e-06 -4.102506135681630894e+02 5.413626858264647401e-01 2.320561356608987769e-01 8.980942487627262549e-01 7.840097000177917996e-01
3.575848042609630920e-06 -4.102502417505968424e+02 4.696733109225647018e-01 1.871374744420362113e-01 1.897196397193087192e-01 4.833228567184206792e-01
3.585228205951547631e-06 -4.102451219855277031e+02 3.399245911738815185e-01 2.774501410396619239e-01 6.104561758809573524e-01 6.233819551929635772e-01
3.595929890841794007e-06 -4.102396414933373876e+02 5.409559345879726422e-01 4.920191431787687142e-01 4.094170765301302639e-01 9.475589328509294029e-01
3.620722428882612942e-06 -4.102302705414111301e+02 5.051894137781817173e-01 2.815771391244498156e-01 9.201955347725754297e-02 9.901851371596142037e-01
3.616927744841545760e-06 -4.102288191371010839e+02 3.420930947097539088e-01 4.080945783288421058e-01 5.278352625323180503e-01 8.716399518120582224e-01
3.666914703034120675e-06 -4.102125934852034561e+02 4.023335121810051040e-01 1.908210764252457337e-01 2.618694577498078546e-01 4.955928656875080440e-01
3.711090008363637699e-06 -4.101981184770666573e+02 5.289014069841039278e-01 3.355459842227695999e-01 8.480617955820671794e-01 2.520235500655605421e-01
3.708153515893594733e-06 -4.101964100652154457e+02 5.213998769467136363e-01 3.858220724368888188e-01 9.384361691847413756e-01 2.417304272320953684e-01
3.703691942368436459e-06 -4.101951139689096522e+02 3.841729071103814341e-01 2.444670181929028407e-01 2.311208789355756466e-01 4.936270462267225989e-01
3.698694760245294280e-06 -4.101939641234160376e+02 4.907365784700912226e-01 2.129573123371965027e-01 1.438124015729771443e-01 9.266121309157434593e-01
3.834041570626681426e-06 -4.101555246261374919e+02 5.304976460851531517e-01 4.470744524438291512e-01 5.861482489227960446e-01 3.215013690855509365e-01
3.837172046536948484e-06 -4.101522084642522259e+02 4.828589402322530644e-01 5.608836494573945508e-01 4.926267120906455688e-01 9.737034990886677122e-01
3.958505143737348115e-06 -4.101185776482835195e+02 4.936616758234121383e-01 3.112969289603826351e-01 4.654043041515227852e-01 2.670079111393119931e-01
3.949882545044683288e-06 -4.101182582702886066e+02 5.411864064631791704e-01 3.496279874678813737e-01 2.249890115639027188e-01 5.975434268243672298e-01
3.986447226910329669e-06 -4.101065436984055168e+02 4.039140704409767135e-01 5.198257675206170436e-01 8.474525313924768932e-01 7.486717206578644701e-01
4.113622730161339410e-06 -4.100726400302006596e+02 5.256701644091641423e-01 5.108448282852381395e-01 6.479080800827928810e-01 9.644502415698672504e-01
4.147759251019194622e-06 -4.100618758644184823e+02 4.859359244905352426e-01 3.142299306987382801e-01 4.904105498760609194e-01 2.608431111254936319e-01
4.173974647363476464e-06 -4.100530753786338778e+02 3.719773875000602636e-01 1.571299967768905737e-01 9.406995403840859860e-01 9.101529874172287204e-01
4.193066403634500443e-06 -4.100460118084807846e+02 4.563961027722198693e-01 4.503446801908465025e-01 1.003004230938032704e-01 5.219990788310738816e-01
4.188081219882588353e-06 -4.100447014270303612e+02 3.465776291398771081e-01 4.078434810701189184e-01 4.841752187472713187e-01 9.815654242788522943e-01
4.201757006759901471e-06 -4.100389413405733308e+02 3.910771835686452924e-01 5.162588893577380045e-01 7.889237399001076678e-01 7.584509393345689743e-01
4.294865431368042400e-06 -4.100145238898450657e+02 4.424092578663454400e-01 5.106292851609565142e-01 1.602379282691371865e-01 6.554835410371888660e-01
4.290199868841699995e-06 -4.100131107919995657e+02 3.649019565551034905e-01 4.177640568633467222e-01 3.327721608607414616e-01 6.038593246320836938e-01
4.292799578263348218e-06 -4.100100050108814003e+02 5.055282880011939817e-01 3.874446736637439104e-01 9.368446331328500465e-01 2.352171424686457790e-01
4.347975205170663028e-06 -4.099947338466677706e+02 3.566641149138431999e-01 3.342149803963329058e-01 9.891200188731579246e-01 6.519187591775682522e-01
4.482794737813492513e-06 -4.099616974359943242e+02 3.612073053641607912e-01 4.700936869389951145e-01 6.944152962467783352e-01 8.988763055413760972e-01
4.526246119103429577e-06 -4.099495511886503323e+02 4.478880851427673448e-01 3.822843154098308771e-01 4.933687715878365410e-02 8.394211495588425054e-01
4.538080682992443756e-06 -4.099444399477116576e+02 5.374952527207004227e-01 2.428334413784339896e-01 6.749769440690353006e-01 9.892568001100628949e-01
4.635044056583416204e-06 -4.099207984091592039e+02 3.876501924386677178e-01 4.887453198962490308e-01 8.856190605269999017e-01 7.520051683259353359e-01
4.623923066514382277e-06 -4.099207006199607122e+02 5.504871277738073720e-01 4.499437100000576173e-01 5.936017726403217676e-01 9.093753646060762641e-01
4.622708891008588041e-06 -4.099184632400192072e+02 3.323651180364911584e-01 3.047200887753208631e-01 9.011939966060320550e-01 5.857427327512969573e-01
4.828999486021259565e-06 -4.098723048128723008e+02 3.885468167839709608e-01 1.185617203255261431e-01 8.710432817096713798e-01 4.835819629050641666e-01
4.872137081872903507e-06 -4.098609114466426604e+02 4.562111437394410496e-01 4.976825932891576487e-01 1.140922397809680522e-01 9.341945731259185814e-01
4.917908701023053771e-06 -4.098490607339552412e+02 5.351222260914375584e-01 4.137347851026048628e-01 4.656109688081403464e-01 3.544284318598207584e-01
5.036539042351781187e-06 -4.098227249650756789e+02 5.208700988116131692e-01 2.172113066782574986e-01 3.879411573084095011e-01 6.447122813486112491e-01
5.050486020927501790e-06 -4.098174596329036490e+02 4.148648605516862542e-01 5.083024421265102122e-01 2.120457205791373978e-01 9.125999580575893111e-01
5.058953066135986877e-06 -4.098132845553616903e+02 3.893545759808454410e-01 4.684266003666903710e-01 9.104037019644409812e-01 8.519937458663457974e-01
5.077304165878405609e-06 -4.098071636686039483e+02 4.256171802355544487e-01 3.818821357634699099e-01 4.710901619838274157e-01 3.000226530968033156e-01
5.175939896096660599e-06 -4.097854231682335922e+02 5.392563622970988346e-01 4.803484658892952508e-01 4.610115967613611643e-01 9.206490266582759707e-01
5.175399478123363195e-06 -4.097830275833154019e+02 4.489939175123884851e-01 5.418608058152718510e-01 2.780334049206876212e-01 9.853184680142348384e-01
5.183951589650352196e-06 -4.097788764927376519e+02 5.358823923577459292e-01 4.019312471304224976e-01 2.533320354931913876e-01 4.956757828869122751e-01
5.268780406260350536e-06 -4.097601451995187176e+02 4.689317289585555049e-01 5.531420241488370637e-01 5.038815694252127830e-01 9.687342196045269915e-01
5.296818266690329128e-06 -4.097523378000777257e+02 5.366849472902650575e-01 4.706443064667524823e-01 3.062586203390581518e-01 6.983906735594378468e-01
5.309116616127872167e-06 -4.097475186542248480e+02 5.007420057274523106e-01 3.644711016298586292e-01 2.034308127768905683e-01 3.657340134698442435e-01
5.336448683461630360e-06 -4.097398837221435315e+02 4.936288199301422930e-01 1.247168498834959616e-01 8.722931034116410132e-01 4.999155282218625818e-01
5.416193961325885263e-06 -4.097225507657066146e+02 5.013863912536988821e-01 5.233495347656591523e-01 2.675091273797806091e-01 6.810395551073569198e-01
5.468261572897665780e-06 -4.097104833585770507e+02 5.039839466053246397e-01 4.950940952407976159e-01 5.656478068393989700e-01 3.569263654815476583e-01
5.481663331387747581e-06 -4.097055355307975901e+02 3.722100574674059859e-01 4.733044286354372021e-01 4.381922900732763138e-01 7.265688111543822103e-01
5.606975284008145470e-06 -4.096804327042559066e+02 3.454157535953117364e-01 4.073682969037418777e-01 7.881631196492885350e-01 8.882837493811133189e-01
5.593368560682164736e-06 -4.096803624028809736e+02 4.934226416707609975e-01 5.139612174877270512e-01 8.726225788259258653e-01 6.867379544297299576e-01
5.629224684128616449e-06 -4.096714723921817836e+02 3.651031395815956815e-01 4.727131248161079435e-01 7.073779017620077658e-01 7.949522331838529965e-01
5.629665631714922084e-06 -4.096688940633990796e+02 4.390837080598888331e-01 5.410284339800564002e-01 7.886664396314673198e-01 6.716953356112117524e-01
5.660018145963333201e-06 -4.096610170151172952e+02 5.646843349709386173e-01 3.647422522662239208e-01 7.895524847633902388e-01 5.773991232160256004e-01
5.748985889656737983e-06 -4.096429206410892903e+02 4.652794933951955869e-01 5.033972345005656157e-01 1.704362052521621873e-01 6.153308602947917816e-01
5.755845582673977745e-06 -4.096392281518561163e+02 3.998366430835942897e-01 1.538880024034845473e-01 4.772718103360852893e-01 7.158616763207503730e-01
5.847941830187803154e-06 -4.096208543378881473e+02 3.557819550347306459e-01 4.417378080724138067e-01 5.557631169399332993e-01 8.795225305064641175e-01
5.850533209892321906e-06 -4.096179113092475745e+02 5.331057784405289768e-01 4.722191727197478928e-01 8.120262695962575661e-01 7.809859529366143249e-01
5.876385108463420992e-06 -4.096110023179426776e+02 4.156642605635408882e-01 4.036644290521242961e-01 5.941563893616769176e-01 3.081658437898712188e-01
5.913479766694222997e-06 -4.096022096621695709e+02 4.669579419459973790e-01 2.629565327232405991e-01 5.663725616740988844e-02 9.100914622416141908e-01
6.053709181698274807e-06 -4.095762729412626868e+02 4.327171915575490635e-01 5.097676908326761458e-01 2.901145818774825136e-01 5.410420409655838370e-01
6.064183857531389181e-06 -4.095720441459336030e+02 3.634252806611555364e-01 2.908771526258279172e-01 3.085824914797805629e-01 5.848771697678024628e-01
6.209850271723081706e-06 -4.095458073285067258e+02 4.840702290044440748e-01 4.810517064138898347e-01 7.275893041607790490e-01 3.086724790040219490e-01
6.470810564646379041e-06 -4.095021427321910892e+02 4.550912969328461122e-01 5.144082152198031777e-01 4.454570574420686491e-01 4.272216688279455443e-01
6.587880763280910697e-06 -4.094817124002531727e+02 3.797205254822747511e-01 3.035954348721517926e-01 4.992814439379790192e-01 3.657640688666996542e-01
6.732875100115577899e-06 -4.094574418543428465e+02 5.202749307989813499e-01 4.328428231275732729e-01 3.899620225393515827e-01 3.719889741445360221e-01
6.726340321837693903e-06 -4.094559129033359000e+02 4.697226791769864018e-01 5.382159285533437698e-01 7.851491731952527919e-01 6.527685754533729678e-01
6.917830617725909421e-06 -4.094253418873962005e+02 5.218159966905132618e-01 4.625572939016345808e-01 7.293376505030018109e-01 3.321521951317861765e-01
6.964656415381711555e-06 -4.094160958374805546e+02 4.219959516472493455e-01 3.526389152925107906e-01 4.259750107784676665e-01 3.094005924074870739e-01
7.152223640172166321e-06 -4.093870208063464702e+02 4.940890318192515673e-01 5.160942147064123686e-01 6.614579821140295079e-01 4.011620241630237116e-01
7.147268888933378597e-06 -4.093852138031681420e+02 4.523897905174844025e-01 4.952819289852671281e-01 8.947189923837004510e-01 8.570561022904779058e-01
7.162378371077425399e-06 -4.093806020127815941e+02 3.549861641428984083e-01 2.705475224010204238e-01 5.188632470424737742e-01 5.302638909480972274e-01
7.262413635787070357e-06 -4.093642318830226259e+02 4.904097597335915770e-01 5.289953295888768503e-01 3.239127903558414179e-01 8.319208449924694326e-01
7.248976735059363840e-06 -4.093635837944142395e+02 5.391850121785085603e-01 3.167466341635648552e-01 2.860023904071270495e-01 8.034446693379883042e-01
7.298640864683930709e-06 -4.093542559654276829e+02 3.370521965306376710e-01 3.362290600782132932e-01 8.113650138311688798e-01 6.042501247690572619e-01
7.600882910075808165e-06 -4.093111797004046366e+02 3.742593308667977459e-01 1.973490374363058297e-01 4.905335031092188380e-01 9.322927853181162128e-01
7.850836342404081495e-06 -4.092763240467749029e+02 4.119739163404333437e-01 5.257973957712529511e-01 6.354368468873385911e-01 7.677334888470801477e-01
7.920943040621431761e-06 -4.092649338438043287e+02 5.435465066508978760e-01 3.168743498120636382e-01 3.503371237809977390e-01 5.804439129892415838e-01
8.002668182640176108e-06 -4.092521691044243539e+02 5.520822141830953322e-01 3.944603234390844371e-01 7.993920359812735077e-01 7.897501585985323702e-01
8.064254273681026832e-06 -4.092420028705414552e+02 4.628931369467751411e-01 5.034487424000756439e-01 1.975893062776685749e-01 6.680126664874351805e-01
8.060295349626326339e-06 -4.092399939136064404e+02 3.855318624438882624e-01 4.635680492643944328e-01 8.325588635893241829e-01 9.990131465334742833e-01
8.216600149752142216e-06 -4.092182875969048723e+02 3.743050350681907945e-01 2.404789941773421980e-01 6.437870020731167875e-01 3.747992972356534169e-01
8.216821199619529396e-06 -4.092157606944281838e+02 5.147885383690565808e-01 4.499415943564071263e-01 3.578779987367678994e-01 4.078172108828719833e-01
8.223350065122538911e-06 -4.092124664367843820e+02 4.452369421628600832e-01 2.913475797303999859e-01 8.374138653263873966e-02 4.775017390971566522e-01
8.306254859890419072e-06 -4.091999352847602154e+02 3.704204785281492995e-01 3.506081927183209990e-01 2.133686006780839417e-01 8.617375115546040965e-01
8.401467386155563540e-06 -4.091860377339068577e+02 3.590306717956006644e-01 3.505559780673421777e-01 3.519824720536287588e-01 6.329228532925609274e-01
8.414386805810096970e-06 -4.091820011575249509e+02 4.506575727710576684e-01 5.315149581099753995e-01 3.362049583095692018e-01 8.726602509941543406e-01
8.446010722641690815e-06 -4.091757498872642032e+02 4.261631559672238723e-01 5.140499575514936303e-01 4.445777377540408581e-01 5.345074750060314628e-01
8.436885230603608020e-06 -4.091743309213417774e+02 4.444423094503864302e-01 5.143080821355897614e-01 7.665181111248003942e-01 9.924793081610961965e-01
8.416145111860943385e-06 -4.091742922151021844e+02 5.366663832583814520e-01 4.706786199068146992e-01 8.202275070160466308e-01 5.378692794768750174e-01
8.592036192802002199e-06 -4.091511083631863244e+02 4.452697834156814638e-01 1.415362570698305289e-01 4.759331010163725395e-01 6.395370620687291785e-01
