weight logl H0 sigma epsilon tau
1.642284600758329880e-08 -4.166685259776298267e+02 7.898947915693642585e+01 9.612588797497475070e+02 1.960482061870564563e-01 3.899400069495327159e+01
1.639493364261381158e-08 -4.166677270294375717e+02 6.441595395982359662e+01 6.354375523922905131e+02 1.124554505775730712e-01 4.381545668237384916e+01
1.707469074916138334e-08 -4.166246020983400058e+02 7.531948761235643985e+01 8.631531728977510056e+02 2.011341995672074473e-02 1.622386017287341664e+00
1.731453582606016386e-08 -4.166081530224348626e+02 7.674046324965921428e+01 1.117076858572476112e+03 8.642694751221965954e-02 1.502319968516979687e+00
1.766234581243166167e-08 -4.165857643739944933e+02 7.690246067353037063e+01 3.665005995549615818e+02 7.289318765178796899e-02 4.551311581431713904e+01
1.789815554568701905e-08 -4.165700017269128352e+02 7.357135416494001845e+01 1.124674345797232945e+03 4.865458192722886543e-02 7.275962810242864620e+00
1.806077096656818051e-08 -4.165584571560535210e+02 7.137804922013761200e+01 4.528895718362464891e+02 3.488664121479879698e-01 9.463233086408568084e+00
1.826303762928575873e-08 -4.165448201766911893e+02 7.199250993942814603e+01 1.071793180670815900e+03 4.357767628616505962e-02 8.943302279788884590e+00
1.914072332884470972e-08 -4.164953812155235369e+02 7.461038891792938443e+01 2.809757820946332458e+02 1.050968961675134150e-01 4.928741036393012109e+01
1.938292910433066885e-08 -4.164803066566935854e+02 7.706080153744048289e+01 1.140250680923735217e+03 4.429654883309924046e-02 4.352110381029590513e+01
1.945105639052872711e-08 -4.164742980105826859e+02 7.156410857805525438e+01 9.274675941139742008e+02 1.838795705585649920e-01 6.235834292117131916e+00
1.943631849880459837e-08 -4.164725559888453859e+02 7.907311788057099022e+01 7.495668221468333741e+02 5.694259018752201307e-03 2.806130066674966272e+01
1.939589918033652526e-08 -4.164721377310419825e+02 6.647781869240898800e+01 8.888507016216490229e+02 3.046776756332817901e-02 2.937506657430628110e+01
1.978344642389340901e-08 -4.164498538434824582e+02 7.424087696209409160e+01 8.759396864223397188e+02 6.966707508925018381e-03 2.228327736540824944e+00
1.973658846255681212e-08 -4.164497251968189744e+02 7.280854544794483729e+01 1.121612067324427699e+03 1.823362220075404605e-01 2.709539104565462608e+01
2.013137534580004316e-08 -4.164274198318028652e+02 7.180217505640776210e+01 7.975801661237653661e+02 5.204973345400602108e-02 9.177437564459012265e+00
2.016264820826839184e-08 -4.164233675981965348e+02 6.843331264339687436e+01 1.043081144178028808e+03 1.698743315192873249e-01 2.365029756274010708e+01
2.056016654592215786e-08 -4.164013438512731682e+02 7.641360505598727570e+01 7.931334750766507113e+02 7.100203019556599639e-03 1.198695597794010581e+01
2.088416207876222776e-08 -4.163832083158856676e+02 7.654238023774661315e+01 1.085628312271155892e+03 2.713968942964313236e-01 7.461764421023852734e+00
2.162328024345592797e-08 -4.163459288689685422e+02 6.708238490635773132e+01 5.204629822474410048e+02 1.216002307235404881e-02 4.830625670306149289e+01
2.169347861713741357e-08 -4.163401877014859451e+02 6.966408671605913128e+01 8.388246328012753565e+02 6.738318439667724535e-02 1.159819681640194489e+01
2.191501954519278707e-08 -4.163275271665758623e+02 7.900421856611565374e+01 7.604095845602254258e+02 6.173378949495236107e-03 2.530517425849557611e+01
2.241081068023035905e-08 -4.163026559302192027e+02 7.427564888726895731e+01 1.112166925908294843e+03 3.130708113323721342e-03 1.379139589183239778e+01
2.244029082629638053e-08 -4.162988413515657840e+02 7.376569133355975794e+01 1.103474418604735547e+03 1.056767726564155352e-01 8.165846510608965048e+00
2.248633246448889023e-08 -4.162942917136923597e+02 8.049527420271633105e+01 9.196683500715259925e+02 6.644715226749398074e-02 4.255773822226090175e+01
2.279136224297886373e-08 -4.162783177771231067e+02 6.699367443581293458e+01 7.622563151825768273e+02 1.112083056502622125e-01 1.587725378389764863e+01
2.287388108461035139e-08 -4.162722036966786732e+02 6.625108082760128525e+01 6.673438928835770412e+02 9.114798213866968923e-02 1.843009107983370498e+01
2.302778096300521314e-08 -4.162629980373096714e+02 7.243635592510541699e+01 1.027604706839281789e+03 6.090912965459533042e-03 1.199597606349633860e-01
2.298199834460958379e-08 -4.162624881635043721e+02 7.231121154640264592e+01 1.007397013516908942e+03 1.802482401980769200e-02 5.753649364750801354e+00
2.391061692371706163e-08 -4.162203768092605287e+02 8.009756232267018561e+01 7.925661607992651625e+02 1.150645652826642606e-01 1.324041891769157075e+01
2.433900877039537785e-08 -4.162001190298856841e+02 8.084118588111803660e+01 8.618276464701715440e+02 9.776828923360063317e-02 3.119193032075288485e+01
2.431050728296575240e-08 -4.161987907369447726e+02 7.600011002646166958e+01 1.089282908349762465e+03 1.401683860826049843e-01 4.030521193839373240e+01
2.440455548841130028e-08 -4.161924295770924118e+02 7.837495269151966681e+01 1.008112607776343452e+03 1.219700001739353057e-01 9.944779812699987787e+00
2.436904813382322183e-08 -4.161913855843678220e+02 6.820626347974662451e+01 9.919730414266606431e+02 9.176403602204932786e-02 1.939744143270692334e+01
2.501006528941437077e-08 -4.161629210368914755e+02 7.130099875406402532e+01 9.887890089912007170e+02 1.503934298946785764e-01 8.716935147473424905e+00
2.513720769885084469e-08 -4.161553502653702594e+02 7.161725365776764818e+01 1.094189446224300582e+03 1.484773691249959560e-01 1.538626534239717714e+01
2.507948623985418585e-08 -4.161551491616093585e+02 6.485996017289244264e+01 6.619112266540596465e+02 6.793706000977796367e-02 4.625710572764342743e+01
2.571086970645847822e-08 -4.161277855440485496e+02 7.324659788296305862e+01 1.128529860829434028e+03 1.486061836938512570e-01 2.112314405532922379e+01
2.572972699059246342e-08 -4.161245523766208976e+02 7.524007942222746692e+01 8.824025659661456302e+02 1.175405641384596328e-01 4.180646342012489747e+00
2.605681036149607799e-08 -4.161094202240560662e+02 7.051161491332197784e+01 1.043636017974577499e+03 6.263183167141112007e-02 1.534155724691365030e+01
2.607317455530034158e-08 -4.161062924013406246e+02 8.082339158550304603e+01 6.789432245806864330e+02 1.531967007014877480e-01 2.094887088150431254e+01
2.650765913943065794e-08 -4.160872656769477089e+02 7.165911622789599278e+01 9.717375454082439319e+02 4.316318501502894311e-02 9.825859304902273550e+00
2.649831371994191755e-08 -4.160851182945521600e+02 6.628183463088315364e+01 4.499822980497500566e+02 5.901967956727995068e-02 4.658883652073236448e+01
2.690010749196549762e-08 -4.160675691097262643e+02 7.443100606036108502e+01 1.095674057173212532e+03 1.240379748264373444e-01 9.520228804253360266e+00
2.734215840054908096e-08 -4.160487696175117662e+02 8.058687688794394433e+01 7.713868425843985506e+02 1.372931816813405814e-01 1.576022157278616476e+01
2.744521606703261377e-08 -4.160425075176106020e+02 7.467047786354910954e+01 3.017180122664998407e+02 5.303285208633487513e-02 2.201180649934063638e+01
2.851539415447756172e-08 -4.160017553050903985e+02 7.736559695939330084e+01 1.015310931837342537e+03 1.392006379680512385e-01 7.506007848392870940e+00
2.877822017856613441e-08 -4.159900805350644077e+02 7.357893629605331398e+01 1.056492169179528446e+03 1.907923781683775952e-02 7.166967222613407351e+00
2.879386887957541102e-08 -4.159870369139573540e+02 7.386760846455646856e+01 1.146134389613564053e+03 1.996567038496570995e-02 4.555236065606884921e+01
2.894804463231739053e-08 -4.159791967334971901e+02 7.916871143554590162e+01 9.449329277389496156e+02 1.398691433115727412e-01 4.654908889291532148e+01
2.934779509962611934e-08 -4.159629819732317060e+02 7.622168937617695406e+01 1.111601650260528004e+03 1.078147706411988344e-01 1.693852622279796094e+01
2.940858908928218296e-08 -4.159584126147376537e+02 7.544949763012087374e+01 1.068929195971477839e+03 1.534191937399356498e-01 6.646802222626869039e+00
2.939307239291206186e-08 -4.159564403786252456e+02 6.722622215159037751e+01 1.001768621035544584e+03 6.373659378388611685e-02 4.020203777034642911e+01
2.936537216063936636e-08 -4.159548832298029879e+02 7.441493752775144799e+01 1.084808313032739534e+03 1.544319747609127491e-01 9.422879438344599734e+00
2.933949398838853571e-08 -4.159532648662200245e+02 7.094891069282375895e+01 4.184398463822038821e+02 1.339433974948003314e-01 1.103235729222258321e+01
2.938973673768869218e-08 -4.159490538694664110e+02 7.823867455130560700e+01 1.014277352271752534e+03 2.498040139567352450e-02 1.554500341904258498e+01
2.934738256197494817e-08 -4.159479960301838446e+02 6.766940002719907454e+01 9.447453737680987160e+02 3.053110928105638722e-02 2.639894738775065264e+01
2.955354558498280916e-08 -4.159384956697001599e+02 7.691080065448554137e+01 9.716687230523579046e+02 2.857772955754028787e-01 3.012021735168220005e+01
3.010554671913176557e-08 -4.159174899611488172e+02 7.419905531227473716e+01 1.057929494792243077e+03 3.306792807047408828e-02 3.658436830495559455e+00
3.009293396864519843e-08 -4.159154089999859139e+02 7.210858499101648533e+01 9.871455127286709512e+02 2.226890124892603323e-02 1.112509958058360837e+01
3.056420070216248607e-08 -4.158973699799265660e+02 7.390507070075094020e+01 1.096143174854836161e+03 2.483084112831289870e-03 4.073134307244436769e+01
3.097647222264573079e-08 -4.158814714365410055e+02 7.976564649308174637e+01 7.379545972481313356e+02 1.482190501453021780e-01 1.239395778114512048e+01
3.097758293856540569e-08 -4.158789355804241836e+02 7.600368340292592961e+01 9.403289916687654113e+02 3.667113194392277592e-02 1.214113991100385093e-01
3.100460045880297640e-08 -4.158755637969384225e+02 7.612197986515522530e+01 1.048827615066040153e+03 6.283193266940866051e-02 7.354242459794768649e+00
3.140977705774938921e-08 -4.158600801765958295e+02 7.752824624274884968e+01 1.063825225310712995e+03 1.738850926096563998e-01 2.051303433831154166e+01
3.179659305421800595e-08 -4.158453402449231362e+02 7.925653992201665687e+01 9.423471500656396529e+02 8.738147229949680753e-03 4.048101089921355111e+01
3.236708959382805806e-08 -4.158250572390155071e+02 7.822445498290647947e+01 7.553060871063889863e+02 5.456664310941036766e-02 1.139430787437561499e+01
3.230358295157904926e-08 -4.158245212409398164e+02 6.900433635609012128e+01 8.962538648495035432e+02 7.551699574871519050e-02 1.424776200608843801e+01
3.426383529892646224e-08 -4.157631089588340387e+02 8.009672100284004159e+01 8.585811032141134547e+02 2.280252587762454305e-02 3.664633799210920984e+01
3.428700696109491000e-08 -4.157599329157020520e+02 7.072957024119904190e+01 1.107551843305618604e+03 6.443099190725452841e-02 4.501723811312003676e+01
3.436732984194032870e-08 -4.157550929930916368e+02 7.672953027903730572e+01 1.060072140982646943e+03 2.212209348902078876e-01 1.930656019375857113e+01
3.445088061917271011e-08 -4.157501648329368322e+02 6.488841880886411673e+01 7.120022936862384313e+02 8.917147771314549998e-02 3.487542293301045504e+01
3.504612148011644317e-08 -4.157305344417249557e+02 7.971406635306126987e+01 7.305599009948620051e+02 2.584450836509677996e-01 3.800841747889221267e+01
3.510237139830604150e-08 -4.157264307029149677e+02 7.339171835278308720e+01 9.883564466669517969e+02 2.055618949815767385e-02 8.247098502129478703e+00
3.515405768070650044e-08 -4.157224593417199117e+02 7.525492799869437022e+01 1.101385068159352613e+03 1.364573204220813352e-01 3.088311301071465209e+01
3.584396034705480985e-08 -4.157005243095530886e+02 7.430658321681811174e+01 9.501224411229478619e+02 1.330982380920595620e-01 3.425325928541206544e+00
3.605599995859713747e-08 -4.156921261080698855e+02 7.162325711338786505e+01 9.593952704847426958e+02 2.484529497661634723e-02 1.264382506036269049e+01
3.680842831036174444e-08 -4.156689725431855891e+02 7.428919090731938013e+01 9.862140442836322336e+02 8.072564595439585267e-02 2.646209801260784644e+00
3.880009704426440443e-08 -4.156137766445430088e+02 7.421804906992340989e+01 7.895372539456919867e+02 7.079232843054718283e-02 8.354837280756854057e+00
3.870832975135479279e-08 -4.156136445763817164e+02 7.661402409506722222e+01 1.027858367608188246e+03 1.076896344857814457e-02 1.518842230708603047e+01
3.952487268698331615e-08 -4.155902692302952914e+02 7.185215688001046885e+01 1.074015638427395061e+03 8.753365993465807293e-02 1.628507675006866151e+01
3.981245165069014851e-08 -4.155805196734036713e+02 7.893362278260786979e+01 9.749380579927169492e+02 8.513680986652315263e-02 1.488587313235711385e+01
4.062665084644584559e-08 -4.155577751162654749e+02 7.407126342346019499e+01 9.457408085075253439e+02 4.310478345820677182e-03 1.193986855552448567e+01
4.059391374607484026e-08 -4.155560812446717023e+02 6.736331359461355817e+01 9.296405211390350587e+02 6.194142829834269753e-02 2.416286013043681891e+01
4.059566091787997989e-08 -4.155535382053575404e+02 7.673527192020110022e+01 7.802496764919656016e+02 2.476535438058065711e-02 1.125265814216981397e+01
4.070484568497489778e-08 -4.155483522483494312e+02 8.009332742325420895e+01 5.784198069406984359e+02 1.346399805278314654e-01 2.348626291474903027e+01
4.120023465426458046e-08 -4.155337554404788420e+02 6.649456373336187198e+01 9.258569244193682835e+02 1.357430867198643754e-01 4.283162725681604144e+01
4.143319372204079822e-08 -4.155256170520075329e+02 7.466775277566055991e+01 6.640214586953422895e+02 4.779184450955820552e-04 4.175132002523647401e+01
4.186222425630449345e-08 -4.155128155411016451e+02 7.502583653462269808e+01 2.928436757324516861e+02 9.073665661861088361e-02 3.795363381339489450e+01
4.200293628869071406e-08 -4.155069598648348119e+02 7.838369742272459462e+01 1.034291881359750278e+03 8.196084935930145199e-02 3.837069795530143068e+01
4.217421779422428509e-08 -4.155003903107191832e+02 7.687850439055449669e+01 1.006009515704480918e+03 2.959208073254870341e-01 9.629303250884635901e+00
4.297711971505070517e-08 -4.154790315178815945e+02 7.034700520076866326e+01 7.327144696551321204e+02 5.889946430610960154e-02 1.165099434659356348e+01
4.318824757287902628e-08 -4.154716309809954282e+02 7.318942634653083701e+01 9.974568116002710667e+02 7.729947565280183806e-03 1.467859468314065019e+01
4.366540128291907582e-08 -4.154581433364505187e+02 7.531965914568723974e+01 2.982853526064619700e+02 8.537534606432338469e-02 3.014072381005907175e+01
4.453060733720488897e-08 -4.154360226342369629e+02 6.609601124567200259e+01 8.955042435421121354e+02 8.074723218332040264e-02 3.609909131471214749e+01
4.445113722473831474e-08 -4.154353088463187191e+02 7.447017723346154128e+01 1.029726605280757894e+03 2.875699780289553073e-02 1.110578085513930269e+01
4.571232085479005057e-08 -4.154048315277966594e+02 7.901038475529233551e+01 7.068877229435374829e+02 3.427534376467675781e-01 3.450940029862352532e+01
4.627631809146478722e-08 -4.153900690503778037e+02 7.836383222290379535e+01 8.926291613363599708e+02 2.037275936313923119e-01 4.504897919905312165e+01
4.690129272253606916e-08 -4.153741541538572619e+02 6.993490878563709146e+01 9.857340351678158186e+02 1.113228302934115288e-01 1.521998498907333719e+01
4.738592172103418534e-08 -4.153613742178299049e+02 7.511053840462514586e+01 1.070575318065931242e+03 1.953899868422318831e-01 1.535925897778106552e+01
4.845364071632523120e-08 -4.153365919130125121e+02 7.671734398425545010e+01 1.041392274851527191e+03 9.142422760595819708e-02 1.302025652863878591e+01
4.961122280102555000e-08 -4.153104823180236735e+02 6.788372648689303901e+01 8.255130253650767145e+02 5.709581772891451218e-02 1.781905506992571731e+01
5.029243747117019151e-08 -4.152943446749933969e+02 6.786573898040047936e+01 9.119984899159762790e+02 2.931158354319569059e-01 2.896045857652996958e+01
5.072531964091028372e-08 -4.152832742051706987e+02 8.038460568108858695e+01 7.420655433737102840e+02 1.166755509918733502e-01 3.672176162942749045e+01
5.064431311949889592e-08 -4.152823724459149730e+02 7.671952575151829024e+01 5.581756143401798909e+02 8.547365358926155635e-03 1.961901992523593563e+01
5.093261009875327999e-08 -4.152741960039782612e+02 8.006669044352294407e+01 9.050587628677454859e+02 9.856692759570578888e-02 2.950777767776934368e+01
5.506648414592698867e-08 -4.151936581344379533e+02 7.274684195479223092e+01 9.802122872806422720e+02 3.430373795007888860e-01 2.483682720351193041e+01
5.554817473609254697e-08 -4.151824487348002890e+02 7.997052672665938644e+01 8.751834099915488423e+02 6.988933216018358707e-02 4.418993826115628565e+01
5.582947285769770889e-08 -4.151748974749506260e+02 7.715381137998306826e+01 7.060276270911930396e+02 4.444502809912498527e-03 2.089797302916560540e+01
5.750865348212416644e-08 -4.151427639604886508e+02 6.801277276249398085e+01 8.778322697503150494e+02 3.573612527928816118e-01 1.871642553026164180e+01
5.742412411152328776e-08 -4.151417348965890710e+02 6.920431300998276924e+01 9.224655333104046804e+02 3.222480842512202570e-01 3.030432080136121087e+01
5.776221070291615313e-08 -4.151333646245153659e+02 8.004170396845287883e+01 8.967300073914532277e+02 9.651394896379913990e-02 2.350429012083518643e+01
5.860820785009650090e-08 -4.151163246398339766e+02 6.888761675452211364e+01 7.636771518824322129e+02 1.573704815708020302e-02 1.911365505122913788e+01
5.870277159480286353e-08 -4.151122124503247619e+02 7.954752149341643985e+01 6.716688022707531900e+02 3.139792712099864075e-02 3.300327324919687300e+01
5.945812028658659047e-08 -4.150969271883142824e+02 8.001994156600218844e+01 6.918931272461120443e+02 2.943885421183499163e-01 2.707329923098659208e+01
5.931513669701157610e-08 -4.150968348626052489e+02 7.047642624542712042e+01 3.853164848305036685e+02 9.488965423670496502e-03 2.279145937169795744e+01
5.958583415676808531e-08 -4.150897815284228614e+02 7.332272831088890541e+01 1.092809374771427883e+03 1.220540909051969075e-01 2.777554768826803056e+01
6.049251204652167102e-08 -4.150721798027590808e+02 7.926230143113561155e+01 9.240231857720024209e+02 1.003709850139150178e-01 4.583712847800276080e+01
6.044234207524826564e-08 -4.150705095052384195e+02 6.481371239600460399e+01 6.141915708701906169e+02 2.315433067225930730e-01 3.035345691054838113e+01
6.155073826371255997e-08 -4.150498375452150412e+02 7.083999025695516139e+01 2.538018822276461606e+02 8.255928098757304989e-02 3.722573728857888398e+01
6.348928791019965086e-08 -4.150163281949693328e+02 7.696771446155719332e+01 9.810811946189701303e+02 3.296487769589918557e-03 4.288195681987738084e+01
6.333910329553465118e-08 -4.150161965083009932e+02 7.846679044987068607e+01 9.721512586837799290e+02 2.579596012354796672e-02 2.230307421033985094e+01
6.331990259951419941e-08 -4.150139996955245465e+02 7.946143550426522495e+01 9.201579048864713286e+02 1.630695292908546368e-01 2.613028091283477039e+01
6.472609830560560111e-08 -4.149895348980159042e+02 7.443423482604779906e+01 1.092791001185929872e+03 9.343538357839376030e-02 2.292698427661927241e+01
6.486697301275091877e-08 -4.149848607885330125e+02 7.692440033464266946e+01 8.531258178404851833e+02 2.615579750151960092e-01 4.974543658692481785e+01
6.777706198017306166e-08 -4.149384755734828332e+02 7.576014630094599056e+01 1.031878914897963341e+03 6.593593611406885213e-02 1.366533113047172421e+01
6.789214926885692093e-08 -4.149342789863908934e+02 6.905656971257278087e+01 9.561447521441060644e+02 2.755329584109389440e-01 2.488634898982004984e+01
6.917161273905222199e-08 -4.149131088343837064e+02 7.056255192649953756e+01 1.026488740440317542e+03 1.980146163130239445e-01 2.761478024765211003e+01
6.954255276607478774e-08 -4.149052605570845458e+02 7.583309355092383441e+01 3.383918228962589865e+02 5.985826735670755211e-02 3.935180525740186397e+01
6.952779638334036432e-08 -4.149029727717353353e+02 8.010017996205695567e+01 7.019342881045142803e+02 6.567250946737968054e-02 2.928640665822348055e+01
7.062179296711831222e-08 -4.148848606131895167e+02 6.739048245004403270e+01 8.275635553579213592e+02 1.260308476608767297e-02 4.925458820734217369e+01
7.332263269001649371e-08 -4.148448300631361576e+02 6.681845344937630671e+01 8.216224690545135445e+02 2.623215563810813583e-02 3.500352271440419827e+01
7.472682212683613715e-08 -4.148233603000031735e+02 7.544467677760694357e+01 9.754711294050367769e+02 4.020011970475966256e-01 1.354151209821731250e+01
7.517926524107601531e-08 -4.148148239275513447e+02 7.943359835248645595e+01 9.309730034557081808e+02 1.244464947451387610e-01 2.448454872491861067e+01
7.513871193389505688e-08 -4.148128634945269937e+02 7.215789820206518357e+01 1.070293574848635217e+03 1.012613125707607642e-01 2.194439348701326509e+01
7.641729417950901547e-08 -4.147934903581477215e+02 7.163816201078144275e+01 1.069889687312429260e+03 3.256644685295240205e-02 3.159716279279785667e+01
7.645917149161650135e-08 -4.147904424999411503e+02 7.415044215755018797e+01 1.046550279975275316e+03 1.707936773143404682e-02 2.158320099918056911e+01
7.668360409341256008e-08 -4.147850114734972067e+02 7.935452342672935799e+01 7.878289150569113417e+02 1.641067405937457202e-01 4.940260321360737095e+01
7.678449099616122242e-08 -4.147811967127031494e+02 6.537019135442412221e+01 5.622168249523317627e+02 2.395025307213685672e-01 4.995417358258237783e+01
7.896835083792455896e-08 -4.147506522424182549e+02 7.920587973218020750e+01 5.695796373896826026e+02 5.372104906616184672e-02 3.267417651919402033e+01
7.883183304239727179e-08 -4.147498825044018531e+02 6.678046322709973026e+01 8.856471966147370267e+02 5.124243583163983623e-02 3.469968161184706190e+01
7.964281749754001144e-08 -4.147371475358198722e+02 6.653918880944679870e+01 5.754344616821277896e+02 8.495978100334926342e-02 1.996560225297352886e+01
8.311789071429448181e-08 -4.146919394222329629e+02 6.721226921227757600e+01 7.870198283893012103e+02 1.354204806116886609e-02 4.695466113933672858e+01
8.310337564862533622e-08 -4.146896140697497799e+02 6.885252088466585008e+01 9.934122676252898145e+02 1.535462255210322813e-01 3.273958944026504980e+01
8.402092548128802592e-08 -4.146761335116175928e+02 6.727745956544777073e+01 4.867482514095503348e+02 2.036433413189211311e-02 4.358362715458072500e+01
8.470562791442844834e-08 -4.146655173475886045e+02 7.494150706485146429e+01 1.066647953098377684e+03 1.489811334708112875e-02 4.129271074644455553e+01
8.578766275244761535e-08 -4.146503241869189083e+02 7.983380711578382716e+01 8.167589824209843528e+02 1.195728359464251767e-01 4.019552260980801606e+01
8.574249563748024863e-08 -4.146483508245252096e+02 7.183779435352863629e+01 9.449599248083429757e+02 1.553397657000980640e-02 1.748010381049543938e+01
8.699856785071852125e-08 -4.146313077352768346e+02 6.904579489000809644e+01 7.012292962965393599e+02 8.091160785612902875e-03 2.288740624089646758e+01
8.749403294158139801e-08 -4.146231287962251031e+02 7.055462666944890771e+01 9.497701570275473841e+02 4.943555937582445360e-03 4.293655211416174211e+01
9.015003973856335636e-08 -4.145907240018557900e+02 7.452147627837315724e+01 1.077649398563985869e+03 7.504898229725966152e-02 2.412033472253246202e+01
9.931597881530007583e-08 -4.144913929196492859e+02 7.827238004604025434e+01 9.052461101354240327e+02 2.785915666848410299e-01 1.305979338748732843e+01
9.912262680108725984e-08 -4.144908416541185829e+02 6.701828950701484189e+01 8.282652085379445452e+02 6.302777992581568012e-02 2.412691089335061179e+01
1.026396242813403495e-07 -4.144534753325573888e+02 7.067479092122293594e+01 1.045379510355497587e+03 8.243151038748833259e-02 4.543079570184688976e+01
1.079409018877665351e-07 -4.144006155196997838e+02 7.731101816858399900e+01 1.015209895175387373e+03 1.127720006013307324e-01 2.177388966698807238e+01
1.083293773465652852e-07 -4.143945230161160111e+02 7.485158765366723799e+01 9.918959863660539895e+02 1.292005135535384264e-01 1.191569779286604280e+01
1.098683757508760187e-07 -4.143779163270788217e+02 7.135403914607263687e+01 9.509075001879440379e+02 2.157709894843275189e-01 4.943927937428316000e+01
1.104363992509714569e-07 -4.143702596094469186e+02 7.108695753539804230e+01 1.038601942811689696e+03 2.382180092227961440e-02 4.712244206540360381e+01
1.118600264569416101e-07 -4.143549510663982005e+02 6.835800292544014667e+01 8.864279384900369223e+02 2.453537865114667135e-02 2.754046681755074744e+01
1.120042287823455389e-07 -4.143511627647424120e+02 6.797248716696805104e+01 3.022240884828109984e+02 1.443888707031774632e-01 3.451821260670121205e+01
1.125371842651746520e-07 -4.143439156984758824e+02 7.898858801025208720e+01 8.221687094635515223e+02 4.020700960281897024e-02 1.872165102005020643e+01
1.129752763952449485e-07 -4.143375303904987277e+02 7.690306317594145469e+01 1.033396040821598490e+03 7.675563015846000037e-02 3.424683973448517094e+01
1.133512247240081604e-07 -4.143317082106154317e+02 7.558887817236634987e+01 1.040108297584264619e+03 7.415415702048853974e-02 1.897929792149154338e+01
1.142584140345206783e-07 -4.143212367194309991e+02 6.626043821436735470e+01 4.574901929781293006e+02 8.623139626947776137e-02 3.242730070792605090e+01
1.147833328006826719e-07 -4.143141531036278593e+02 7.114281288518283475e+01 1.047621310836269686e+03 3.512577880695474247e-02 4.127622133265004578e+01
1.146377709279331269e-07 -4.143129220530829571e+02 6.676491124437164615e+01 4.214173229090495170e+02 1.519281531589196377e-01 2.025078796961829042e+01
1.161791621933757454e-07 -4.142970658910525685e+02 7.630640939411691193e+01 1.043367664779078723e+03 6.693997365553315537e-02 2.421436334891512843e+01
1.186729326568953569e-07 -4.142733281482316556e+02 6.693619415470359968e+01 7.957768644780604745e+02 2.544541733706924547e-02 3.761045124035747023e+01
1.236157942365018762e-07 -4.142300210703651828e+02 7.054585361917183661e+01 1.031875773760845505e+03 1.052634594025613768e-01 3.751112586772115520e+01
1.270597058106465984e-07 -4.142000422918319487e+02 7.021307606641568100e+01 9.234457165195667585e+02 2.565339834421525023e-01 3.981113772166488474e+01
1.293494305392827434e-07 -4.141796818861670317e+02 6.669782569964758068e+01 6.036170815181430953e+02 2.258843518391193128e-02 4.351815524466355356e+01
1.348336650926342799e-07 -4.141356574839685436e+02 7.410213277337913951e+01 5.430913516339599028e+02 1.728986121559205258e-03 4.280001192141243394e+01
1.346950676522214121e-07 -4.141341859268452481e+02 7.294409157314110814e+01 1.030932194332835707e+03 1.395508606019462972e-01 3.963469448978501930e+01
1.366326447692876136e-07 -4.141174034929831009e+02 7.887335790528973689e+01 8.634791020838043778e+02 1.541096243107726582e-01 3.962452695981413342e+01
1.367895324827925993e-07 -4.141137559069877057e+02 7.886760451797248095e+01 8.756293108457009566e+02 2.354895096713387204e-02 4.728629139695787131e+01
1.381677075614675609e-07 -4.141012311728136979e+02 6.740334308585161693e+01 9.082313632235359364e+02 5.549277028441939458e-02 3.738595527311463940e+01
1.388771459715070362e-07 -4.140936096919294300e+02 6.762097849638163893e+01 8.405810657207825898e+02 4.244761093127352031e-02 2.544611656935516564e+01
1.427694056911551543e-07 -4.140634686112186387e+02 7.127238756239630391e+01 1.015447899698687479e+03 1.311018699487979389e-01 4.432657667415988101e+01
1.440397873888858820e-07 -4.140521098295864135e+02 7.460912648750459653e+01 9.699046760015364725e+02 3.255199931877815200e-01 1.570975381423950168e+01
1.449045932628504888e-07 -4.140436238439491490e+02 6.881566523061987084e+01 8.566015125739337464e+02 2.574619042288055493e-01 1.562694123048688510e+01
1.467467697662453729e-07 -4.140284909456583478e+02 6.646196284261125697e+01 4.907912785222400771e+02 5.207468684579052293e-02 4.062358219575120444e+01
1.521443863302225042e-07 -4.139898694122754819e+02 7.479653173976961966e+01 2.821535014565997699e+02 1.708941702430226695e-01 4.524482618914223053e+01
1.636994166081329054e-07 -4.139141674717258184e+02 6.806459593344524706e+01 7.229864875574576217e+02 2.124159810251695715e-02 2.357120111699843434e+01
1.635340302321321222e-07 -4.139126782876535913e+02 7.817983785915669159e+01 9.566395360035777458e+02 3.849570225913227089e-02 3.637958433374522116e+01
1.741782879640345564e-07 -4.138471199742127737e+02 7.498023188557627350e+01 1.037998250147225463e+03 6.367376099339192019e-02 2.377644955830325912e+01
1.751893872393051203e-07 -4.138388317907605369e+02 7.304594104338370641e+01 2.337010435014872485e+02 1.448736168842207905e-01 3.231089920335764276e+01
1.760957197118967852e-07 -4.138311716831117337e+02 7.444537462882993850e+01 9.847601636962040175e+02 1.659831860990650110e-01 4.383354291645393630e+01
1.827016512922842777e-07 -4.137918448906949038e+02 7.839225462609050510e+01 5.236293440507895411e+02 4.306862313382943397e-02 3.250987104481735201e+01
1.842454396220353711e-07 -4.137809306125805620e+02 7.440200133935979920e+01 9.502224106512023809e+02 1.158771244456052590e-01 1.223050612347460486e+01
1.866576683853020955e-07 -4.137654231034895247e+02 6.638789020039685340e+01 6.928378966780130668e+02 7.145712570617403225e-02 2.497450257190351763e+01
1.865904471063105084e-07 -4.137632832997071546e+02 7.101324142313625032e+01 9.499542570226225280e+02 7.993860534658959668e-03 4.929421357544772775e+01
