m0 c1 c2 c3 m_100 m_200 m_300 m_400
1.123055937119023717e+01 3.978440740815258891e-02 3.154737133609756938e+00 1.899826656637721101e+00 1.466649814800891249e+01 1.556173008306166139e+01 1.570411236602733496e+01 1.504921505674120930e+01
1.029450659944465052e+01 1.636628614443766949e+00 2.157239105073207597e+00 3.199114835846534888e+00 1.468118363555434236e+01 1.538477236962348016e+01 1.555280787928156094e+01 1.502354668993802100e+01
1.135904356760373091e+01 -2.902774094604723132e-01 3.766516142885471652e+00 1.093462553997227360e+00 1.478180879861505304e+01 1.561271612607646730e+01 1.555372043703009766e+01 1.469772886713704452e+01
1.105894796406724190e+01 8.294698665847448638e-01 2.556497868232781912e+00 2.265883596519987719e+00 1.478267870265211315e+01 1.549287261032072216e+01 1.558397410857906351e+01 1.498768243849088222e+01
1.076998074688888885e+01 1.289537972119445541e+00 2.290032826027957213e+00 2.676112657557123242e+00 1.479774746604106994e+01 1.546530226552439657e+01 1.557124043833806226e+01 1.500958851188148735e+01
1.156655048559231247e+01 6.147708189299212478e-01 2.164286331046437084e+00 2.131863054253297918e+00 1.471117441318546248e+01 1.539675447172963274e+01 1.555747587438555435e+01 1.509431973892772660e+01
1.243523126188472716e+01 -5.377766920455488986e-01 2.596583995441010373e+00 1.148957148136995343e+00 1.462513410318145368e+01 1.540251494256235176e+01 1.556606918963508157e+01 1.508631605283979127e+01
1.119461946871042102e+01 3.443720071558580287e-01 2.946692976536978037e+00 1.929634706386647025e+00 1.472543479155270063e+01 1.552056723740329147e+01 1.560976476669033453e+01 1.495811949325382351e+01
1.667575902765529250e+01 -5.117413875699202919e+00 4.253674134128681672e+00 -3.704380525845840211e+00 1.471087510333001447e+01 1.557874438356564362e+01 1.549912789433481564e+01 1.485879562427836298e+01
1.300549567061919376e+01 -1.452024320107913269e+00 3.328448286383178356e+00 -8.465519249838848737e-03 1.465868565708068694e+01 1.544811209123311713e+01 1.546396690106123550e+01 1.481932596370047328e+01
1.081988258333573150e+01 6.261302758658242595e-01 3.177018186233091512e+00 1.963139204749404954e+00 1.481348730779719602e+01 1.556737209582016490e+01 1.555933029862270445e+01 1.479471824272744662e+01
1.410052534281758341e+01 -2.608671728419722058e+00 3.773399293602190951e+00 -1.287273739271125095e+00 1.471047721582602996e+01 1.551091426169680076e+01 1.544761173079172600e+01 1.474888863921715298e+01
1.053115461085263149e+01 1.272266611842038486e+00 2.247880573492366807e+00 3.068361486882229983e+00 1.463382472601577788e+01 1.541175920863142323e+01 1.563576625719532665e+01 1.513510714719652839e+01
1.103729689655069812e+01 1.330348887580374395e+00 1.838536049605218992e+00 2.916746153626268878e+00 1.478075687369670987e+01 1.545182630336123708e+01 1.566571976061854166e+01 1.524921467675368092e+01
1.081445362948546851e+01 -5.925122487017926431e-01 4.562076981486455907e+00 1.053909623964868203e+00 1.465973657056988699e+01 1.565638226537991429e+01 1.557818385027175623e+01 1.455521500169191640e+01
1.015094816742729478e+01 1.000165313262531441e+00 3.018128067007017634e+00 2.798573988603747509e+00 1.460564357967646032e+01 1.547312808927157590e+01 1.560887585147816203e+01 1.491546701956384346e+01
1.106897543572595843e+01 1.316240041601137278e+00 1.689948071258399409e+00 2.867585787993869317e+00 1.465289593534507695e+01 1.529654214753137254e+01 1.551830552708216970e+01 1.513970026109773848e+01
1.032531620372214931e+01 2.441827303749590783e-01 3.839044754303911233e+00 1.909287293944860409e+00 1.454860664237468626e+01 1.547050655254814089e+01 1.547747595723198266e+01 1.459614838413807014e+01
1.057318888023391068e+01 1.492846794649743458e+00 2.111849761142527981e+00 3.128356462406234328e+00 1.476995106977457262e+01 1.548794010154477085e+01 1.568231103669125659e+01 1.518448181526268215e+01
1.061693574665360096e+01 1.552582150520100512e+00 1.954242239599043529e+00 3.012233824066171906e+00 1.468962655208521895e+01 1.533987883078522430e+01 1.550388511554157134e+01 1.502459655063082167e+01
1.176487428480649733e+01 -1.181746386636673307e+00 4.201727996321773517e+00 5.646888691177487374e-01 1.461332633586491170e+01 1.559233797794687781e+01 1.558756552477044188e+01 1.471810802551701514e+01
1.319049189133723488e+01 -1.937390774603130694e+00 3.682892730462317132e+00 -2.982572172716491110e-01 1.463406201934364326e+01 1.551739557040251682e+01 1.554844355289361069e+01 1.486382470230284092e+01
1.016598872958745226e+01 1.659078505329397046e+00 2.379272964235145338e+00 3.078978456623671534e+00 1.472941934591218782e+01 1.541903850871202764e+01 1.552150263231971650e+01 1.491260104627562910e+01
1.024663309711250392e+01 7.296098472868202123e-01 3.284913206206713454e+00 2.456357049985111729e+00 1.458689963416574287e+01 1.546393290734417292e+01 1.555015595223347091e+01 1.479413267649169939e+01
1.278645217868964323e+01 -1.438703667412093878e+00 3.719173932231974788e+00 -3.845196307347542586e-02 1.478647659914288504e+01 1.560968593186497522e+01 1.556759922032424903e+01 1.480908586599608689e+01
1.122963158950902951e+01 2.498711203050856255e-01 2.708255553904258761e+00 2.158912556906342317e+00 1.454106550536221398e+01 1.539888829625735767e+01 1.560601364738654340e+01 1.506500055303446395e+01
1.014576911660255476e+01 1.211438928057875231e+00 2.824653207392803012e+00 3.007646648026456759e+00 1.468404782990768354e+01 1.552942708184184362e+01 1.568605231100257846e+01 1.503060496842094551e+01
1.063014941862882878e+01 1.029364609623833360e+00 2.555874067807202721e+00 2.529667247546560915e+00 1.461537415999980638e+01 1.534468542670386881e+01 1.545230963772025667e+01 1.484934200166209095e+01
1.292712622700435254e+01 -1.049761933992757079e+00 2.905415095577962958e+00 3.665626858909920571e-01 1.468373987479062315e+01 1.541816003191597773e+01 1.547382868246669929e+01 1.491384241888736639e+01
1.019812348725942108e+01 1.593691833559207183e+00 2.556139534665419433e+00 2.905432390884609362e+00 1.480359261040960561e+01 1.548311980590583836e+01 1.553533978077415512e+01 1.486961561210880234e+01
1.039758344628096864e+01 8.682827691102286138e-01 3.368575908180575951e+00 2.034881773455888165e+00 1.479722749421375738e+01 1.552701765971849746e+01 1.544800825692846402e+01 1.459311908210470854e+01
1.300871943936058805e+01 -2.536570977332814891e-01 2.038896512070680345e+00 9.023993913397596600e-01 1.487715388182640552e+01 1.544109804275589326e+01 1.552205356106299305e+01 1.511344332208565433e+01
1.119211558243119597e+01 8.758755728392291218e-01 2.205552393309709203e+00 2.527609861117669610e+00 1.473206099602633046e+01 1.546198624132112087e+01 1.565347177721484329e+01 1.517599746042400888e+01
1.288403398983887094e+01 -1.826256763738259181e+00 3.872261781748258969e+00 -1.292926345985243586e-01 1.464765190807156259e+01 1.557019510491327807e+01 1.559429390429071560e+01 1.485622987192083855e+01
1.375644248448597118e+01 -1.596117974114735105e+00 2.709112034806281599e+00 -1.279766236188351058e-02 1.473450150297910710e+01 1.548969785687811829e+01 1.561774792807112000e+01 1.517079325372471033e+01
1.269459384584476780e+01 -6.857990835871614621e-01 2.595865394049408081e+00 9.358000276864117950e-01 1.468403123650129238e+01 1.544209247744747415e+01 1.558863127689308037e+01 1.511205301028848424e+01
1.014551216931097422e+01 1.127103684049844290e+00 3.107140428175060975e+00 2.738226579117963411e+00 1.477119149823337452e+01 1.559709391201241324e+01 1.566994743971272186e+01 1.492085157846766741e+01
1.057103671101830855e+01 1.744705932804111015e+00 1.803047402600848059e+00 3.236257500639210249e+00 1.475257702323683873e+01 1.539519115091003698e+01 1.558463076520662938e+01 1.513701801383080436e+01
1.137042587921665771e+01 2.038739227877446325e-01 2.969492923609919899e+00 1.785291281180052536e+00 1.475051151131569682e+01 1.554640848626658034e+01 1.563269638446503507e+01 1.498439699745087061e+01
1.110573322642832395e+01 2.105825707738162578e-01 3.456835695152665977e+00 1.442097154359796463e+00 1.481039888592397524e+01 1.556496984555997365e+01 1.549739244327738241e+01 1.467300646734761571e+01
1.200506228921457819e+01 1.735400115159002610e-01 2.550655147974964621e+00 1.284711516918230600e+00 1.482624084331240510e+01 1.544019169875765130e+01 1.544610168418306628e+01 1.486031044234487908e+01
1.181217751224130375e+01 9.099233107609450144e-02 2.810602725652186606e+00 1.276916259849494750e+00 1.478738017672892013e+01 1.545245873797416714e+01 1.544894124099680788e+01 1.480612497036928765e+01
1.039736419624654751e+01 3.239208451700452684e-01 3.468930876696829202e+00 2.426719148307899587e+00 1.453238445184062755e+01 1.553464256281950817e+01 1.570541878364926980e+01 1.497193419702222883e+01
1.008062807316399301e+01 1.254756587953078650e+00 2.786024636709436564e+00 2.969481563793287648e+00 1.461065450441127211e+01 1.542878266283542743e+01 1.556720429012719187e+01 1.490973183605994024e+01
1.098277989354310513e+01 7.515981693910553929e-01 2.917060497391537055e+00 1.848703877373939264e+00 1.482054607882327169e+01 1.547700330681112568e+01 1.543256039287647496e+01 1.470248814995625430e+01
1.025292524521803372e+01 1.398083416324727324e+00 2.666861633630794870e+00 2.956397262797750614e+00 1.480002832683912750e+01 1.556091291786290043e+01 1.566932503443010916e+01 1.501606586916090080e+01
1.081507627380195835e+01 4.510226776872592325e-01 3.143600086833437501e+00 2.037912367623341936e+00 1.464893300786056329e+01 1.546829177564952751e+01 1.553417059070930861e+01 1.482071775779601808e+01
1.176121878462598147e+01 -3.664287387259523854e-01 3.572509592843122306e+00 8.258417010224796684e-01 1.485868675370452152e+01 1.561237642457135166e+01 1.552378818380293524e+01 1.470430634868380082e+01
1.064515427191807895e+01 1.886981434118123246e+00 1.575831952408915271e+00 3.392152040186509510e+00 1.480234688925787445e+01 1.542294253320802966e+01 1.564199793591923893e+01 1.524847187264402137e+01
1.014576911660255476e+01 1.211438928057875231e+00 2.824653207392803012e+00 3.007646648026456759e+00 1.468404782990768354e+01 1.552942708184184362e+01 1.568605231100257846e+01 1.503060496842094551e+01
1.071219989636908032e+01 4.669128648229765588e-01 3.465287848651019686e+00 1.885205713921198623e+00 1.479439153285339437e+01 1.560411977830814578e+01 1.558557830624401497e+01 1.476239872003439046e+01
1.251006737024777316e+01 -1.833478405961203705e+00 4.451032416802769731e+00 -3.436230243755939995e-01 1.470849261445866496e+01 1.564062102024704615e+01 1.553960014836807169e+01 1.461799765465890744e+01
1.056563565223419232e+01 1.370833789039519246e+00 2.231739971051718285e+00 3.030698776897606805e+00 1.472881967258699021e+01 1.546704007425039507e+01 1.565476611929050321e+01 1.513547532519083383e+01
1.284943587739125270e+01 -6.573059911022198776e-01 2.801827806154275180e+00 4.317450480759958964e-01 1.488213683182740787e+01 1.551445405596642857e+01 1.548965789371033530e+01 1.489161870065625948e+01
1.081532904095484504e+01 2.308115394086112104e-01 3.734956031239352825e+00 1.601756597648291702e+00 1.483512086995614254e+01 1.566179383333167330e+01 1.559989494169606949e+01 1.471368792928856273e+01
1.067298666776894756e+01 5.522549086000783092e-01 3.003346669430751348e+00 2.268351515910627114e+00 1.454721996368249215e+01 1.538711761264787015e+01 1.550453490638132159e+01 1.483769959490934909e+01
1.017597304718327145e+01 1.678621516285454973e+00 2.355621368774944102e+00 3.201086376959743518e+00 1.477542048803019625e+01 1.549128686365317087e+01 1.562471903838484977e+01 1.503299272533282327e+01
1.612371650539819612e+01 -3.478729722392249535e+00 2.284454070081078925e+00 -1.604763741902473839e+00 1.454878143306553540e+01 1.532487593093573608e+01 1.559416292708505125e+01 1.543374932542163158e+01
1.129225480439264295e+01 -2.042240317654044901e-01 3.342760890386946571e+00 1.569903107371004580e+00 1.457167677809527717e+01 1.546334192546239450e+01 1.556136373004638251e+01 1.486200616268893882e+01
1.391866807732214184e+01 -2.139853071415199537e+00 3.258944953687372248e+00 -6.480154568910361235e-01 1.469588338016887619e+01 1.548668529334384480e+01 1.552809669169237772e+01 1.495770503165355336e+01
1.179271046310778814e+01 -1.423565894914581520e+00 4.328913781472252253e+00 6.367826271765686386e-01 1.456340402500943831e+01 1.564441607014804170e+01 1.571275798268460555e+01 1.486245332840558575e+01
1.015094816742729478e+01 1.000165313262531441e+00 3.018128067007017634e+00 2.798573988603747509e+00 1.460564357967646032e+01 1.547312808927157590e+01 1.560887585147816203e+01 1.491546701956384346e+01
1.138386640055020749e+01 4.404019868033017815e-01 2.644874385428202856e+00 1.843897825749532871e+00 1.470523922134822925e+01 1.541423865826752504e+01 1.548817156496757619e+01 1.489156355977254620e+01
1.206093471406735418e+01 3.564699224005671852e-01 2.015940084678604194e+00 1.756023332409778703e+00 1.472467650458108679e+01 1.535816672622456558e+01 1.550540958615664167e+01 1.508793047389180231e+01
1.142245600655259707e+01 4.084504825411769957e-01 2.722803802526318151e+00 1.928441702470637509e+00 1.481185157119323215e+01 1.556265656773142858e+01 1.565977021482363440e+01 1.505763945738043041e+01
1.072967732774398542e+01 1.319547821611674721e+00 2.196518528686963734e+00 2.811968702780569984e+00 1.474550756865662748e+01 1.543208729958422509e+01 1.557804625223214501e+01 1.505248324098215384e+01
1.303995639251054683e+01 -4.767157781312185705e-01 2.055947915250698088e+00 9.532395334206267279e-01 1.474309542848906673e+01 1.538493057542567044e+01 1.554078804166047689e+01 1.517567490644624328e+01
1.151495206346279332e+01 3.281249108964026107e-01 2.719496870457611237e+00 1.670833752921513593e+00 1.474690914618863857e+01 1.544687865102416957e+01 1.549593180184142227e+01 1.487965092506255615e+01
1.070326369065330319e+01 1.208207670927215815e+00 2.190157149962066896e+00 2.823732663874260140e+00 1.461904189542769217e+01 1.533891627180448580e+01 1.552025352271212100e+01 1.501890694292197992e+01
1.123042155248553087e+01 4.350820932141079567e-01 2.836811336356269919e+00 1.797755744191015026e+00 1.470150320772753716e+01 1.542151749539446115e+01 1.546166312095443729e+01 1.480767230631330023e+01
1.009344473870708292e+01 1.320450882024442052e+00 3.159836661148766268e+00 2.504707319097649432e+00 1.486044402940135534e+01 1.557335712708762188e+01 1.552107489270350449e+01 1.469339346659427115e+01
1.032921109129924631e+01 5.232143915764986275e-01 3.295736717595151077e+00 2.473919299939987937e+00 1.450258762103619148e+01 1.544280128405685204e+01 1.559077749893528697e+01 1.487290512467884795e+01
1.059751010520467851e+01 1.232254046950169268e+00 2.403948095872795676e+00 2.828339343814361584e+00 1.472467457991344197e+01 1.546433258920264464e+01 1.561504188091556244e+01 1.505068512398715974e+01
1.396665619997919094e+01 -2.058050937154095372e+00 3.203806837977111854e+00 -6.862281418865379123e-01 1.475499657413932653e+01 1.550597363771020909e+01 1.552026028659584611e+01 1.494510822662763161e+01
1.001350291372528289e+01 1.956268597965181044e+00 2.286836317722800160e+00 3.301905798578960827e+00 1.483000172365489888e+01 1.548958321706808050e+01 1.558065794785071922e+01 1.496719721753997234e+01
1.171637392610655048e+01 -3.953297969995421823e-01 3.552442604573037954e+00 8.911601178597052808e-01 1.479183353097482723e+01 1.556955282229642989e+01 1.550949477095374540e+01 1.470869733046039940e+01
1.016893815323363803e+01 1.759542951835374680e+00 2.358687350916621739e+00 3.089546363519136918e+00 1.480629248947679955e+01 1.546874684559771396e+01 1.554822749151650818e+01 1.492722895551370321e+01
1.165855662657545189e+01 3.340232592774921017e-01 2.511877456979917156e+00 1.874253784553683744e+00 1.477853630934697549e+01 1.550982181577855634e+01 1.563774533683789691e+01 1.510154623463039236e+01
1.119006288168847441e+01 6.507510808838645744e-02 3.521923027766666436e+00 1.333400501088835455e+00 1.478846938881262574e+01 1.556020424328142759e+01 1.549599765135406848e+01 1.466842463845053679e+01
1.007796216246264898e+01 9.233967685361115230e-01 3.194902847384863520e+00 2.814409249660311474e+00 1.462605372448662067e+01 1.553995895994204091e+01 1.568094451402513201e+01 1.495514610707468073e+01
1.252456896331977099e+01 -3.192319728040562410e-01 2.196679177420616469e+00 1.307899341641796553e+00 1.460602305448036375e+01 1.532090521219789636e+01 1.551370920362634820e+01 1.512161822616187834e+01
1.038004518997758652e+01 1.047909221989984374e+00 3.002970418414641074e+00 2.459644756349529615e+00 1.475346366435157108e+01 1.551045463685216497e+01 1.554099247620519364e+01 1.480290266666994370e+01
1.436983902005837699e+01 -2.809836756200821739e+00 3.439184628852999026e+00 -1.054780776264371056e+00 1.458279938678574439e+01 1.546501462740825339e+01 1.556184759870383871e+01 1.502075911235668038e+01
1.052594187724412400e+01 6.901862577938580046e-01 3.292412450136801283e+00 2.091299094927421720e+00 1.471951831238281372e+01 1.550541047334798961e+01 1.550112131170183005e+01 1.470759662028365611e+01
1.153038431241554740e+01 3.073044693407940287e-01 2.813498895889274820e+00 1.480260552925660278e+00 1.476505385664721715e+01 1.542809620053932207e+01 1.541938088063980494e+01 1.475870734416380969e+01
1.371922794155143421e+01 -1.834012591737089082e+00 3.165029252737026511e+00 -3.632896681189770050e-01 1.477590313505174713e+01 1.555152600502990090e+01 1.559633773375178656e+01 1.502741894054257621e+01
1.370820436979457746e+01 -2.072600736168023872e+00 3.381819657123577016e+00 -5.621589163406035539e-01 1.468107973310552694e+01 1.549196151669786836e+01 1.552367129702925652e+01 1.491672675345257737e+01
1.709619410292398101e+01 -5.362803701770907594e+00 3.868673453012458907e+00 -3.646332948934985829e+00 1.459383779765490985e+01 1.550054995974253025e+01 1.555136145535303172e+01 1.507055365773587319e+01
1.003177237333713023e+01 9.701838738573442811e-01 3.274002769303624660e+00 2.649823836701511226e+00 1.463752578656771064e+01 1.550142080749083817e+01 1.557450359302394816e+01 1.479867937896543495e+01
1.058058177372400088e+01 1.365173674011119331e+00 2.274508164811726019e+00 2.916948627085112378e+00 1.473958429181929830e+01 1.545232840278980468e+01 1.560523331411509496e+01 1.506184550437360237e+01
1.068611818947782410e+01 6.396411358329068264e-01 2.840914281526350393e+00 2.592864776302878482e+00 1.459947751172468777e+01 1.548764641441687928e+01 1.568907245031321018e+01 1.508865059342965687e+01
1.159887266657250215e+01 -1.469630337065996883e-01 2.849919186885527367e+00 1.760729991655690441e+00 1.455584843571774556e+01 1.542759099108534215e+01 1.562004437403601997e+01 1.506827673898556874e+01
1.187030430129143177e+01 -2.563097466316772710e-01 2.871115896731632589e+00 1.428970515065380198e+00 1.464178143311210079e+01 1.545267490752028294e+01 1.558190564889643603e+01 1.500600688315617504e+01
1.082504494417278629e+01 2.722639379752997968e-01 3.551154113459160655e+00 1.870337996946760839e+00 1.480640937735256557e+01 1.567575282272178860e+01 1.569788609822921543e+01 1.488611370545816648e+01
1.023440734084924308e+01 1.379646430426276993e+00 2.887474664184141560e+00 2.688475436219322390e+00 1.487294867359724471e+01 1.558932264460132977e+01 1.560307165114159389e+01 1.486093953046781024e+01
1.023722192945390930e+01 1.193232396784846827e+00 2.640140365447628312e+00 3.020654835764792878e+00 1.460082456404519391e+01 1.543321409801451338e+01 1.562024200243773109e+01 1.502068928719358532e+01
1.065318361210576725e+01 1.006651300084978828e+00 2.546626213750620593e+00 2.772439583872943203e+00 1.468901936359548444e+01 1.549194431281738460e+01 1.567405453149430272e+01 1.510646551226386514e+01
1.009496509441731860e+01 1.618724378986717838e+00 2.658428341581320353e+00 2.825580999123477710e+00 1.478687096528619627e+01 1.544900090894822142e+01 1.546010921494544199e+01 1.475203491167105341e+01
1.004675742106025460e+01 7.173260102944958305e-01 3.726654254016164458e+00 2.211712754649790114e+00 1.468659424234646949e+01 1.554996348950195362e+01 1.552022957176093776e+01 1.461587975769555570e+01
1.338016783682103394e+01 -1.504605148087854616e+00 2.946277410367008187e+00 1.621811247774118669e-02 1.465770439305630646e+01 1.542369287657171029e+01 1.550608718592545898e+01 1.497976736682937116e+01
1.182375943278321628e+01 5.827951321257067718e-01 2.303826975257694087e+00 1.659321970004775437e+00 1.490989747318525360e+01 1.548749917314908942e+01 1.551043197906779803e+01 1.495929584222995246e+01
1.030793230555461726e+01 6.259338956248470254e-01 3.600555022314324560e+00 2.174794550089840683e+00 1.474384810112821320e+01 1.560721499972421000e+01 1.560787139816239133e+01 1.475128480971218536e+01
1.327010723435735606e+01 -7.912976726947960060e-01 2.501985205090910824e+00 1.472843348675247910e-01 1.482759990570498765e+01 1.538147860479215723e+01 1.535118265562710604e+01 1.482783181160129615e+01
1.050836846719522910e+01 1.059343852069112302e-01 3.744295907835509141e+00 1.927097625396649860e+00 1.453182177396798380e+01 1.548576062163901668e+01 1.554774755314642931e+01 1.472083301975713709e+01
1.186804150791022039e+01 -3.028776356918072565e-02 2.905227926270539385e+00 1.282619768362261325e+00 1.482157296909162625e+01 1.553284719122715174e+01 1.555397112974620555e+01 1.490867208394767829e+01
1.164535091851563386e+01 4.951270159664140635e-01 2.075869993675214076e+00 2.275628260604019459e+00 1.465303614567411294e+01 1.540176893799137403e+01 1.564627885690860509e+01 1.524706613080505413e+01
1.023722192945390930e+01 1.193232396784846827e+00 2.640140365447628312e+00 3.020654835764792878e+00 1.460082456404519391e+01 1.543321409801451338e+01 1.562024200243773109e+01 1.502068928719358532e+01
1.313341089234742931e+01 -1.498342259557315259e+00 3.310028669555578062e+00 -9.005819537470927116e-04 1.473192616147215972e+01 1.553410281217185940e+01 1.556726566839916259e+01 1.493736560892438092e+01
1.067221273711349383e+01 -2.611177811366882651e-01 4.231260067847436801e+00 1.381426347471318650e+00 1.462433448013624826e+01 1.558297429878158979e+01 1.554061858189376899e+01 1.458468959608379123e+01
1.073008688407193745e+01 6.183235716948622951e-01 3.110282720063274553e+00 2.213973510586752624e+00 1.473934235038394469e+01 1.555824462195364788e+01 1.562946678936388523e+01 1.491422322045866977e+01
1.269459384584476780e+01 -6.857990835871614621e-01 2.595865394049408081e+00 9.358000276864117950e-01 1.468403123650129238e+01 1.544209247744747415e+01 1.558863127689308037e+01 1.511205301028848424e+01
1.034687939550932612e+01 6.563783842727328732e-01 3.564427175878561727e+00 2.098791591945811774e+00 1.475310509755084887e+01 1.558240163468416206e+01 1.555774727874811347e+01 1.469643650848434113e+01
1.030373470406127367e+01 2.135234759999331544e+00 1.939403632491632834e+00 3.240560060591855418e+00 1.495164628388089412e+01 1.550372271556583748e+01 1.556824585193121102e+01 1.500957513033852742e+01
1.048011813316490759e+01 1.656430779065097170e+00 2.173657271408810487e+00 2.969810153146996257e+00 1.482431516813945294e+01 1.545973236917790672e+01 1.555697654331197022e+01 1.499249159377527008e+01
1.371922794155143421e+01 -1.834012591737089082e+00 3.165029252737026511e+00 -3.632896681189770050e-01 1.477590313505174713e+01 1.555152600502990090e+01 1.559633773375178656e+01 1.502741894054257621e+01
1.205084107005016847e+01 7.939347447449840445e-02 2.503532034804985429e+00 1.387212935162068561e+00 1.478062693374783620e+01 1.544391485803079789e+01 1.551018674217298710e+01 1.496726768024936050e+01
1.221331874543765927e+01 2.625713127899906851e-01 1.986225824335486223e+00 1.794490047188787685e+00 1.478046087496183958e+01 1.544721535351044039e+01 1.563503321616504138e+01 1.524805081518516126e+01
1.179907660220494492e+01 -5.016135219553454760e-01 3.430952127838393650e+00 1.038786119027220067e+00 1.472145332511800220e+01 1.555584037972489142e+01 1.558075669286463416e+01 1.485095437070330782e+01
1.482394257004755644e+01 -2.767822329382694235e+00 3.167215708788233997e+00 -1.334817038826548341e+00 1.474305434515873436e+01 1.550278171627281765e+01 1.554244837214524999e+01 1.503555494562892392e+01
1.192665692104396413e+01 -4.225282446649494261e-01 3.244376033828631378e+00 9.437623750916035448e-01 1.472332363821956847e+01 1.548717743586501427e+01 1.548550125735257943e+01 1.478104985262230464e+01
1.086558109825028140e+01 1.340040066958305687e+00 1.795610801250902000e+00 3.116080147912040132e+00 1.464442638553762066e+01 1.536396543318529595e+01 1.563518046143643225e+01 1.525210895204237360e+01
1.040179668078906694e+01 1.913855389787501693e+00 1.956608037681863976e+00 3.282398888685687410e+00 1.488310756516385425e+01 1.551009225402786740e+01 1.564654194038926249e+01 1.512995049461978603e+01
1.089962926542116506e+01 1.561941084219832021e+00 1.671827813246656191e+00 3.000583101779936257e+00 1.472756700861636858e+01 1.533876788315710726e+01 1.553010545239493290e+01 1.512561293272731788e+01
1.032598142113836026e+01 1.795079231563274647e+00 1.938402576958569767e+00 3.427455201266500495e+00 1.473349934086619939e+01 1.543201125301311727e+01 1.564411119176219245e+01 1.517207477243198710e+01
1.057598802986417219e+01 8.835290372222885935e-01 2.769934764781361025e+00 2.668085439009182380e+00 1.466635903973454980e+01 1.550008586595914650e+01 1.566186389781874055e+01 1.504369648161740258e+01
1.052297227836996996e+01 1.586599434080062210e+00 2.141420410816213149e+00 3.047461361984826311e+00 1.480230409461244712e+01 1.547509264097187121e+01 1.561723779172800519e+01 1.508399365864352681e+01
1.198585947668915175e+01 1.765122696205061459e-01 2.392284856734971044e+00 1.559648576697425071e+00 1.475915874270282657e+01 1.543117911690858080e+01 1.553073363476506685e+01 1.502039050376641072e+01
1.264878442437782091e+01 -6.881459957291742313e-01 2.538871802512183251e+00 1.088641272393832793e+00 1.463547429154799318e+01 1.543056889125721298e+01 1.562664518165125571e+01 1.518419885283502246e+01
1.162774101522698089e+01 -2.014996344544837115e-01 3.084907138124844295e+00 1.484750546217250999e+00 1.465436713434634264e+01 1.549097917544013470e+01 1.559503241403332119e+01 1.495631231298233388e+01
1.053115461085263149e+01 1.272266611842038486e+00 2.247880573492366807e+00 3.068361486882229983e+00 1.463382472601577788e+01 1.541175920863142323e+01 1.563576625719532665e+01 1.513510714719652839e+01
1.640725111397956226e+01 -4.440434628112775783e+00 3.762314149563156462e+00 -3.231764934225044072e+00 1.475961143226198402e+01 1.551614100155098264e+01 1.543386109502386461e+01 1.485649758484592908e+01
1.312886706120454505e+01 -5.689246213728154089e-01 2.291296309479973203e+00 5.936020299919757548e-01 1.484156910472433211e+01 1.543513097561429603e+01 1.549007812799038319e+01 1.503521497860875833e+01
1.034979909821399779e+01 1.226203878071498110e+00 2.480894526525990074e+00 3.211247333110092583e+00 1.466384132783968752e+01 1.552214383530058228e+01 1.577118677291524840e+01 1.523173367431999914e+01
1.045819131434782712e+01 1.455252557011434078e+00 2.435022834292334792e+00 2.699330215335052685e+00 1.476769151199794905e+01 1.541309597838221812e+01 1.546169331068307784e+01 1.483138455276548306e+01
1.220794226353996059e+01 -3.763506779520024992e-01 2.636225043262241385e+00 1.289196314773434437e+00 1.462081515565706269e+01 1.539783617311930364e+01 1.554993127715675527e+01 1.504515636735728279e+01
1.096426433752310636e+01 1.091120107002785389e+00 2.414515107606053590e+00 2.371339149204672481e+00 1.482783766173963613e+01 1.547886714202478231e+01 1.554200073030263418e+01 1.494774797655658460e+01
1.061693574665360096e+01 1.552582150520100512e+00 1.954242239599043529e+00 3.012233824066171906e+00 1.468962655208521895e+01 1.533987883078522430e+01 1.550388511554157134e+01 1.502459655063082167e+01
1.100573386383153718e+01 1.288838366396538149e+00 1.690371525357534210e+00 3.113759096053831499e+00 1.464576693874727553e+01 1.536641573253825932e+01 1.566378881251561594e+01 1.531918042168241278e+01
1.056563565223419232e+01 1.370833789039519246e+00 2.231739971051718285e+00 3.030698776897606805e+00 1.472881967258699021e+01 1.546704007425039507e+01 1.565476611929050321e+01 1.513547532519083383e+01
1.016915210515100298e+01 9.541719353155713179e-01 3.337704897532541182e+00 2.440574200619209932e+00 1.474905855241620500e+01 1.556587461606897982e+01 1.557823978462352521e+01 1.476327978831907295e+01
1.125492853045801134e+01 -1.481751743764334606e-01 3.435181190429402065e+00 1.558492317220323997e+00 1.466166953454629862e+01 1.554551030794055499e+01 1.561372449751508285e+01 1.487691023214904007e+01
1.181290137086427627e+01 -1.208604453040003079e-01 2.971227606416917411e+00 1.371493837522203663e+00 1.477360042009362751e+01 1.554267647372194894e+01 1.560610195215427964e+01 1.497017916606560206e+01
1.012616422717970899e+01 9.838758716283280137e-01 3.343971481539893986e+00 2.490404014103697605e+00 1.475399191910750929e+01 1.557739297983898119e+01 1.559440025989912648e+01 1.477794258979851882e+01
1.080955607750835057e+01 3.952201476859507068e-01 3.323961580911966252e+00 1.863829249372004782e+00 1.469681919768851586e+01 1.550370037954130531e+01 1.551607461258669574e+01 1.474295716803823275e+01
