m0 c1 c2 c3 m_100 m_200 m_300 m_400
1.149391614379361037e+01 1.914460921747025424e-01 2.986944252768150676e+00 1.522554235110785470e+00 1.479313676752608409e+01 1.552045414581789728e+01 1.553568803774732032e+01 1.485405305816972721e+01
1.065314482624904890e+01 6.793456089873011194e-01 3.058061722210583255e+00 2.132707381117116441e+00 1.464378393316117766e+01 1.541680290369454909e+01 1.545453371011435095e+01 1.473259983158834885e+01
1.201500201230944853e+01 -7.240486498269760318e-02 2.701282916283071600e+00 1.239199453468726730e+00 1.473728790997239635e+01 1.542398162009608242e+01 1.546895908023923738e+01 1.488281344215167046e+01
1.041728307309128176e+01 1.230442822013511517e+00 2.647444144685486833e+00 2.827398156838734522e+00 1.475742809759846530e+01 1.552593218368897965e+01 1.564828074443558137e+01 1.501695960138210850e+01
1.045535214949411085e+01 6.394835064077426523e-01 3.363276103868543032e+00 2.034618905459417704e+00 1.464831915514499983e+01 1.544055335337158752e+01 1.542658767389312402e+01 1.461644581049348623e+01
1.229826989861954090e+01 -1.473313461688491088e+00 4.030547519689136493e+00 2.295037686793186538e-01 1.462952999875872706e+01 1.557440870465085681e+01 1.557943711492677785e+01 1.477303301878510311e+01
1.038128579621812975e+01 1.327414208253010486e+00 2.501380699848883893e+00 2.903882131255933530e+00 1.470293794207978522e+01 1.544907745630902340e+01 1.558236180023964224e+01 1.498197799139208186e+01
1.120316050389081042e+01 9.902577009003383779e-01 2.238831910554299753e+00 2.331407086612902191e+00 1.480971914725324368e+01 1.545668394935973922e+01 1.555787186888009543e+01 1.502650459262649107e+01
1.026524036283367991e+01 1.170677564676678273e+00 2.816227913967036756e+00 2.710295519579270618e+00 1.466357622633600322e+01 1.543539744192145058e+01 1.552244353485282780e+01 1.484209843676677743e+01
1.137093462120224174e+01 2.008247226931452190e-01 2.921012643748674975e+00 1.827645650389957410e+00 1.471929609731585487e+01 1.552227673854454260e+01 1.562680909894111991e+01 1.499744266816061788e+01
1.007369660658275556e+01 5.482569907903656059e-01 3.943383635275106158e+00 2.143089138537652261e+00 1.473331472320379731e+01 1.564946418519422622e+01 1.562298296194454217e+01 1.468276733805888767e+01
1.082208554767506925e+01 1.148739254453744252e+00 2.417575610673265984e+00 2.440659083122746154e+00 1.476171336310742177e+01 1.541674130001003462e+01 1.548240365028886956e+01 1.488454331321115731e+01
1.167050651194583466e+01 -7.401324785243090787e-02 2.805238314438362579e+00 1.586363006834305978e+00 1.459582083776409256e+01 1.539303132341571612e+01 1.552205249182288505e+01 1.494831596042622657e+01
1.180551231172016458e+01 -1.322174662872974693e-01 2.968044570500353529e+00 1.330828254931329724e+00 1.474017762404729126e+01 1.550055107459546377e+01 1.555632953811067232e+01 1.491865690980475456e+01
1.185074495705494613e+01 -5.163225816279446434e-01 3.219502935020885914e+00 1.126868871030868746e+00 1.460213400542123807e+01 1.544056293577248695e+01 1.551877921329828780e+01 1.486046440438471450e+01
1.786850306285123224e+01 -5.607860130435799562e+00 3.765261592179411920e+00 -4.423272250188561294e+00 1.480638931031162997e+01 1.554957531454579112e+01 1.546720506734400757e+01 1.497003607105405365e+01
1.223195100234050869e+01 -3.917980404826799656e-01 2.901922019124054231e+00 9.852868116291979561e-01 1.476700343304590390e+01 1.549384215736010084e+01 1.553520255463087096e+01 1.492431839188336440e+01
1.308970032108050496e+01 -2.104749252957764938e+00 3.825614162058585066e+00 -1.210970833827911264e-01 1.456904380621837802e+01 1.556527043633950491e+01 1.567561313044024551e+01 1.500410868292601307e+01
1.272227832691271132e+01 -1.307185651050939867e+00 3.493533893533967927e+00 1.902233115395688401e-01 1.471348034631565405e+01 1.553834031578868036e+01 1.554880160335467565e+01 1.485452871529806806e+01
1.055285749839230292e+01 1.144634336683154174e+00 2.593931954674811635e+00 2.601328320350022594e+00 1.469665832823367246e+01 1.541883065469633607e+01 1.550926696084978573e+01 1.488239449061828701e+01
1.007369660658275556e+01 5.482569907903656059e-01 3.943383635275106158e+00 2.143089138537652261e+00 1.473331472320379731e+01 1.564946418519422622e+01 1.562298296194454217e+01 1.468276733805888767e+01
1.004224520006990318e+01 4.408866888920961458e-01 3.713120966592548200e+00 2.502615875311274607e+00 1.452062450811778049e+01 1.554069071879455066e+01 1.567074866170525382e+01 1.485665030975783196e+01
1.040985882389504802e+01 9.596953980595692713e-01 3.112644159583812353e+00 2.347222179634867345e+00 1.476571734184475737e+01 1.552824988349317081e+01 1.553974143567391941e+01 1.477487576761022581e+01
1.118621572923601271e+01 1.252479360308740297e+00 1.943585945998547615e+00 2.502762341802874602e+00 1.481926143198814572e+01 1.540747090219671023e+01 1.551672483567272742e+01 1.503732718604898366e+01
1.021378445986798233e+01 1.580076216883838924e+00 2.609042185704817385e+00 2.987228289899089617e+00 1.488047950959100163e+01 1.559303686118033383e+01 1.566545146303963598e+01 1.499731689022811665e+01
1.186721982529786956e+01 -3.332419626225320286e-01 3.237761759796484284e+00 1.183910845884453167e+00 1.481480912704821762e+01 1.562093834405621706e+01 1.566114437866171016e+01 1.496983305194617664e+01
1.038568242835046540e+01 6.295318153890470114e-01 3.469552226971044817e+00 2.018526420387612319e+00 1.465843098197404437e+01 1.546136316402460054e+01 1.543327389293177276e+01 1.459379651641239839e+01
1.074977458596477575e+01 9.991869976092893069e-01 2.814967490817741336e+00 2.160321403630758752e+00 1.481710778195654044e+01 1.548108079175425189e+01 1.546484014890535086e+01 1.475268533419862926e+01
1.053513334305689320e+01 1.183697933759859211e+00 2.403523975921535438e+00 2.909524816409083670e+00 1.464542997772187860e+01 1.542132241398915760e+01 1.560817290037160809e+01 1.506266523734878149e+01
1.319049189133723488e+01 -1.937390774603130694e+00 3.682892730462317132e+00 -2.982572172716491110e-01 1.463406201934364326e+01 1.551739557040251682e+01 1.554844355289361069e+01 1.486382470230284092e+01
1.094531807870122897e+01 -2.231815468011397741e-01 3.803692793391963534e+00 1.471501726400736842e+00 1.458283482968501055e+01 1.550615533415832914e+01 1.552820446311167757e+01 1.469367176657266505e+01
1.362460104531991512e+01 -8.671087513959427895e-01 1.972968845100504964e+00 5.832731796401784408e-01 1.478988022962023585e+01 1.542541491383348351e+01 1.559896771880143262e+01 1.528718991170426023e+01
1.084346539043781021e+01 1.417164964617292355e-01 3.568655561971660006e+00 1.632588996646502366e+00 1.464788128538508616e+01 1.548829163367615536e+01 1.547955621324500086e+01 1.465973264156209055e+01
1.833622342759500867e+01 -7.303914012327604510e+00 5.359462631464458227e+00 -5.866381187604105207e+00 1.471571597973666456e+01 1.570749822283475794e+01 1.551763566646373427e+01 1.473204337396402686e+01
1.238760134684009095e+01 -4.680783512827684234e-01 3.059974158225282181e+00 6.260353591575746890e-01 1.487818529229293674e+01 1.554338127325791419e+01 1.548853053716682204e+01 1.480625733464187554e+01
1.096961025358448794e+01 4.587226633177099444e-01 2.985307182607927601e+00 2.054678709829381944e+00 1.467601243779754405e+01 1.547937242916995970e+01 1.556630763720976063e+01 1.489705065989307542e+01
1.240978312402024741e+01 -2.351629856576415989e-01 2.296617485645100487e+00 1.401298894885016466e+00 1.468394547880920520e+01 1.541369779200361911e+01 1.559683663232980422e+01 1.517222508831041239e+01
1.035415874241324552e+01 1.984836630621112263e+00 1.925335021248084644e+00 3.220752298737782127e+00 1.485049829429719992e+01 1.543684305117816180e+01 1.553994697216501208e+01 1.501130418933997746e+01
1.219440189997095736e+01 1.798588869581791982e-01 2.513473008014750931e+00 1.107878470077212185e+00 1.493093443376062801e+01 1.548892709668498746e+01 1.544862499398456102e+01 1.485112006517836036e+01
1.386421986423224872e+01 -1.746038716506859600e+00 2.972441598310457067e+00 -4.771966441602799591e-01 1.479159354080298527e+01 1.548820105254081092e+01 1.549941003004246198e+01 1.495359953941193787e+01
1.197406582119936047e+01 1.498988139341790315e-01 2.309983637835035353e+00 1.660329328432336382e+00 1.468393447871088320e+01 1.538200832845433297e+01 1.552651973601959412e+01 1.505575764785378468e+01
1.553824366340173668e+01 -2.824627946546202750e+00 2.259600397649846215e+00 -1.178936722629314815e+00 1.465686388576476240e+01 1.536955934105436583e+01 1.557490357712746842e+01 1.534755203746203023e+01
1.092077178052723063e+01 7.366228003844970118e-01 2.673037554641805258e+00 2.293734969366656884e+00 1.467445319997444741e+01 1.543181423242150707e+01 1.554307955846421585e+01 1.493547703667600857e+01
1.162315469969767356e+01 -8.070448329860369086e-02 3.321464981954953544e+00 1.131024867085905328e+00 1.485030581552349993e+01 1.558167119694076597e+01 1.552626229063581320e+01 1.475782774939544595e+01
1.045719888651166585e+01 1.080556913341009562e+00 3.076094478345103411e+00 2.301004167777447762e+00 1.487245754526940189e+01 1.558431383824611416e+01 1.555327725464391975e+01 1.477018614349844405e+01
1.155053946628306782e+01 -4.295769435049656693e-02 3.306060982486631161e+00 1.200527746575295041e+00 1.481997230593464465e+01 1.555870217620919327e+01 1.551364373943995112e+01 1.475048086988405949e+01
1.024964043762044419e+01 1.082757078892342406e+00 2.960579263396901695e+00 2.609646470342543267e+00 1.466510040132814474e+01 1.544977566166005012e+01 1.551686715155462792e+01 1.480150423767099532e+01
1.014315606802046688e+01 6.544617491533948339e-01 3.682398981686496597e+00 2.104324735059607931e+00 1.465359644728774313e+01 1.549884363598297199e+01 1.546239444581603273e+01 1.456954045295671918e+01
1.031526806224778170e+01 1.138472001372736742e+00 2.699545456754799844e+00 2.779591726683868558e+00 1.460470789342770814e+01 1.539123929677689517e+01 1.552019739973254886e+01 1.488629230650411372e+01
1.004662257052205376e+01 1.747814102335569331e+00 2.391791441986590883e+00 3.294095523721162877e+00 1.476924788079854878e+01 1.549648678421231196e+01 1.563183236701223322e+01 1.502795385203090461e+01
1.026279283687707533e+01 1.671229395702207299e+00 2.117751347659799777e+00 3.466627546769009527e+00 1.473200579331770577e+01 1.549681194536307594e+01 1.573355866090581223e+01 1.524007780927021294e+01
1.421412276870507618e+01 -1.967379436687972216e+00 2.765958115101190273e+00 -4.737293886396951592e-01 1.476506856399280210e+01 1.549947353754994417e+01 1.559829293147194740e+01 1.515177592705716414e+01
1.027705091247046099e+01 1.095805159540049090e+00 3.094223178489333037e+00 2.533616617824305806e+00 1.479728282883984924e+01 1.557262967595999470e+01 1.559935794974825463e+01 1.483570985768051820e+01
1.241181940246316451e+01 -1.026670713423476045e+00 3.375417175042411344e+00 6.056781337514394181e-01 1.468121578034580921e+01 1.553189167042297214e+01 1.559181250109031325e+01 1.492584677040652963e+01
1.241181940246316451e+01 -1.026670713423476045e+00 3.375417175042411344e+00 6.056781337514394181e-01 1.468121578034580921e+01 1.553189167042297214e+01 1.559181250109031325e+01 1.492584677040652963e+01
1.133383479801459082e+01 7.525765705197109412e-01 2.292020004069234673e+00 2.142226568365925843e+00 1.471616098576961207e+01 1.538164165965033270e+01 1.549136950398028745e+01 1.496809193485170653e+01
1.045309273165987385e+01 6.249521904918449167e-01 3.105525426837846936e+00 2.420266962184896897e+00 1.453097331505371415e+01 1.540563694014029217e+01 1.553247966992216078e+01 1.484153416144864224e+01
1.215623032692123928e+01 2.358889320428065872e-01 1.965642315553354891e+00 1.860163284057762212e+00 1.470298143372681565e+01 1.539319257589819934e+01 1.560907384227907357e+01 1.524054003682104153e+01
1.116891649197594738e+01 7.347728414467482594e-01 2.649407330472380195e+00 2.053882608549429278e+00 1.482224306801275659e+01 1.550972885224573972e+01 1.555810111104357674e+01 1.492918656713604264e+01
1.118656993754201423e+01 -1.392505500908782778e-01 3.627962803682574844e+00 1.345615162830410938e+00 1.470220497807331128e+01 1.554622986564347364e+01 1.553052905308470422e+01 1.471381026046550922e+01
1.310099924965146378e+01 -1.098806749513681069e+00 2.913519387463116672e+00 2.275714978757292783e-01 1.477635918000875215e+01 1.548608774517371067e+01 1.551627190432007453e+01 1.494700226102300888e+01
1.060024333344724745e+01 1.285208023637041563e+00 2.572690207867477596e+00 2.598388311818036200e+00 1.484839974982339683e+01 1.552845378871585957e+01 1.558095006603396193e+01 1.493298112617626217e+01
1.262046113875407549e+01 -5.780709724624344403e-01 2.597750072193885984e+00 8.731240596448621716e-01 1.468628356875557017e+01 1.539716995456696935e+01 1.549582464184459774e+01 1.499096686466616823e+01
1.041381871526284186e+01 7.992758989886858956e-01 2.973835135380314298e+00 2.487659065258133850e+00 1.455120216968366265e+01 1.538128068294030015e+01 1.549305732351674258e+01 1.481337019723363824e+01
1.272947730279344825e+01 -2.206006199376591148e+00 4.469246245927418926e+00 -5.590367575267336520e-01 1.454528697100490398e+01 1.552164021993652199e+01 1.546403970912852266e+01 1.458262494541292753e+01
1.067298666776894756e+01 5.522549086000783092e-01 3.003346669430751348e+00 2.268351515910627114e+00 1.454721996368249215e+01 1.538711761264787015e+01 1.550453490638132159e+01 1.483769959490934909e+01
1.077644081691641986e+01 -9.532918010764568351e-02 3.937007275423932029e+00 1.652875697799757404e+00 1.470332001028747726e+01 1.565814780924926453e+01 1.567854637306349908e+01 1.480433073318191006e+01
1.090007556864199145e+01 5.298290082952572533e-01 2.802330431856251636e+00 2.308890112215934209e+00 1.459028282528391784e+01 1.542417618140076385e+01 1.558272216203353011e+01 1.498036956532909869e+01
1.103463148089559631e+01 1.234076068406483984e+00 2.151366544014663873e+00 2.633352863930628729e+00 1.487719860493541546e+01 1.553171224663241468e+01 1.565777737865977315e+01 1.513986814830444416e+01
1.109175657445952723e+01 1.044058568092589567e+00 2.155878467420935252e+00 2.592437072736469617e+00 1.475733218890109910e+01 1.545328114195462632e+01 1.562108652134062226e+01 1.513309799832950020e+01
1.220156004787834902e+01 -7.406709444411792020e-01 3.517817944799917385e+00 4.965107803181094681e-01 1.481357712361733014e+01 1.557128736725715612e+01 1.550373206413790683e+01 1.473149635495381560e+01
1.124555580371890251e+01 2.524001789717438271e-01 2.962683474925874805e+00 1.766772743000776913e+00 1.465644430011059640e+01 1.543292956308265573e+01 1.550122860781349488e+01 1.484344555899630080e+01
1.103526880803868337e+01 3.108527008999288910e-01 3.263581559892312356e+00 1.608900121287772933e+00 1.471202936578931819e+01 1.546323931365769155e+01 1.543613789591245933e+01 1.466570054419508295e+01
1.076871157589456729e+01 -3.627451242288568523e-01 4.260988452925571934e+00 1.370737014707257728e+00 1.465391239291461112e+01 1.564107801513698703e+01 1.562092575768421199e+01 1.467477651385247306e+01
1.226608864457378267e+01 1.192854633596454050e-01 2.349931727838981743e+00 1.457207656825776354e+00 1.491825122885717292e+01 1.557221178463125710e+01 1.566460367924794639e+01 1.516474547453517374e+01
1.188367698783510917e+01 -1.223768183522579989e+00 4.090749339097738968e+00 5.911006867395940390e-01 1.460568127380581593e+01 1.559069409273032392e+01 1.561809577374691216e+01 1.479032355620369010e+01
1.303995639251054683e+01 -4.767157781312185705e-01 2.055947915250698088e+00 9.532395334206267279e-01 1.474309542848906673e+01 1.538493057542567044e+01 1.554078804166047689e+01 1.517567490644624328e+01
1.097423270169662679e+01 1.061032682744734501e+00 2.388048964980660216e+00 2.362047417578192920e+00 1.478488109470983858e+01 1.543848469817534053e+01 1.551064492468403344e+01 1.492830019207317349e+01
1.001744772934910088e+01 2.342420764207657768e+00 1.977500392749515612e+00 3.379421493193239812e+00 1.492690229578249195e+01 1.546542088125160674e+01 1.550538738177265863e+01 1.491329601792206105e+01
1.088284264508282462e+01 -4.672966584338826834e-01 4.058416977299435402e+00 1.501871004513811059e+00 1.453958133055965263e+01 1.556876068303188632e+01 1.563807055336249441e+01 1.478302625060234199e+01
1.051911291421707517e+01 9.234446603967896294e-01 2.839933938273739855e+00 2.431701977637192869e+00 1.462974091771706497e+01 1.539404615629019091e+01 1.547111386902889230e+01 1.479829654164387343e+01
1.293004125962740858e+01 -1.854869553726084419e+00 3.864726156538916158e+00 -1.935160665239692435e-01 1.464090801777844142e+01 1.555235873457018769e+01 1.556768481555785932e+01 1.482957080201716948e+01
1.228884059713264065e+01 -7.039544785029239193e-01 3.313120564217539865e+00 6.777057011617770854e-01 1.481144041412955303e+01 1.558604047311280461e+01 1.558219185672920126e+01 1.488078562108290015e+01
1.199316777538047241e+01 -6.099118989670806457e-01 3.400666236969438927e+00 8.816081609472945502e-01 1.474221609923687382e+01 1.555862612537022649e+01 1.557425226468842361e+01 1.485484167290322866e+01
1.107185967503922264e+01 -1.369679414807034590e-01 3.541623352513372680e+00 1.680401695068209023e+00 1.462200408610048363e+01 1.554962292033876992e+01 1.563581362459843938e+01 1.488182792340640859e+01
1.133364477874107124e+01 1.138577568811776075e-01 3.114808426045243550e+00 1.645383202859340699e+00 1.471711040121153502e+01 1.551548678469121789e+01 1.557146334865784887e+01 1.488366376290430182e+01
1.220543061929327422e+01 -1.314602163971525073e+00 4.107899255444948494e+00 3.142399238009332407e-01 1.477252541712160294e+01 1.570657950525594515e+01 1.568116591164776885e+01 1.483332533232771766e+01
1.249228161424051109e+01 -1.538221570205067223e+00 3.955736596328918608e+00 -7.024326614089915211e-03 1.462345067177973235e+01 1.551077919735346633e+01 1.547762053335072530e+01 1.467635716316283734e+01
1.021644202225282250e+01 9.822615786959172368e-01 3.316234724618283281e+00 2.311142351386116900e+00 1.476016976249281853e+01 1.553022720528394274e+01 1.550147850661720028e+01 1.467191705788886402e+01
1.285429802155763035e+01 -1.448899098281241749e+00 3.642354434353944015e+00 -1.198111043763034900e-01 1.475111859094674749e+01 1.554518162179575391e+01 1.549254293227263091e+01 1.474759938531009595e+01
1.174269637696303015e+01 1.664183085750341462e-01 2.471177428965560807e+00 1.785706478853004597e+00 1.465010045995035526e+01 1.539789734108870434e+01 1.555341135476761139e+01 1.504977000100024576e+01
1.009344473870708292e+01 1.320450882024442052e+00 3.159836661148766268e+00 2.504707319097649432e+00 1.486044402940135534e+01 1.557335712708762188e+01 1.552107489270350449e+01 1.469339346659427115e+01
1.105136797249071634e+01 1.779685066480478639e-01 3.185422299082381059e+00 1.866026073235612870e+00 1.462535990956028087e+01 1.547653565255898123e+01 1.556703342942271107e+01 1.487353575250650906e+01
1.111617438323435181e+01 7.863270849058849876e-01 2.770828010213417514e+00 1.913860634955931062e+00 1.487669231400860959e+01 1.552474903252350913e+01 1.550568063043492018e+01 1.481704495792762799e+01
1.087963012924433137e+01 1.171110891971325785e+00 2.195665710031649454e+00 2.623125446076304712e+00 1.470240420046538965e+01 1.537661650849765671e+01 1.551240243934037188e+01 1.499298677120096102e+01
1.200178990812276325e+01 3.613516776620073756e-02 2.547799297642786343e+00 1.624078077763694949e+00 1.480936502545636557e+01 1.555655944084044862e+01 1.569519014125543954e+01 1.517607673786556255e+01
1.075272861231786869e+01 3.980861916439764059e-01 3.338594380394937389e+00 1.991475779974825500e+00 1.469687516874346578e+01 1.554066559178297879e+01 1.558573868374126903e+01 1.482303935184524768e+01
1.045456002907304160e+01 8.870317965475145172e-01 3.100844501806108156e+00 2.442142559081695197e+00 1.476669611770734214e+01 1.557465084909731523e+01 1.563420600274747940e+01 1.489750654892712767e+01
1.067425241458583685e+01 7.487595163365021733e-01 2.701173510056307236e+00 2.551970647107147272e+00 1.454731119171121101e+01 1.537741996820900958e+01 1.555322248654964135e+01 1.496590119396523555e+01
1.179907660220494492e+01 -5.016135219553454760e-01 3.430952127838393650e+00 1.038786119027220067e+00 1.472145332511800220e+01 1.555584037972489142e+01 1.558075669286463416e+01 1.485095437070330782e+01
1.155053946628306782e+01 -4.295769435049656693e-02 3.306060982486631161e+00 1.200527746575295041e+00 1.481997230593464465e+01 1.555870217620919327e+01 1.551364373943995112e+01 1.475048086988405949e+01
1.249228161424051109e+01 -1.538221570205067223e+00 3.955736596328918608e+00 -7.024326614089915211e-03 1.462345067177973235e+01 1.551077919735346633e+01 1.547762053335072530e+01 1.467635716316283734e+01
1.267223657732852438e+01 -1.821002765437953030e+00 4.198799039509758302e+00 -3.637700788271107655e-01 1.465253557053172173e+01 1.554590390228394625e+01 1.546544471558737222e+01 1.460872092490083851e+01
1.289313245461262625e+01 -7.853985614997398557e-01 2.843474828076749006e+00 3.628228249976359621e-01 1.482716971049911336e+01 1.548030214245020275e+01 1.546769862136443940e+01 1.487431780618572397e+01
1.135904356760373091e+01 -2.902774094604723132e-01 3.766516142885471652e+00 1.093462553997227360e+00 1.478180879861505304e+01 1.561271612607646730e+01 1.555372043703009766e+01 1.469772886713704452e+01
1.767822859719476725e+01 -5.452787201652206761e+00 3.576658890304369010e+00 -3.951080710742785662e+00 1.473982307210440545e+01 1.555115327874373676e+01 1.557754168140135853e+01 1.515854666239076742e+01
1.316425359460941991e+01 -8.762263640034824164e-01 2.225450948581375599e+00 9.202778327301981420e-01 1.465371058044145158e+01 1.541642310957892015e+01 1.565588044944993129e+01 1.531575131618898666e+01
1.123150915916108872e+01 2.066375355810556869e-02 3.273321860477720335e+00 1.572276513896170513e+00 1.464888471031189887e+01 1.547099813094066967e+01 1.551444325429252302e+01 1.479195227548511227e+01
1.142855339442504281e+01 8.058447208423658026e-01 2.124654710933180368e+00 2.275212813884330387e+00 1.475336351978576133e+01 1.542196396450858487e+01 1.557304233378822111e+01 1.510149365533315979e+01
1.240501714170892456e+01 -5.020487575790504309e-01 2.629639367144001483e+00 1.147962462423050667e+00 1.465529811047847630e+01 1.542642297436938748e+01 1.557574768761751649e+01 1.507999159348658758e+01
1.033007640004344907e+01 1.635167512002999146e+00 2.176386521195221135e+00 3.092034420074686096e+00 1.469759763200889147e+01 1.537365582769658445e+01 1.551030272954194800e+01 1.496345183098458875e+01
1.105309174125194005e+01 2.823201665834496055e-02 3.704588980844807367e+00 1.373759963084877356e+00 1.479328927102483249e+01 1.560803184248222486e+01 1.554388454838027123e+01 1.467761929082356787e+01
1.114589551196131012e+01 4.982707491040390124e-01 2.582313739820961018e+00 2.156674057424590174e+00 1.456467133561840832e+01 1.533851467678671021e+01 1.548980239252582258e+01 1.493625563854302030e+01
1.180860669382452599e+01 2.860597387732521923e-01 2.535087735592711056e+00 1.725039407501041566e+00 1.485829890162244205e+01 1.556348772135449821e+01 1.566102570222594537e+01 1.510996851379348982e+01
1.029450659944465052e+01 1.636628614443766949e+00 2.157239105073207597e+00 3.199114835846534888e+00 1.468118363555434236e+01 1.538477236962348016e+01 1.555280787928156094e+01 1.502354668993802100e+01
1.044218455827650338e+01 1.533774464080133626e+00 2.134006808269166555e+00 3.077628832164862160e+00 1.467814996445806486e+01 1.537314885001815945e+01 1.553938053249386364e+01 1.502172774920948228e+01
1.035140638613655639e+01 1.502764142678289616e+00 2.405389822289830448e+00 2.977390421622184036e+00 1.476695730171338639e+01 1.547414731192611903e+01 1.558956936546062444e+01 1.499111649442543737e+01
1.288954892159481957e+01 -1.333463731878904213e+00 3.384640991172400248e+00 1.776970714598995471e-01 1.475739629226509919e+01 1.557318199774941370e+01 1.560038893713967312e+01 1.493966983448135366e+01
1.050647132292028374e+01 9.184919111079281606e-01 3.221564917507981463e+00 2.190154266106453917e+00 1.487109763708490462e+01 1.561352545710725970e+01 1.558048740530753307e+01 1.477490784669025814e+01
1.260460140981651556e+01 -7.860564913064820303e-01 3.088082576120960709e+00 6.337166683105337484e-01 1.484186997930736496e+01 1.560028521259523870e+01 1.563388253568330022e+01 1.500495366237784367e+01
1.016279276043901092e+01 1.608301322254543919e+00 2.601973497243914579e+00 2.896725754468910452e+00 1.481877641112512656e+01 1.549720330255127898e+01 1.553751681084544600e+01 1.485535513172319710e+01
1.028854654371510868e+01 9.001524611779920804e-01 3.131004979381524223e+00 2.533341396007195101e+00 1.466848603371450821e+01 1.550207081741443815e+01 1.557955139268205969e+01 1.484276084371977689e+01
1.243523126188472716e+01 -5.377766920455488986e-01 2.596583995441010373e+00 1.148957148136995343e+00 1.462513410318145368e+01 1.540251494256235176e+01 1.556606918963508157e+01 1.508631605283979127e+01
1.080528631162285436e+01 8.025490964674730776e-01 3.050444421001238027e+00 2.031275846800568274e+00 1.486499987201674244e+01 1.557453244497457234e+01 1.555043825210368880e+01 1.479536343479173865e+01
1.137042587921665771e+01 2.038739227877446325e-01 2.969492923609919899e+00 1.785291281180052536e+00 1.475051151131569682e+01 1.554640848626658034e+01 1.563269638446503507e+01 1.498439699745087061e+01
1.015895605473739138e+01 -5.136472989909002251e-02 4.577317809311674424e+00 1.528626045223189678e+00 1.464936784581215434e+01 1.563227814420054429e+01 1.553075690742291926e+01 1.445691423028751110e+01
1.208394326311992018e+01 -4.282895653404512615e-01 2.923473727543253631e+00 1.262547141864033051e+00 1.469582460240442323e+01 1.551341978892228468e+01 1.563904845039471425e+01 1.506170416397067768e+01
1.035809636208242068e+01 1.193824035296110253e+00 2.601776435394993925e+00 2.925615584047204010e+00 1.465751033881891630e+01 1.545843922744407450e+01 1.562358061726155611e+01 1.502333563786600834e+01
1.364945395378047621e+01 -1.853234583690690940e+00 3.148811139538414849e+00 -2.325197458491334856e-01 1.471730814217785266e+01 1.553319114382462018e+01 1.562141489555637364e+01 1.507597667841840128e+01
1.346180205520557394e+01 -2.578759327936968937e+00 4.376929721502227366e+00 -1.109234237150644731e+00 1.468856622587692407e+01 1.560185060665926393e+01 1.550833262019741809e+01 1.465831276550810180e+01
1.233988947654349211e+01 -1.057091694132157755e+00 3.515327282600487990e+00 6.858864104086830338e-01 1.473194948465675402e+01 1.563006937351836534e+01 1.570426012099605195e+01 1.501486785894122278e+01
1.034694942120716021e+01 9.212822707777768017e-01 3.129783436700057209e+00 2.462689172224559186e+00 1.472152047632241789e+01 1.552921528968013654e+01 1.558138573871383414e+01 1.483263020310765867e+01
1.032771022603196442e+01 1.253584073228196871e+00 2.744766786853018559e+00 2.675860594777088153e+00 1.472496721990145296e+01 1.545580567967451913e+01 1.551837626280044447e+01 1.483801018640758329e+01
1.019688184638003392e+01 9.124333844812326788e-01 3.265605716540953551e+00 2.517830291055222602e+00 1.470140822829011107e+01 1.554304765303239577e+01 1.559696995895184024e+01 1.481888655757349582e+01
1.304429878278314092e+01 -2.570765698241343600e+00 4.737383675881766010e+00 -8.603317566838590835e-01 1.467702360958075580e+01 1.570061665579078536e+01 1.563117966570069228e+01 1.470942016843724787e+01
1.347016754768656099e+01 -1.264531382774121582e+00 2.632075180607127862e+00 1.734809571919608828e-01 1.473334173421502236e+01 1.544048719388559121e+01 1.553552891585177420e+01 1.506894708773609004e+01
1.006832133921272465e+01 2.704066774591282751e+00 1.165020016325046370e+00 4.060366300429379294e+00 1.480098638584044934e+01 1.533617741111201127e+01 1.555759052882922688e+01 1.520126364155218290e+01
1.386269087394663835e+01 -2.411653730185236988e+00 3.571581820395801188e+00 -8.165859413047353854e-01 1.462121718012360283e+01 1.547624635668313076e+01 1.551101686995922435e+01 1.488599696974096354e+01
1.070377237951847249e+01 6.876251744526662435e-01 2.901992595649227624e+00 2.422325911694773737e+00 1.465801302707378895e+01 1.549204565912272713e+01 1.562570618012716395e+01 1.497930572247872760e+01
1.080144929128920772e+01 1.135668200567891972e-01 3.367565702345547862e+00 2.056144725336048751e+00 1.454107041812197565e+01 1.548501156864799100e+01 1.562472669257546798e+01 1.491549546145320626e+01
1.002314815827800842e+01 7.253050775563369967e-01 3.592940895814669133e+00 2.403639472221613005e+00 1.461433433967299145e+01 1.551388985607374593e+01 1.555058384218582468e+01 1.470417581045063216e+01
1.042993970077111854e+01 1.039277814181113868e+00 3.047491274701588537e+00 2.340000183765484465e+00 1.479618759656703020e+01 1.552706668891964448e+01 1.552178833221396559e+01 1.475898773519358009e+01
1.220614204943056258e+01 -2.365726113965322952e-01 2.796008539775460378e+00 1.063586711461983469e+00 1.481013237871438193e+01 1.550375999691037165e+01 1.553541902187852841e+01 1.493357704371533856e+01
1.178256709186391227e+01 -4.449670080454772858e-01 3.421234024606661706e+00 1.013729297667927298e+00 1.473822323296519166e+01 1.554877288321494611e+01 1.555194884979249714e+01 1.481115998344304252e+01
