weight logl m0 c1 c2 c3 m_100 m_200 m_300 m_400
0.000000000000000000e+00 -6.701642190753274917e+03 1.221619714892494279e+01 -2.281759648537050822e+00 9.170826664407432105e-01 -3.586719987183903946e+00 9.847436445633695357e+00 9.573866990401700861e+00 9.119471582528589693e+00 8.876913328115728419e+00
0.000000000000000000e+00 -6.690360387228212858e+03 1.779535370326687627e+01 9.361820118458197726e+00 -9.354560440234664043e+00 9.965507795219959775e+00 2.103708704100993288e+01 2.016341021299782099e+01 2.137385085210614477e+01 2.335401836069136294e+01
0.000000000000000000e+00 -6.651380234790389295e+03 1.040733099185419519e+01 7.023541590212033725e+00 -4.312336783780741811e+00 -6.496758093299774828e-01 1.258904198132026764e+01 9.960939225071626879e+00 8.308580354704552917e+00 8.092623698590102777e+00
0.000000000000000000e+00 -6.648318110845962110e+03 1.458912181873590086e+01 9.623507676786658749e+00 -3.085738709589711526e+00 -7.852702697123841169e+00 1.780928337604807510e+01 1.257743062168349368e+01 8.060276670118913245e+00 6.167224123551442005e+00
0.000000000000000000e+00 -6.567690500997265190e+03 1.496766344962270168e+01 -7.393933520778475099e+00 -1.865096039002070327e+00 3.898824458308354224e-01 6.923174840195848390e+00 8.854395691471658836e+00 1.126533326199405494e+01 1.322564787722295243e+01
0.000000000000000000e+00 -6.562448865261731044e+03 1.457526639387371148e+01 -1.661360869404809648e+00 6.995716313798830299e+00 1.730857056674025785e+00 1.984474556493054109e+01 2.161313427598445003e+01 2.173707545806833608e+01 2.032439913769944795e+01
0.000000000000000000e+00 -6.562149714922054955e+03 1.042585768713754568e+01 -4.152541422252582493e-01 -5.497644057096017889e+00 6.425644475970177183e+00 7.293844674429756481e+00 8.573699644298269362e+00 1.111000190053699299e+01 1.346081394933880482e+01
0.000000000000000000e+00 -6.344680604176991437e+03 1.701749347149361924e+01 7.755061177082442470e+00 -6.340671775781032693e+00 8.204348272869662395e+00 2.092924964704494428e+01 2.035669283801607321e+01 2.117988195324880607e+01 2.242556331009524939e+01
0.000000000000000000e+00 -6.329398778317452525e+03 1.186337412357717902e+01 7.483779098200724178e+00 -9.909263094558241391e+00 4.066529275922954767e+00 1.104310077253651379e+01 8.959727187060527953e+00 9.136806975400983077e+00 1.093245088142690946e+01
0.000000000000000000e+00 -6.325005035609579863e+03 1.854678452160313995e+01 6.493214529765801046e+00 4.132653400677966715e+00 -9.830560992568541323e+00 2.473256417573862720e+01 2.065523497050773472e+01 1.562643683872201095e+01 1.210156555001340806e+01
0.000000000000000000e+00 -6.274525386044029801e+03 1.560889269776649613e+01 8.468619378470812364e+00 4.655961352050898228e+00 -7.763520510925973284e+00 2.467084845091410017e+01 2.069251813111199567e+01 1.561583954180013478e+01 1.181545849950489391e+01
0.000000000000000000e+00 -6.263013054543677754e+03 1.409661129488435272e+01 6.896373988123048804e+00 4.327022604113073712e+00 -1.716017982532678232e+00 2.344411455195070459e+01 2.156567864461445794e+01 1.863973961713320548e+01 1.593838791400409605e+01
0.000000000000000000e+00 -6.209044747022458068e+03 1.595960907911366888e+01 2.712071185733922363e+00 -8.992040337137101602e-01 6.420897084271700805e+00 1.964401880663170630e+01 2.059983031534101627e+01 2.171296669535398394e+01 2.220215026967989047e+01
0.000000000000000000e+00 -6.200472666802953427e+03 1.488167984769438590e+01 -1.452476827712228413e+00 -6.515048538033985537e+00 2.054820250634683987e+00 8.517465855505609085e+00 8.731971063339123873e+00 1.047399201334670416e+01 1.278835204762243904e+01
0.000000000000000000e+00 -6.175926789245000691e+03 1.593560001164272677e+01 -7.667291935552955628e+00 4.936989935154937115e+00 -9.770600337313926076e+00 1.035406744608966179e+01 1.029597364253788072e+01 9.180748558602694231e+00 8.121780310937101177e+00
0.000000000000000000e+00 -6.109955520798044745e+03 1.419660470072853897e+01 4.294920016370067373e+00 5.225804731563151506e+00 -6.333920072096521636e-01 2.239298252319443705e+01 2.164323843124404334e+01 1.964375108578189355e+01 1.731407770177732530e+01
0.000000000000000000e+00 -6.105515227670513013e+03 1.701492821795191901e+01 6.612617363863066089e+00 -7.566386790601167256e+00 -4.699156485900228830e+00 1.464763690542515739e+01 1.060911411599586529e+01 8.337426810796937815e+00 8.621446604181159046e+00
0.000000000000000000e+00 -6.062622723733156818e+03 1.842859855126587476e+01 -3.705561407726154499e-01 -3.436142839901423329e+00 7.983762174759331032e+00 1.766114658058697984e+01 1.961009858968661490e+01 2.232155656301517865e+01 2.427808542220642352e+01
0.000000000000000000e+00 -6.016214706296276745e+03 1.065084252875417192e+01 -2.526297921301550176e+00 5.951184356028493383e+00 8.490311793593466660e+00 1.642969487153651187e+01 2.021938415327917937e+01 2.257524929605009589e+01 2.240883285116169077e+01
0.000000000000000000e+00 -5.991450851848494494e+03 1.925373603582958992e+01 -2.485281299288026879e+00 1.478688471621371292e+00 2.276483272906357769e+00 1.910448689469895811e+01 2.060578210276299060e+01 2.176081076315507801e+01 2.209074295437612179e+01
0.000000000000000000e+00 -5.942381992651426117e+03 1.446438122367544388e+01 -3.044511823638949011e+00 7.800687931509621365e+00 1.435348372582314624e+00 1.912768129769580838e+01 2.128906218563022890e+01 2.162674637874939876e+01 2.021905612359927318e+01
0.000000000000000000e+00 -5.900332748567459930e+03 1.515182687978450460e+01 -2.150732586557417392e+00 3.521391141220707510e+00 5.134623936712705117e+00 1.802839713878696060e+01 2.048303961012571861e+01 2.209249273393242419e+01 2.213121250472006807e+01
0.000000000000000000e+00 -5.899754716874140286e+03 1.288644517483891327e+01 8.667343407226091756e+00 5.357006611441228472e-01 -8.537391584500380048e+00 1.823641781681270402e+01 1.350096560075172114e+01 8.638852142135821310e+00 5.846969840676703001e+00
0.000000000000000000e+00 -5.889729089474079046e+03 1.038288854232571090e+01 6.306949607820847348e+00 -9.742569205959643597e+00 7.128937681137124116e+00 9.665392096334370464e+00 8.789596917562331413e+00 1.012393356885619866e+01 1.245621210720962324e+01
0.000000000000000000e+00 -5.826667602666722814e+03 1.140113936233145786e+01 6.066599496341243736e+00 -1.860311516603090354e-01 9.354261402866917763e+00 1.962760675670512711e+01 2.056833314520462608e+01 2.146161065616578156e+01 2.146359212917518278e+01
0.000000000000000000e+00 -5.824761435584929131e+03 1.041504665483023118e+01 9.180526793540391139e+00 4.830232264233934814e+00 9.952850744608525702e-01 2.310261988132379329e+01 2.141722080447460286e+01 1.853652833735356609e+01 1.558246488494723891e+01
0.000000000000000000e+00 -5.778434772919508760e+03 1.038872855359663205e+01 3.853637219656263824e+00 4.320863693512691839e+00 -7.920173050734042874e+00 1.503139656681726777e+01 1.224311358674065531e+01 8.463442026070413959e+00 5.610824894030541188e+00
0.000000000000000000e+00 -5.744562042152258982e+03 1.424801245539648775e+01 -9.928176860847333529e+00 -3.455543291226512714e+00 9.198982358448503760e+00 5.423393195988525761e+00 1.035019034157118689e+01 1.609337252815909380e+01 2.000746923426585155e+01
0.000000000000000000e+00 -5.743744524690501748e+03 1.584657030390769883e+01 -7.463821451897773684e+00 -5.363101518289406400e+00 5.308237662221397812e+00 6.250182967391006983e+00 9.176041127600020886e+00 1.337500507058304144e+01 1.689180407391510386e+01
0.000000000000000000e+00 -5.710112503213236778e+03 1.297430339909871222e+01 1.157302758380929220e-02 5.272998407882321104e+00 4.430948845579694151e+00 1.907643979784068122e+01 2.094182752949869553e+01 2.154176400508312383e+01 2.060505368664089687e+01
0.000000000000000000e+00 -5.708558108219518545e+03 1.874377270487732972e+01 -4.936812986794198999e+00 4.183968345015358636e-01 5.487972577426933896e+00 1.653796828394746399e+01 1.949646472949228482e+01 2.235337689937512096e+01 2.381739080650217488e+01
0.000000000000000000e+00 -5.706178340701926572e+03 1.700627186274744673e+01 -6.734585824830544354e+00 6.031455957346473440e+00 2.320797458951023629e+00 1.713921455386547521e+01 2.036062985070506670e+01 2.219070972756379234e+01 2.207390520245080268e+01
0.000000000000000000e+00 -5.705953808691771883e+03 1.551934858777592474e+01 -3.472599384537367051e+00 3.135298247335677857e+00 -9.354996920708916974e+00 1.218455854651925918e+01 1.087431638556323499e+01 8.903095815177380246e+00 7.596040960145728604e+00
0.000000000000000000e+00 -5.704307739189433960e+03 1.198574034821410805e+01 9.384762075740717080e+00 6.950655500693368793e+00 -7.034877933089934032e+00 2.411780528330069018e+01 2.036167262819771295e+01 1.495820047595628921e+01 1.043673751502355884e+01
0.000000000000000000e+00 -5.600438007790200572e+03 1.936499451363078350e+01 -7.783820989322593142e+00 2.791545073482286199e+00 3.464814795494422839e+00 1.608418715335101723e+01 1.953692991106752075e+01 2.235917602979800378e+01 2.346954136590890272e+01
0.000000000000000000e+00 -5.591146317492518392e+03 1.539945841896487266e+01 -7.400662048132844006e+00 5.170722240315191343e+00 5.569555791785527177e+00 1.523971347550886435e+01 1.945955857361379771e+01 2.247507732117950496e+01 2.310364508793704985e+01
0.000000000000000000e+00 -5.580047514685054921e+03 1.296367260929274323e+01 -8.821494702783894581e+00 5.931823834874300871e+00 8.147350721647740102e+00 1.305860453309035663e+01 1.848660745054723265e+01 2.252458052532388422e+01 2.351499687063437705e+01
0.000000000000000000e+00 -5.562858870954305530e+03 1.902191580471076549e+01 -4.685136051236257870e+00 -7.378492927074999486e+00 1.713774815188529033e-01 8.431438719646068947e+00 8.905689914561515153e+00 1.114061776849446339e+01 1.408394688898969527e+01
0.000000000000000000e+00 -5.555095789063810116e+03 1.309261315496794964e+01 -6.396095702196635813e-01 -8.340578410111756824e+00 7.380102781538433021e+00 7.563593655082729406e+00 8.840350539105893191e+00 1.203734556262617161e+01 1.532733766868982528e+01
0.000000000000000000e+00 -5.541102778423490236e+03 1.099716579617995116e+01 -2.683072222454554456e+00 4.644177368686611018e+00 9.262316039770126963e+00 1.573486876913664112e+01 1.963185625779323829e+01 2.239853713783559286e+01 2.271320346003187751e+01
0.000000000000000000e+00 -5.538729236859851881e+03 1.516916373928766859e+01 9.758856372896463682e+00 -1.017721228098210418e+00 9.812029565400504083e-01 2.320173839046550768e+01 2.066561778162541074e+01 1.830517327780644266e+01 1.685380515923712608e+01
0.000000000000000000e+00 -5.523581032810603574e+03 1.207618266403135543e+01 9.929064645266432620e+00 -4.083548046846559032e-01 -6.851356048851984681e+00 1.825386996274109919e+01 1.353455248473319728e+01 8.893005657771805517e+00 6.320899682138932718e+00
0.000000000000000000e+00 -5.521939202949572064e+03 1.297691426142516669e+01 -3.215967158172698959e+00 -5.573429156770548509e+00 6.021760685414786707e+00 7.175278702260711405e+00 9.105284903750199277e+00 1.232849377394053647e+01 1.518298545729133942e+01
0.000000000000000000e+00 -5.478274270738013001e+03 1.988902215666310980e+01 -6.341141247834393369e+00 -5.328383242770142303e+00 -2.569443673121794447e+00 8.756526710852234885e+00 9.156095963359968337e+00 1.086054721426198633e+01 1.322957053328316590e+01
0.000000000000000000e+00 -5.461394073127916272e+03 1.673657397866158902e+01 5.330850647449548063e+00 5.388961233725790834e+00 -7.552251829087870405e+00 2.374491756966338585e+01 2.077818728820186323e+01 1.655815054467752034e+01 1.317434454409589506e+01
0.000000000000000000e+00 -5.442689967713580700e+03 1.992516272644947861e+01 9.028984128263314091e+00 -7.842029331539408510e+00 -7.905678133531071516e+00 1.840604874587443973e+01 1.276445292095417372e+01 8.959141640696532960e+00 8.484993493311383972e+00
0.000000000000000000e+00 -5.438501674192279097e+03 1.088073772844031595e+01 6.515649672011630145e+00 6.973107151819085914e+00 -6.216500289007278468e-01 2.258270362947173737e+01 2.142873637214148275e+01 1.860120070877583132e+01 1.537028827441153744e+01
0.000000000000000000e+00 -5.420275310898787211e+03 1.654184977182642058e+01 9.426596671644549730e+00 2.230503365881482125e+00 -9.319169875237632183e+00 2.380371295433441503e+01 1.883751078340340257e+01 1.334649140210587248e+01 9.851299705102459114e+00
0.000000000000000000e+00 -5.418810064870465794e+03 1.973955293492635477e+01 1.560343678290614378e+00 -7.304360732719732852e+00 9.145240139367793120e+00 1.763950045182993875e+01 1.892845701773986988e+01 2.187069273440908646e+01 2.466564389394651258e+01
0.000000000000000000e+00 -5.416771018969457145e+03 1.398714618552525479e+01 1.404196878622993694e+00 -3.657479742124392530e+00 -1.978971009040167317e+00 1.135615321692278812e+01 9.981048310893179121e+00 9.468871837353763254e+00 9.979838957897197105e+00
0.000000000000000000e+00 -5.414291384874445612e+03 1.693308044721992900e+01 9.731911049289642790e+00 1.306263567010358173e+00 -8.173829480849317264e+00 2.402058144756843205e+01 1.918436825582249128e+01 1.403196373422536958e+01 1.086861080771711663e+01
0.000000000000000000e+00 -5.400761377024314243e+03 1.334616353577466796e+01 7.180101835578533098e+00 6.732641205402856599e+00 -5.964529168936198111e+00 2.368771706457014403e+01 2.081608683260474635e+01 1.635505780559922684e+01 1.243690879434566732e+01
0.000000000000000000e+00 -5.399639350982761243e+03 1.636710958064202970e+01 5.869690178568745864e+00 -6.703242377198392887e-01 2.352735389154741341e+00 2.171935526797542337e+01 2.068393854695154133e+01 1.975744160975852992e+01 1.910764895049895529e+01
0.000000000000000000e+00 -5.396677368673031197e+03 1.840457290022580850e+01 1.388183044005442568e+00 1.151317500236412883e+00 5.806571731312928364e-01 2.083418604857753920e+01 2.075005235623093114e+01 2.038371223520916686e+01 1.987140958175893246e+01
0.000000000000000000e+00 -5.311696923923638678e+03 1.121967332550464391e+01 -7.916796412500959335e+00 7.876976510580266932e+00 -5.969374024081803398e+00 9.246560379895411685e+00 1.067426172030230092e+01 1.033291912231004162e+01 8.956505176113591205e+00
0.000000000000000000e+00 -5.310977271972788913e+03 1.527431157544059559e+01 7.220071163910755985e+00 -7.779566364658414557e+00 -2.073311151800558250e+00 1.410745321273620689e+01 1.061641295630998094e+01 8.923191603486650081e+00 9.459585280161917353e+00
0.000000000000000000e+00 -5.308271794240502459e+03 1.054546153634472283e+01 4.153463960129382571e+00 -9.618004499963316078e+00 8.990533483663963210e+00 8.641820314232687039e+00 8.899694477226553602e+00 1.134015263073892044e+01 1.426449062698403125e+01
0.000000000000000000e+00 -5.277941023025945469e+03 1.276865983084867473e+01 -6.601284853761972826e+00 -2.538930467018278847e-01 1.919512508947482488e+00 7.342161039178016324e+00 9.675128315222151443e+00 1.209544043165595717e+01 1.364079166727420933e+01
0.000000000000000000e+00 -5.276382538606132584e+03 1.925618471159979350e+01 -5.273250801358204676e+00 -3.363855211433179448e+00 -5.000303923108382342e+00 1.001060440183784017e+01 9.661103575542053790e+00 1.016286629898187854e+01 1.150194257714355750e+01
0.000000000000000000e+00 -5.252117158268518324e+03 1.406598907361610173e+01 -1.516995185966848680e+00 8.421425767099776749e+00 -4.434621560916180982e-01 2.001515659242107148e+01 2.129833735569868125e+01 2.061402101916853979e+01 1.852507687060307973e+01
0.000000000000000000e+00 -5.239715588145336369e+03 1.862248335784934383e+01 9.024689253373423981e+00 -1.286873261885707720e+00 -4.780120191558405729e+00 2.389920418864790008e+01 1.991007136922213405e+01 1.619826806043396061e+01 1.428319395402055747e+01
0.000000000000000000e+00 -5.237178612619981322e+03 1.540001055138845665e+01 3.673338023081850423e+00 -7.647666875288440025e+00 -3.377804795094139223e-01 1.178301638336533408e+01 9.775461593512456915e+00 9.545436247661765350e+00 1.092081787852549368e+01
0.000000000000000000e+00 -5.208254728857949885e+03 1.887435753741824129e+01 8.803216157975942480e+00 -5.816353823004223322e+00 2.729003061679012632e+00 2.239623187387995884e+01 2.005264824566204851e+01 1.900776589973233044e+01 1.926694942984120473e+01
0.000000000000000000e+00 -5.147582377753024048e+03 1.416464717012858898e+01 -5.027679381319689611e-01 -8.319444711068220144e+00 5.789766749441058735e+00 8.258733893902155287e+00 9.051929335983579961e+00 1.176898935283289127e+01 1.484037338921328342e+01
0.000000000000000000e+00 -5.144913977626285487e+03 1.435446246869443598e+01 1.064081614784752716e+00 6.005136199366862826e+00 1.957125653413491762e-01 2.065656386061018424e+01 2.112370246323531831e+01 2.017214901865547461e+01 1.833648204142575011e+01
0.000000000000000000e+00 -5.139091616891516423e+03 1.228740581785528541e+01 6.874598271556241258e+00 -3.416290011433656737e+00 -2.903588089932775951e+00 1.439669510800719365e+01 1.127965523160729333e+01 8.941988259645373915e+00 8.242108797736966253e+00
0.000000000000000000e+00 -5.133016752967831053e+03 1.652729619205911860e+01 7.450335486438611099e+00 -1.985083169376505197e+00 2.249518619994812951e+00 2.208067620405957854e+01 2.042547193297397357e+01 1.917942945648310271e+01 1.858109427101251043e+01
0.000000000000000000e+00 -5.133011598228225921e+03 1.843817334360407045e+01 -1.922596323131347873e+00 -7.972151397006426166e+00 -1.305651614265244120e-01 9.663700826918333320e+00 9.220716556872188718e+00 1.066337543822739597e+01 1.321205881808159432e+01
0.000000000000000000e+00 -5.131706773196865470e+03 1.484261039145346928e+01 9.838498480121717904e+00 2.148894846863322883e+00 -4.993699647244820738e+00 2.380023096085646372e+01 1.993002427059661130e+01 1.552617177333189957e+01 1.248377733175999538e+01
0.000000000000000000e+00 -5.123231203387343157e+03 1.398718355368310995e+01 -1.358440291077014805e+00 -8.904746305218569802e+00 7.935178303579132120e+00 7.506128386989929346e+00 9.071430493944601992e+00 1.269052180313402189e+01 1.633751530463145230e+01
0.000000000000000000e+00 -5.119266196601862248e+03 1.098502923321768066e+01 -3.726902923882110308e+00 -4.230389348802186866e+00 8.442459533985775977e+00 6.703608767894957410e+00 9.614769546053938853e+00 1.349221989526774657e+01 1.635724646183422237e+01
0.000000000000000000e+00 -5.108365737074081153e+03 1.101321472050350536e+01 -4.914095811259453939e+00 9.074145378423629893e+00 -9.063408705058337844e+00 1.174198757934994219e+01 1.160957506350859170e+01 9.427316471531725028e+00 6.788502849680145168e+00
0.000000000000000000e+00 -5.104783982342659328e+03 1.981085310838560787e+01 9.497412126039602498e+00 -3.021859790742221108e+00 -4.995158140843094507e+00 2.390381757154013442e+01 1.951974839747845891e+01 1.581921789603427442e+01 1.426817931519696359e+01
0.000000000000000000e+00 -5.102617418194001402e+03 1.728089062343410376e+01 -7.470747016019601006e+00 -1.317393244974951472e+00 -2.869821765734075214e+00 8.593689346503168736e+00 9.691625373458233383e+00 1.116028989426687090e+01 1.260097380032231129e+01
0.000000000000000000e+00 -5.102557520540535734e+03 1.688740980024295624e+01 6.938951529353449388e+00 2.789202726679821609e+00 -5.862228049662922658e+00 2.356928899851707371e+01 2.032967832938755492e+01 1.642822220603093797e+01 1.365600369105559864e+01
0.000000000000000000e+00 -5.096796402723224674e+03 1.447689218152050117e+01 8.391619888699040075e+00 4.017046147879462126e+00 -5.504931031430642108e+00 2.364031208201619449e+01 2.024480362638406916e+01 1.588819848238368593e+01 1.254410505471035897e+01
0.000000000000000000e+00 -5.063903361076811052e+03 1.148649920212849729e+01 6.036594725349406332e+00 2.511001794471761528e+00 5.124567421468718464e+00 2.069343011293758394e+01 2.076708803666952718e+01 2.018466075669334359e+01 1.895103045547758569e+01
0.000000000000000000e+00 -5.059276336770768467e+03 1.798218993209880523e+01 -6.812088047190460571e+00 8.847051973348190046e-01 6.340666204042989307e+00 1.480980585450640774e+01 1.858096332790644212e+01 2.214699662145533310e+01 2.393754109783321127e+01
0.000000000000000000e+00 -5.023537507325069782e+03 1.380459762953430314e+01 9.773781516824548987e+00 1.701758176494262642e+00 -1.741097235742332217e+00 2.336647435088018199e+01 2.037842510229666360e+01 1.694296331645581333e+01 1.441840639312462358e+01
0.000000000000000000e+00 -4.988984349343771100e+03 1.378752147741658085e+01 6.895305434243397258e+00 3.815292818075517900e+00 -1.609137822085921599e+00 2.271718069565616815e+01 2.080903702464552651e+01 1.797302435041548563e+01 1.542565383922116062e+01
0.000000000000000000e+00 -4.938016458895188407e+03 1.462135378997461999e+01 4.102228483881411591e+00 8.505163974587791387e+00 -7.979939435724441310e+00 2.315663155706394249e+01 2.077456718276615533e+01 1.641666141764275011e+01 1.235523332448842737e+01
0.000000000000000000e+00 -4.918206249689523247e+03 1.034830308437460111e+01 2.355660658486424808e+00 -5.842320074423139609e+00 5.833734511284045965e+00 9.165273252444958274e+00 9.473102264919798898e+00 1.110549739653401957e+01 1.295729534909202485e+01
0.000000000000000000e+00 -4.917885617313777402e+03 1.782951193380312205e+01 -9.127584010553349003e+00 2.965660251108445777e+00 5.213280078976490373e+00 1.408413754280041985e+01 1.842102683897650195e+01 2.208410877148054041e+01 2.360627171403373836e+01
0.000000000000000000e+00 -4.912711710450856117e+03 1.706318560770998971e+01 -1.624124509241656966e+00 9.942141792779850107e+00 -7.654456771785111968e+00 2.191877181882971115e+01 2.137758337491138150e+01 1.855478452360454966e+01 1.521914130598644022e+01
0.000000000000000000e+00 -4.905331639385924063e+03 1.712750161709932684e+01 9.741241546739505708e+00 -6.383236138226129341e+00 -6.090019199493343471e+00 1.811379122959946386e+01 1.295884377790592268e+01 9.282410519697766205e+00 8.484187675390415961e+00
0.000000000000000000e+00 -4.860649943789274403e+03 1.059375936896341486e+01 2.706930423594389623e+00 5.041171759125081309e+00 5.563303647002621588e+00 1.923757580178539683e+01 2.065108165490559955e+01 2.083098770939293587e+01 1.958103144433182052e+01
0.000000000000000000e+00 -4.858305063644929760e+03 1.163740525546939608e+01 -5.904695402164180429e+00 6.288527335223506043e-01 2.151643084453375820e+00 7.680026678111653737e+00 9.989916690794583332e+00 1.217421027117029197e+01 1.337135317857036299e+01
0.000000000000000000e+00 -4.803789725385824568e+03 1.711605262063682176e+01 -5.903144277593490585e-01 -2.921404646755441092e+00 -5.395002209767918444e+00 1.226547063582537334e+01 1.056436992513296680e+01 9.585202293632359982e+00 9.869238552905301276e+00
0.000000000000000000e+00 -4.795574986396401073e+03 1.247601274904462798e+01 3.960096402764527568e+00 -5.860431300014393941e+00 1.605388224591504098e+00 1.132016633652987814e+01 9.991218511681008607e+00 1.000660548275432404e+01 1.106281047935026507e+01
0.000000000000000000e+00 -4.780350655240225024e+03 1.817056560573831803e+01 -2.217426513715055059e+00 4.132667170897404318e+00 -6.385979317845880132e-01 1.965343715920202072e+01 2.057096638555141510e+01 2.053417789780807823e+01 1.973846097420087276e+01
0.000000000000000000e+00 -4.727050880464090369e+03 1.600628193042885172e+01 -7.399985266490306302e+00 -1.283801891577418530e-01 9.421162624040530176e+00 1.242112642557360402e+01 1.710380777734228275e+01 2.180471017042393456e+01 2.434809893165827788e+01
0.000000000000000000e+00 -4.722824259590460315e+03 1.943568288252361853e+01 5.412284681694325528e+00 -5.314615205225578620e+00 -8.259554520342149431e+00 1.684039113867445536e+01 1.239411122368309215e+01 9.213631720510374379e+00 8.685124375991488677e+00
0.000000000000000000e+00 -4.711543060420541224e+03 1.349031251281329169e+01 -9.017903445690201636e+00 5.571644419021279049e+00 -4.922614309175921576e+00 8.850860714946282570e+00 1.060660550123994028e+01 1.113539497039327131e+01 1.072663085176764852e+01
0.000000000000000000e+00 -4.711427547101375239e+03 1.087418112979237783e+01 -8.679289912602643042e+00 9.843074151963023155e+00 5.903684347421037870e+00 1.381786280619979124e+01 1.903376540720374521e+01 2.195289384620157946e+01 2.157337757758916297e+01
0.000000000000000000e+00 -4.706539942205003172e+03 1.208070622782944881e+01 -8.530894691216877490e+00 5.744209198688270845e+00 8.474308262313861917e+00 1.237266999871097006e+01 1.779059402246438992e+01 2.185892783623101110e+01 2.288452243565353328e+01
0.000000000000000000e+00 -4.696235405001822073e+03 1.785788545057201304e+01 6.433874254018355998e+00 -5.797225410533127565e+00 6.037623164197906789e+00 2.037985534021856893e+01 1.962500559671400069e+01 2.015880887480989614e+01 2.125004385649274496e+01
0.000000000000000000e+00 -4.693444217772936099e+03 1.620534582921081324e+01 2.237273316842349757e+00 -9.301710163095544104e+00 2.051180946928560900e+00 1.063692314930667493e+01 9.504714659867694593e+00 1.053311255631220433e+01 1.291753639247390240e+01
0.000000000000000000e+00 -4.667645810081885429e+03 1.539495166129023929e+01 -9.323051064419122014e+00 -2.175086664886819676e+00 4.357336904594779625e+00 6.662500906874962325e+00 1.020800711110079639e+01 1.429402920712544756e+01 1.717129405966650069e+01
0.000000000000000000e+00 -4.652884694110437522e+03 1.790603836698304363e+01 3.794134880627987982e+00 3.218459140015820452e+00 -4.799058761528947059e+00 2.253660460135638033e+01 2.051498036255502555e+01 1.774293934725757893e+01 1.557255406961374788e+01
0.000000000000000000e+00 -4.649782022263882027e+03 1.844629193587618943e+01 4.774301301211984594e+00 -7.819858067032285476e+00 -4.251344416496596779e+00 1.437838806898845334e+01 1.094362325313159090e+01 9.343481831041124508e+00 1.009809526597979357e+01
0.000000000000000000e+00 -4.600421657253863486e+03 1.270391633345353100e+01 8.709711678225982467e+00 2.230391060098568801e+00 3.748601083586038385e-01 2.248022237307503701e+01 2.044437871247602700e+01 1.783067180638778382e+01 1.561030829979282686e+01
0.000000000000000000e+00 -4.593046923657344450e+03 1.454085357187814509e+01 -3.240103692250713152e+00 1.375373135923414480e+00 -5.273434978195221667e+00 1.118320095463955077e+01 1.075250448152696947e+01 1.004891841180397982e+01 9.663124218258840159e+00
0.000000000000000000e+00 -4.587852942578978400e+03 1.119918102716639297e+01 7.876295342761565621e+00 -8.596294312148456740e+00 4.340660035201828748e+00 1.197299015721041648e+01 1.001284472009387905e+01 1.000065567589878057e+01 1.139186566320470995e+01
0.000000000000000000e+00 -4.569765426166283760e+03 1.411290172608745053e+01 -2.756301335630992888e+00 -2.032654468278751736e+00 -5.841862378623901009e-01 9.697005559003763153e+00 1.005413912609590277e+01 1.090870787896488991e+01 1.192282341066904294e+01
0.000000000000000000e+00 -4.564326177750423085e+03 1.324606725761257309e+01 1.424066037482358382e+00 -6.662491396080802986e-01 -3.954754124613499400e+00 1.263091763836150783e+01 1.104487820298994016e+01 9.630372742853600343e+00 9.079938983349926218e+00
0.000000000000000000e+00 -4.529687606752371721e+03 1.601988687307891013e+01 8.301920793128793719e+00 2.591591783589494824e+00 -9.501209187906420439e+00 2.254878697455749403e+01 1.788407347539822467e+01 1.261740998502746081e+01 9.214100361324875976e+00
0.000000000000000000e+00 -4.519602957979796884e+03 1.846418809250798176e+01 -4.097365328522664107e+00 2.061151555587031226e+00 2.632011377562811560e+00 1.752172473273320819e+01 1.963655754950681853e+01 2.127567008076411526e+01 2.179183298558922388e+01
0.000000000000000000e+00 -4.502821429966975302e+03 1.054675371385157057e+01 -1.927512084753873367e+00 -5.046344537136615571e+00 9.120157233731220003e+00 7.353228394591086570e+00 9.862968984003057216e+00 1.351610924612772635e+01 1.634528787240391523e+01
0.000000000000000000e+00 -4.487988874681488596e+03 1.328150934037330622e+01 8.149899940860585446e+00 -9.422944764668095274e-01 4.770137306690893197e+00 2.119083568400792927e+01 2.017561357917568898e+01 1.930545390615076684e+01 1.858308517345563615e+01
0.000000000000000000e+00 -4.482037496271474083e+03 1.873344888913551642e+01 -8.274920781751742282e-01 -2.312497183581683657e+00 5.410629242047249932e+00 1.771899222487807535e+01 1.920076491311064970e+01 2.119889348963035758e+01 2.262948881406547130e+01
0.000000000000000000e+00 -4.474806708654667091e+03 1.829842987938254595e+01 -3.310310865259843638e+00 -7.754424467860172143e+00 1.552548129078479278e+00 9.037873800783717826e+00 9.477868419528007848e+00 1.175059263006524901e+01 1.469967996172683122e+01
0.000000000000000000e+00 -4.473335530488078803e+03 1.975326674617661737e+01 9.141144063076918513e+00 -6.655151505311744486e+00 1.381504347540264632e+00 2.239565627334797426e+01 1.948042412328060635e+01 1.806698443867528425e+01 1.833533698159581959e+01
0.000000000000000000e+00 -4.462182010734165488e+03 1.175298987427004604e+01 7.527641283124552274e+00 6.696000247289678242e+00 -4.461228557470344747e+00 2.285696060970193955e+01 2.030886345500198331e+01 1.616903628447430918e+01 1.237184622937954614e+01
0.000000000000000000e+00 -4.442830539585992483e+03 1.149371097673491704e+01 9.974865825936035435e+00 5.047206497082239451e+00 -5.386418548707723630e+00 2.300192920013757814e+01 1.932395142793107823e+01 1.443272219381467991e+01 1.051852920620863685e+01
