"m0_mean","m0_stdev","m0_median","m0_errlo","m0_errup","c1_mean","c1_stdev","c1_median","c1_errlo","c1_errup","c2_mean","c2_stdev","c2_median","c2_errlo","c2_errup","c3_mean","c3_stdev","c3_median","c3_errlo","c3_errup","m_100_mean","m_100_stdev","m_100_median","m_100_errlo","m_100_errup","m_200_mean","m_200_stdev","m_200_median","m_200_errlo","m_200_errup","m_300_mean","m_300_stdev","m_300_median","m_300_errlo","m_300_errup","m_400_mean","m_400_stdev","m_400_median","m_400_errlo","m_400_errup"
1.163305929382882375e+01,1.551679173438319737e+00,1.117938716500698959e+01,1.030292202996460382e+01,1.293185550333751088e+01,-1.732505009431587265e-02,1.485119131049920771e+00,3.239208451700452684e-01,-1.289478303801788073e+00,1.268079728208551415e+00,2.967933524702876191e+00,6.610530658577733476e-01,2.971227606416917411e+00,2.291296309479973203e+00,3.598013632246367166e+00,1.487837374226290699e+00,1.461482155307719522e+00,1.822605821824916816e+00,2.275714978757292783e-01,2.740238551545621348e+00,1.471999220798115715e+01,9.198180936546822284e-02,1.471935386170022753e+01,1.462863802384361733e+01,1.481183856938860011e+01,1.549290362860296710e+01,7.948843728198630443e-02,1.548987564774413350e+01,1.541532374553900198e+01,1.557066247555046878e+01,1.555963869050017934e+01,6.588760979190989853e-02,1.555867884109587251e+01,1.549369575983002534e+01,1.562355261491619096e+01,1.491869465621484636e+01,1.731531612267701858e-01,1.491329601792206105e+01,1.474500245690494893e+01,1.509410675449696093e+01
