m0 p a1 a2 b1 b2 m_100 m_200 m_300 m_400
1.508149290667424047e+01 1.976541943063368763e+02 -1.042884824047423109e-01 1.167966739697565259e+00 -1.963604374051435286e-01 7.737512138679356610e-01 1.641539480784340910e+01 1.623283685971437507e+01 1.651756630340337040e+01 1.629296635297554730e+01
1.501149581815662160e+01 1.987009144978649147e+02 -2.089294411668980445e-01 1.208360680297817069e+00 -2.088337900122638757e-03 7.969546611494493504e-01 1.646049410347564290e+01 1.607234395180597986e+01 1.651731923587189854e+01 1.612554780141260835e+01
1.497187894574052791e+01 1.978160382948936444e+02 -4.355720717921229834e-03 1.088770688598788894e+00 -2.862050378325875499e-03 9.296998945593255570e-01 1.612692378256451065e+01 1.617421516353033084e+01 1.623387037615510309e+01 1.626896542089640008e+01
1.517078588647239812e+01 1.967900922295233102e+02 -1.725424163641928743e-01 9.857774516738242454e-01 -6.891939192356844046e-02 8.804464078524016912e-01 1.641731332981967739e+01 1.613644699673806215e+01 1.655785443625927300e+01 1.624283723093827447e+01
1.505113466382625731e+01 1.986475320202428634e+02 -1.218720677302513877e-01 1.028392715714376848e+00 -1.365487843688324432e-01 8.088498680245876926e-01 1.623794186648664706e+01 1.601728374685111689e+01 1.630496648777776159e+01 1.606914435940497299e+01
1.516972635903345257e+01 1.986421719687102723e+02 -4.024882305756882772e-02 1.191957769301536629e+00 2.119731649722744748e-02 7.985223683341544643e-01 1.643465452459145482e+01 1.638649501128834274e+01 1.649320709324560141e+01 1.644236502226698704e+01
1.511304262586066827e+01 1.010290830981222996e+02 1.409905378006712340e+00 3.592748285633362570e-02 4.396196978892206175e-01 -1.872164121875030673e-02 1.652996815410247322e+01 1.649479252714552047e+01 1.645347455922536994e+01 1.640617328234060679e+01
1.510079111080564473e+01 9.940572414088296682e+01 1.165273550558277194e+00 -7.613773898503772841e-02 7.395950706528520158e-01 1.709319565187215062e-01 1.622992358656949463e+01 1.626859419336554424e+01 1.630582749997515535e+01 1.634151310542788238e+01
1.511501511691649924e+01 1.015187148829616604e+02 1.172020819824847848e+00 1.937874999778816942e-01 4.405095050509650889e-01 1.283567375639478314e-01 1.640690198551808265e+01 1.631718080467289766e+01 1.621333050633200656e+01 1.609727032055875284e+01
1.499528908809192629e+01 1.989015055616286816e+02 -1.674330589502446287e-01 1.156483460083506998e+00 8.496625330453433378e-02 7.718650987286466147e-01 1.634378903507155201e+01 1.603812976079062125e+01 1.638850529456383498e+01 1.608630558544345135e+01
1.499592402720617912e+01 1.963311701703206040e+02 -2.165903734124405844e-01 1.020231176902894887e+00 -1.464051860740607225e-01 1.052673875115921476e+00 1.635725251468677044e+01 1.600083562132484261e+01 1.655558114299381955e+01 1.613739572119501275e+01
1.501096786707502773e+01 1.011410003390898282e+02 1.457535303346809030e+00 2.136232372737190133e-01 4.851658672764855851e-01 1.225963139280814573e-01 1.662464074023899130e+01 1.655613044919297749e+01 1.647729097858667302e+01 1.638892119215618592e+01
1.504682039555574846e+01 9.978450666940446467e+01 1.123460774326641598e+00 -3.842397124742547021e-05 8.090239903503935182e-01 -7.391868111376354022e-02 1.617911094321523890e+01 1.618777179532033017e+01 1.619622481459830254e+01 1.620446955003997402e+01
1.515480368648832155e+01 1.974078028947518817e+02 -7.304164009664404489e-02 1.071924155036455772e+00 -1.221415781915222709e-01 9.712460889284013632e-01 1.638114065975450018e+01 1.628884846895522287e+01 1.651957276780145989e+01 1.639151484085841304e+01
1.500769800258377806e+01 9.712735648000148103e+01 1.033176142121680741e+00 -1.542948174162397379e-01 1.295624956992471155e+00 -9.626582745083389625e-02 1.608375007269356516e+01 1.626211823423113501e+01 1.641554403424934705e+01 1.653625415523941911e+01
1.511564608597465131e+01 1.020127566707284927e+02 1.272485944524671453e+00 5.151921766128175761e-02 4.122963107770019064e-01 -1.095524768686253481e-01 1.640421360604543821e+01 1.634547827058165481e+01 1.626340256561542219e+01 1.615857507020436046e+01
1.498921173116891836e+01 1.977198726570032363e+02 -1.401336612176287133e-01 1.070688664499714449e+00 -5.872304474975464927e-02 8.811086768055247376e-01 1.626304753951274051e+01 1.603190111761977121e+01 1.637040678657654169e+01 1.611991300515223458e+01
1.500699883641155274e+01 1.001768163594173586e+02 1.398766290956332980e+00 8.482206517708590354e-02 8.312126494416354205e-01 1.550223834654733679e-01 1.647782413546222458e+01 1.646485016425952708e+01 1.645166816556340450e+01 1.643828106571793768e+01
1.506433682529378260e+01 1.973438850597023588e+02 -2.701316636665218596e-02 1.169453358323032433e+00 -1.562640993904746978e-01 9.509473878106717848e-01 1.634352873654822247e+01 1.633705983172677989e+01 1.648159878791761912e+01 1.643016297106929358e+01
1.509354547461220264e+01 1.991975644516063824e+02 -9.394669475718231411e-02 1.272515885720146400e+00 -2.409134004507507143e-02 7.053176199154798098e-01 1.647774807344141124e+01 1.630559402755818965e+01 1.651069308579828032e+01 1.633578649755322232e+01
1.509985207246419492e+01 9.965043440602505598e+01 1.288816201792551297e+00 1.260897230553652548e-01 8.379350564743397456e-01 9.282318492411611999e-02 1.653688030332961745e+01 1.655811501909252215e+01 1.657844641555186627e+01 1.659785958118660076e+01
1.504748953248036791e+01 1.967426957266645218e+02 -7.492297583821816431e-02 1.066454212940959323e+00 -1.499034212755585571e-01 1.015513874750462620e+00 1.629624262293641834e+01 1.621062008709570890e+01 1.647153921042232483e+01 1.632914314264362332e+01
1.514651620827803669e+01 1.974288332906980941e+02 -3.352549286363881720e-02 1.041507783646922647e+00 -7.228618315428114727e-02 9.564404613081194384e-01 1.629916907951365701e+01 1.629061460810775230e+01 1.643136173674926681e+01 1.639536900919807394e+01
1.500714680233512155e+01 1.968262350415315893e+02 -2.882280675874611120e-01 1.070365771539847799e+00 -4.193175377111479918e-02 9.346161108058943512e-01 1.645653364585415801e+01 1.595270980904427738e+01 1.659942183145442485e+01 1.606852187172377455e+01
1.490253085713374404e+01 1.994894702172175869e+02 -1.982472400691808190e-01 1.337265590892062761e+00 -1.532107442960892740e-01 8.424208654943043939e-01 1.645264157492038848e+01 1.606550714388701095e+01 1.648074757952988278e+01 1.608810673432753191e+01
1.518287424695571808e+01 1.985020860578293025e+02 -1.352029057464552153e-01 1.312331131713861510e+00 -5.802672861219804190e-02 8.333216150936824107e-01 1.666976684087229543e+01 1.643041122990710790e+01 1.673906919406693561e+01 1.648868188111427102e+01
1.512616815177301355e+01 1.988059689507163341e+02 -7.820387659541339076e-02 1.203242606509283164e+00 4.704116814414582848e-02 9.214686332292068016e-01 1.644062162736789645e+01 1.631909264918188995e+01 1.650122285661189281e+01 1.637986030684161776e+01
1.503234645556850246e+01 1.998426634078626876e+02 -1.329046104553981422e-01 1.268796386886958061e+00 -1.366095744837174664e-01 7.593589582900133195e-01 1.643812576587974661e+01 1.617501460971132587e+01 1.644618643494057153e+01 1.618166933558666543e+01
1.505816755641785676e+01 1.992227069413709160e+02 -2.229785504745809277e-01 1.102011966530717757e+00 5.319381528483191346e-02 8.625534126708984672e-01 1.640330128808168553e+01 1.597952104540791396e+01 1.644145127829771269e+01 1.601922730706831288e+01
1.511125324383921509e+01 1.014532082242106412e+02 1.389063920347563652e+00 1.332960046532054577e-01 5.759584494731591064e-01 -1.203441253701775793e-01 1.659561659382616128e+01 1.654190703129070883e+01 1.647256909370029376e+01 1.638794469645814189e+01
1.505215490603831618e+01 1.977751993019491294e+02 9.016133906100520790e-02 1.135416886254660085e+00 1.546873094293133022e-02 1.020867747470342479e+00 1.616618056506256806e+01 1.641110545183543579e+01 1.628569787132147795e+01 1.651872862804344422e+01
1.500164494140919302e+01 1.988827535497017038e+02 -9.379832046776392929e-02 1.230657190504512499e+00 -1.047714059260229646e-01 8.373366034418445736e-01 1.635671717911536405e+01 1.619086083048305724e+01 1.641312011035127227e+01 1.623693001768940292e+01
1.497408579160455666e+01 1.975530329173437849e+02 -2.001890598451900871e-01 1.187413278743642664e+00 -5.312928418506857042e-02 8.954282506862334401e-01 1.642962649393937014e+01 1.608224325323230630e+01 1.654146482922486072e+01 1.617269050099762140e+01
1.507198248824570541e+01 9.942136271420679350e+01 1.133853356855443195e+00 -1.787201429418949772e-02 7.977417065039951183e-01 4.146268885885007194e-02 1.621944899673410134e+01 1.624945920095532159e+01 1.627794166018417954e+01 1.630484538440076392e+01
1.503902095681024775e+01 1.011334514277567251e+02 1.307622880402343313e+00 1.397934323524641087e-01 5.776217768538867148e-01 -4.076810516568052378e-02 1.644689332043934016e+01 1.639823117421990517e+01 1.634066999937234499e+01 1.627451588285406459e+01
1.509638356882735621e+01 1.995120353759825775e+02 -1.263066498565237339e-01 1.307349174222878219e+00 -1.149083940728168329e-01 8.330875912396571437e-01 1.654356605725983442e+01 1.630065848498616177e+01 1.656965873944893985e+01 1.632266266579594216e+01
1.502638269944160676e+01 1.981705637840032068e+02 -7.256825025305246868e-02 1.180368160157858171e+00 -7.466345782650662954e-02 9.472836114737415159e-01 1.633438402178058269e+01 1.623168875920537957e+01 1.643171485689424927e+01 1.631221842295113689e+01
1.503653101775815060e+01 1.969037665154044703e+02 -1.218129561593723764e-01 1.085466061933317405e+00 6.971049877847690368e-03 1.001796642017016126e+00 1.633684073752283439e+01 1.617701346836210874e+01 1.648671776330546379e+01 1.630594060406809831e+01
1.499864275284543780e+01 1.992434158138106852e+02 -1.299340546905565219e-01 1.204028536031112040e+00 -2.483699492995050662e-02 7.820553653464550337e-01 1.635120702948250937e+01 1.610811518317246538e+01 1.638625736473188610e+01 1.614074453136336018e+01
1.505641812780397260e+01 1.010371852538738722e+02 1.258885002828458610e+00 1.288001503773408274e-01 6.137551080783474333e-01 1.189080102157547003e-02 1.639932645979083858e+01 1.634739255122799406e+01 1.628857605251868890e+01 1.622320523916922852e+01
1.504204598185497765e+01 1.988069152598730511e+02 -4.173520738695657428e-02 1.230863903151750094e+00 -1.574188456531491198e-01 8.721188641948174336e-01 1.634960747982036011e+01 1.628747885572997589e+01 1.641405460460702415e+01 1.633650026739021399e+01
1.503655135183388225e+01 1.998968396536894545e+02 -1.510730191932729838e-01 1.244132628485001391e+00 2.657829339956663262e-02 8.502595574801237177e-01 1.643446417438608265e+01 1.613518575501257857e+01 1.643983797485886100e+01 1.614070958186771776e+01
1.492400518200888904e+01 1.015410381955077810e+02 1.407362903548264654e+00 8.953832841106645901e-02 5.673397367325776486e-01 -7.014850230033076173e-02 1.637216891236516503e+01 1.630752285217647213e+01 1.622733810176715963e+01 1.613223333905680690e+01
1.500150394204031201e+01 1.965464979303563666e+02 -6.811213095772572501e-02 1.119122371817232064e+00 -1.215060056486123585e-01 1.059953712377186719e+00 1.630530796562725371e+01 1.624451506670499157e+01 1.649169147144914405e+01 1.637321037939747015e+01
1.492459268198946098e+01 1.007044217463595999e+02 1.336716939097213341e+00 -5.303536453359747327e-02 6.268829562943505351e-01 -7.270076604372732731e-03 1.618028344797399143e+01 1.615016968494657590e+01 1.611798391266280817e+01 1.608377880023246220e+01
1.494693347103851266e+01 1.983000961257977508e+02 -2.637709118748805537e-01 1.085600279695814407e+00 -1.232877424033507197e-01 7.437777641267722117e-01 1.633799641329100893e+01 1.583618291113477916e+01 1.641091396948083059e+01 1.589094647990001441e+01
1.503316707755145210e+01 1.986695875245643776e+02 -1.314230800861775350e-01 1.230135365015943449e+00 -2.401900475053686534e-02 9.229064584961683693e-01 1.643293374981480071e+01 1.620420513231172066e+01 1.650237919699670641e+01 1.626754076532562010e+01
1.504974561125953869e+01 1.005158211397059631e+02 1.197872119700534199e+00 1.355880559744822023e-01 6.891182332498040353e-01 2.155481852370026985e-01 1.634619496507285774e+01 1.630745787290131332e+01 1.626708053759412564e+01 1.622515207484791233e+01
1.505968553426492207e+01 1.993543751461523641e+02 -1.165488855390570677e-01 1.270368006698504360e+00 -1.451972844275779551e-01 7.799482201344360988e-01 1.646368040219749318e+01 1.624125547567418693e+01 1.649619593347928159e+01 1.626690118749059621e+01
1.495642038240295868e+01 1.996784678731985707e+02 -1.182692252753234641e-01 1.326609270145286956e+00 -2.319012242208984276e-01 7.247667833162836359e-01 1.640973529085889027e+01 1.617681332501295799e+01 1.642618857017423295e+01 1.618832950751875188e+01
1.506548668051967255e+01 1.989800182622811064e+02 -7.083853742073564774e-02 1.169946917197748348e+00 -1.079939869028407884e-01 8.531921886284052903e-01 1.633487003833211304e+01 1.621364879331462561e+01 1.638825813310308988e+01 1.625770892484502284e+01
1.505356122162459265e+01 1.003246933057520636e+02 1.215020618473472425e+00 6.912111388340314022e-02 7.342671709916608336e-01 1.052083160981140963e-01 1.631818660196943327e+01 1.629806697069137300e+01 1.627735788911108017e+01 1.625607355371420937e+01
1.508981745168417632e+01 1.960243424697274008e+02 -3.960936900243794412e-02 9.437834006133520859e-01 1.115824659360953319e-02 1.009360181911358012e+00 1.619304375694833809e+01 1.621971803066518802e+01 1.637878139811434863e+01 1.637061499185307767e+01
1.508433420190978680e+01 1.951227916335747352e+02 -2.366434177815737172e-01 9.618042865159850408e-01 -1.062901460993259661e-02 1.143187601295451827e+00 1.644985185378498471e+01 1.611689157752851287e+01 1.669284407876475385e+01 1.630600982110229680e+01
1.508197649854552225e+01 1.969781100720283007e+02 -7.921512470227121128e-02 1.183549669780992630e+00 -1.609200475495669025e-01 9.943122717960246604e-01 1.644260313932812068e+01 1.633976789985834799e+01 1.660149927804107506e+01 1.644400345324489976e+01
1.501027077084993699e+01 1.993535281993429464e+02 -9.984018896505375551e-02 1.235128512435142767e+00 -9.631148592854188450e-02 6.930089167194708466e-01 1.636007842568216830e+01 1.617082498443737038e+01 1.638816377780920064e+01 1.619403715437089275e+01
1.500357789266865538e+01 1.972880457791542028e+02 -9.107262253704107025e-02 1.127805141366316377e+00 -1.378915803037479293e-01 8.729903832286023402e-01 1.629942599578994589e+01 1.616202161399245441e+01 1.642553646074774321e+01 1.624696239146388166e+01
1.512072367487606073e+01 1.005687028560912069e+02 1.218970468247990269e+00 2.182003314651126402e-03 6.297636480611412679e-01 8.195222111290867417e-02 1.631291140389823724e+01 1.628245556144530326e+01 1.625056903991535151e+01 1.621731388555689790e+01
1.508913134311196025e+01 1.978540160135372616e+02 -1.545142085381758790e-01 1.130018691473310355e+00 6.853510771890114484e-03 9.233635355815223988e-01 1.643359588272006988e+01 1.618044495010072481e+01 1.653609098388978893e+01 1.627387456073631355e+01
1.505318673628094217e+01 1.962761818619699739e+02 -5.395070639901611287e-02 1.014611338854148670e+00 -1.168935142678844130e-01 9.655685652161061228e-01 1.623624554435259881e+01 1.619965917976537995e+01 1.641548059853639430e+01 1.631775321198886175e+01
1.510395845933751779e+01 1.993238347923459628e+02 -1.650818222447174577e-01 1.197249399189272978e+00 -2.059271912822779882e-02 7.825170948764110790e-01 1.648290544809273328e+01 1.616798466738714879e+01 1.651441939570871398e+01 1.619768452773420719e+01
1.505635722415319577e+01 9.755389699608981857e+01 9.010243871836198792e-01 -1.043621392401892223e-01 1.141420637187806619e+00 6.816529323049280720e-02 1.604720758854143270e+01 1.622260817798214561e+01 1.637237442880109484e+01 1.648997413824183056e+01
1.508484728564215338e+01 1.002756319233328099e+02 1.273424916287858366e+00 1.437958330883670754e-01 7.243847286307598665e-01 1.733835266729144564e-01 1.648329444421728951e+01 1.646398050612330621e+01 1.644413756284189887e+01 1.642377725461829030e+01
1.507918254736834207e+01 1.975857728674045859e+02 -6.969789874809606545e-02 1.028248338171586340e+00 -7.402550461329937548e-02 8.372156201044926860e-01 1.624110108096613558e+01 1.614820850771605265e+01 1.634914509406404193e+01 1.623220458725262461e+01
1.503137438144952043e+01 1.986704506126967260e+02 -5.154397617172001844e-02 1.129588696484143284e+00 1.877015624715916431e-02 7.638426180232258389e-01 1.624321162166904031e+01 1.617042289710914105e+01 1.629834604271701082e+01 1.622310694257126329e+01
1.503101637891524334e+01 1.961475495465707581e+02 -9.575713721848444493e-02 9.674993925696462327e-01 -1.822113895516359605e-01 1.024314229172031077e+00 1.622405413698625765e+01 1.610199228051577691e+01 1.643123885252053640e+01 1.623098508194973988e+01
1.512336239916171721e+01 1.985794336726017661e+02 -1.344959907737095506e-01 1.310977663180052488e+00 2.300621940472247218e-02 7.641624283002848017e-01 1.660129679008939263e+01 1.636432223270130848e+01 1.665781004740308902e+01 1.641797134343629594e+01
1.514083640020914245e+01 9.945741828349554225e+01 1.312337103247587677e+00 3.691852263251504951e-02 8.817942746932079245e-01 -1.536326531111598115e-02 1.651840171647044286e+01 1.654496695453043031e+01 1.656976113618785362e+01 1.659276030859928497e+01
1.499957050572179540e+01 1.979338611103090955e+02 -1.195887058425952887e-01 1.260881553162418456e+00 -1.011297677474427559e-01 1.000560952577384199e+00 1.644615827890533666e+01 1.625453209947497157e+01 1.656067090787596641e+01 1.634501539109045609e+01
1.498884383066087977e+01 1.985127173794975306e+02 -1.691708236432916124e-01 1.250339683824304160e+00 -4.810455543575287152e-02 9.570182109865257303e-01 1.645308894733087968e+01 1.615236813680198225e+01 1.653358345009176844e+01 1.622328031119833014e+01
1.500604066837000872e+01 1.996458152761040310e+02 -6.545963708529889402e-02 1.264296928922268748e+00 -2.695338911285105610e-02 8.739342777162146803e-01 1.634560924718560315e+01 1.622374891774333960e+01 1.636475110697123725e+01 1.624199018633812130e+01
1.503105526399676251e+01 1.002770216945867787e+02 1.198983401833025653e+00 3.224357743959949119e-02 7.045437349785288461e-01 8.547094726432824530e-02 1.624688699122261326e+01 1.623109898894079350e+01 1.621492572353818673e+01 1.619837482677496254e+01
1.500110591952044103e+01 1.017862317161858385e+02 1.391539979477865785e+00 1.209261548391147301e-01 3.954812135876153434e-01 -4.606229719489718377e-02 1.646875028864372936e+01 1.640145550077773251e+01 1.631247076307093025e+01 1.620306935271175064e+01
1.507050292507394573e+01 1.012699038638948821e+02 1.264817472492666184e+00 8.578646741563744627e-02 5.082861778278058296e-01 -5.334065211522265315e-02 1.638448439506794685e+01 1.633797989297715247e+01 1.628178900849620803e+01 1.621621264490347869e+01
1.513648258472085928e+01 1.986366948660939897e+02 -7.642271108825227088e-02 1.079188335183626890e+00 -1.420770498346453081e-01 6.910871686169013373e-01 1.632392858893538090e+01 1.618871325903366909e+01 1.638125624113116530e+01 1.622989634229502798e+01
1.511145644482941464e+01 1.014572172866184872e+02 1.439722842305581452e+00 2.449085880940380378e-01 6.827092528468234889e-01 4.022948421785343953e-02 1.671750208025078877e+01 1.662015470457320987e+01 1.650529560678002383e+01 1.637448717830263334e+01
1.505141366988569018e+01 1.983918214311041481e+02 -1.462679202871015605e-01 1.235355118930778318e+00 -7.858231695499462433e-02 9.227927536316116175e-01 1.648036761803087913e+01 1.622412308733969155e+01 1.656466604993311620e+01 1.629442080867420017e+01
1.506317959620151825e+01 1.996587001524600566e+02 -1.253568988934521400e-01 1.090105048066124738e+00 4.306274985613001149e-02 7.624420751755849324e-01 1.628653451294593424e+01 1.604452286665200234e+01 1.630192863851834417e+01 1.606062195520593860e+01
1.511252901468423282e+01 1.012014564098753340e+02 1.432308845475866121e+00 2.681156457884057431e-01 6.841090369393683090e-01 1.320140390617208226e-01 1.673538776391878713e+01 1.664470751129636383e+01 1.654188428938562438e+01 1.642803762938286027e+01
1.498571222606935294e+01 1.954124195774404029e+02 -1.129873484156203034e-01 1.109582311687686840e+00 -5.208089870521348530e-03 1.158177762932268706e+00 1.636652910201362587e+01 1.627157590744292293e+01 1.659574288315234014e+01 1.644246298365520786e+01
1.502039919607254603e+01 1.983523375885748976e+02 2.206335761533395612e-02 1.247735976672970537e+00 -1.450542646966646032e-01 9.594001079498255535e-01 1.629821627430996500e+01 1.637577523298071469e+01 1.639182827720312119e+01 1.644671475787069426e+01
1.498574782155326091e+01 1.976945987052055500e+02 -1.933940627969956694e-01 1.220067867179581711e+00 -5.086352032107122056e-02 9.132654490494189758e-01 1.646452532961113491e+01 1.612949339447382258e+01 1.657339962393514909e+01 1.621888839732308796e+01
1.504500704978870118e+01 9.927395943005220147e+01 1.186468146335302620e+00 -4.249154268019061931e-02 8.707338612286612545e-01 5.221951248262968193e-02 1.623270094085059867e+01 1.627414821067324979e+01 1.631320448669843870e+01 1.634975211879542201e+01
1.507260413275867350e+01 9.957628189643614292e+01 1.171479564420465636e+00 -1.275794492919501977e-02 9.631886465506269701e-01 1.283628914882051220e-01 1.626353494413089606e+01 1.629490547909815490e+01 1.632540015068028438e+01 1.635498238469087795e+01
1.504832087534505547e+01 1.014910099083785582e+02 1.411976321599428985e+00 1.655503515891769695e-01 4.842627348127166442e-01 4.642463901243232272e-02 1.656386409126546511e+01 1.648504859852484117e+01 1.639049435261172860e+01 1.628154778831676097e+01
1.497809866464802298e+01 1.988317202298171082e+02 -4.247185874238290637e-02 1.144415070061352679e+00 -9.848720946976996515e-02 9.238863281253291149e-01 1.620011695129768015e+01 1.614147206508551946e+01 1.626547550565818767e+01 1.619637432389501441e+01
1.505987868204028857e+01 1.963540649623311367e+02 -4.937795137385236899e-03 9.884131887792673155e-01 -1.477863872867093420e-01 1.125153533988624943e+00 1.618608911767919523e+01 1.625956096587239585e+01 1.640477427396812615e+01 1.640984939593469250e+01
1.512744702516470241e+01 1.980343810844725283e+02 -1.915909895379286354e-02 1.106869934845548187e+00 -6.950472718543387884e-02 8.541427401655194984e-01 1.630671571085768434e+01 1.630852504967312910e+01 1.639944298673490053e+01 1.638326832175097891e+01
1.504928731275969511e+01 1.999049625940924386e+02 -1.483714641572504433e-01 1.360159612633413673e+00 -1.140157004580721889e-02 7.617654723264308814e-01 1.656010465674190613e+01 1.626556871647803604e+01 1.656463970785051387e+01 1.627001458869797190e+01
1.503807989429310155e+01 1.007795166953985699e+02 1.254595778731541600e+00 1.104325935452639129e-01 6.495535504734810672e-01 1.603446040469478362e-01 1.635398918123598122e+01 1.630109474053874052e+01 1.624466999967201275e+01 1.618497352131420186e+01
1.491640595080637688e+01 1.992258279780674854e+02 -6.774814758473546306e-02 1.336343051663387627e+00 -2.175354602489125710e-01 9.181033703133749668e-01 1.634516343135664584e+01 1.622293202074749630e+01 1.639202231651407971e+01 1.625761776068070930e+01
1.499593433105017759e+01 1.001137030595417485e+02 1.126484889050793470e+00 5.348795531307182216e-02 8.244558321788666433e-01 7.155562513784907708e-02 1.616896851369958910e+01 1.616196210306089753e+01 1.615488845875889723e+01 1.614774810107842740e+01
1.511979530249982417e+01 1.951124159974672523e+02 -1.629743053361334404e-01 9.657330866892905874e-01 -1.294994590600460072e-01 1.148698070610432609e+00 1.642629468618360278e+01 1.621247063244451070e+01 1.669106343083567978e+01 1.638167064584190413e+01
1.501986267446573819e+01 9.977521018873162006e+01 1.285974475785103266e+00 3.446971997434822299e-02 7.374242299908146947e-01 1.458824026590299638e-01 1.635473228744594465e+01 1.636886702569485408e+01 1.638270579716613184e+01 1.639624339391849972e+01
1.493982903667833106e+01 1.008355671837349519e+02 1.339632751716843373e+00 1.379926502308244096e-01 6.830386608356402434e-01 7.554228762711012735e-02 1.637149314416820189e+01 1.632060071068192997e+01 1.626499630738618407e+01 1.620492238036834465e+01
1.509282914680821364e+01 1.003338947878309426e+02 1.155509020158230982e+00 1.721246686583537411e-01 6.942641761336645345e-01 1.394412623951897245e-01 1.639971459456727843e+01 1.637817712203116116e+01 1.635586805697972324e+01 1.633280574229993576e+01
1.504511626470685925e+01 1.988635531292395058e+02 -1.209635261172721243e-01 1.308410345049075829e+00 -3.961242515734930691e-02 7.580905807079840741e-01 1.650155298976392970e+01 1.628224071532719819e+01 1.655036690533265542e+01 1.632506827111193104e+01
1.503825150622548712e+01 1.989200116715692275e+02 -2.550838507006716327e-01 1.314893336078540642e+00 -1.236651829012043180e-01 7.563500457340150973e-01 1.663533218535444291e+01 1.614249530352688922e+01 1.668460948691620871e+01 1.618088728547536448e+01
1.505459130303769655e+01 1.000145903915328915e+02 1.170721118997942511e+00 5.282302253148252191e-02 6.980704210784001162e-01 1.531220609200207861e-01 1.627721430190808860e+01 1.627629199960549755e+01 1.627536853914242343e+01 1.627444392200337120e+01
1.501298954657059426e+01 1.972669666143099789e+02 -6.265722819110486341e-02 1.035489513645266868e+00 -9.725128072350841535e-02 9.746209771257952070e-01 1.619612159122394246e+01 1.613077648438534695e+01 1.633979560440241485e+01 1.624032920422930459e+01
1.512980411416162418e+01 1.957915560489622919e+02 -2.745965800283656222e-02 1.043760411604065297e+00 1.763561060622542698e-02 1.097081328056070504e+00 1.633798243036588360e+01 1.640362513450090276e+01 1.654484401545507666e+01 1.656742456332895941e+01
1.504758145801501357e+01 9.994958119067668179e+01 1.138646637747914525e+00 -2.922113060206754653e-02 6.036601940929386956e-01 -1.338515719227455492e-01 1.615806665308569734e+01 1.615911609154335338e+01 1.616015529550812957e+01 1.616118428001969676e+01
1.498671951107261791e+01 1.996938429967675575e+02 -1.801551567583636881e-01 1.168061993401742882e+00 -1.399263557435741490e-01 6.956773525444415185e-01 1.634225564971846723e+01 1.598647207608336096e+01 1.635655340531022617e+01 1.599789620995162132e+01
1.503653101775815060e+01 1.969037665154044703e+02 -1.218129561593723764e-01 1.085466061933317405e+00 6.971049877847690368e-03 1.001796642017016126e+00 1.633684073752283439e+01 1.617701346836210874e+01 1.648671776330546379e+01 1.630594060406809831e+01
1.505154262613999983e+01 1.019802268727541446e+02 1.517786962737874390e+00 1.564798471262900392e-01 3.643298928041396323e-01 -1.838447992753877713e-02 1.666999327601407188e+01 1.658317995636642195e+01 1.646707964541776548e+01 1.632422398814254194e+01
1.503835709218862959e+01 1.985493538787761452e+02 1.321019814115587110e-02 1.169704479873605152e+00 7.391178018387734028e-03 9.130971195527983753e-01 1.623535516514975541e+01 1.630038664340798604e+01 1.630865278967945287e+01 1.636895611204219492e+01
1.511597503398585118e+01 1.002316120464546287e+02 1.224786241460014580e+00 1.253314431143497387e-01 9.745663185965707243e-01 1.605219005956133316e-01 1.644710099801373815e+01 1.642775240726681574e+01 1.640805406977159109e+01 1.638801324444738228e+01
1.517662389648550914e+01 1.973773373201179879e+02 5.989015460837698868e-02 1.193558227432749419e+00 -2.377955060213228222e-01 9.804714376045069457e-01 1.639787323637169791e+01 1.655638923414112540e+01 1.654623455576987467e+01 1.664515701100768652e+01
1.510463619380254308e+01 1.009822879591434059e+02 1.360738417681453427e+00 9.512976185639843152e-03 5.861141760062142936e-01 3.129381646399131967e-02 1.643265995035796578e+01 1.638541009249273017e+01 1.633335888845284245e+01 1.627674541882954173e+01
1.506210340488190624e+01 1.998019584168949052e+02 -1.074185950048072158e-01 1.246181577334048995e+00 -9.330458232939520258e-02 7.322084179238803614e-01 1.642052946896761156e+01 1.620931062064810391e+01 1.643003241258682579e+01 1.621756430874863142e+01
1.496477119926549193e+01 1.995598656671235460e+02 -1.397199174196561700e-01 1.082305424190071363e+00 4.011568145258337381e-02 7.744672257795706116e-01 1.619714332344763008e+01 1.592897231650140988e+01 1.621718517950864680e+01 1.594976716749026835e+01
1.507984469515757731e+01 1.979804530106119103e+02 3.468086131173109266e-02 1.176490234715327432e+00 -4.961099932378765232e-02 9.300117316224891795e-01 1.628041238852537020e+01 1.639700290349400191e+01 1.638261741293957385e+01 1.648176316093526594e+01
1.497174927347736784e+01 1.008894352400336629e+02 1.254368223901336066e+00 1.665296843004089311e-01 6.036099871000430994e-01 9.366438381571917660e-02 1.634592888974038161e+01 1.629356894378502219e+01 1.623585002927498877e+01 1.617308726157775567e+01
1.508144108311890719e+01 1.995878715501373222e+02 -1.785119291521262141e-01 1.313268512357527840e+00 1.344484497963982506e-02 6.943464758800779180e-01 1.658202831333988314e+01 1.623396008959322501e+01 1.659895024591431323e+01 1.625085650730376585e+01
1.510012037659044992e+01 9.975445390825871073e+01 1.279936924608072957e+00 -4.483012471320790837e-02 8.845440076025745668e-01 2.158796689508655220e-01 1.635545200299409885e+01 1.637540392102751596e+01 1.639507332599165323e+01 1.641445065931466019e+01
