m0 p a1 a2 b1 b2 m_100 m_200 m_300 m_400
1.502850484026378197e+01 9.973396158792368738e+01 1.266871223478586828e+00 -1.636038815533424895e-04 9.145640328879327541e-01 4.041054873834148964e-02 1.631171657696047461e+01 1.632785923615466572e+01 1.634363476282813821e+01 1.635903758790157170e+01
1.504132482835922602e+01 1.007801132831273776e+02 1.386971520071407227e+00 1.796684719255203788e-02 6.380486524346800081e-01 1.822102153490234855e-02 1.641174826576034462e+01 1.637387799112807585e+01 1.633275616465739688e+01 1.628849521482050022e+01
1.518965177919914211e+01 1.964599554898794622e+02 7.675156062887822372e-03 9.720285284206475751e-01 2.020618017591679916e-02 9.355039597793606276e-01 1.625234053188406236e+01 1.635680175238127276e+01 1.640684141115046302e+01 1.648503898034740089e+01
1.510412547034085939e+01 1.981138113890259831e+02 -2.444983190139815576e-02 1.098113170048570453e+00 -2.003147066392934050e-01 8.590519320245881829e-01 1.628206219354173356e+01 1.626053980105217889e+01 1.638024525536162557e+01 1.632636764029034282e+01
1.509063856801663839e+01 1.998064626368903021e+02 -1.528154715871927749e-01 1.251575768983748560e+00 -6.422221781312309474e-02 8.790868748293423351e-01 1.650055148055024645e+01 1.619961818347936600e+01 1.651145071010188303e+01 1.620965617372171153e+01
1.510027859507079562e+01 1.968730216455999198e+02 7.495469026526535572e-03 1.078283666629296533e+00 -7.094301017919235619e-02 9.379665433653485707e-01 1.626270066139017700e+01 1.634351755631643854e+01 1.641040753513993877e+01 1.645162509210452129e+01
1.510908601709324373e+01 1.003564729580945993e+02 1.198251896628132585e+00 1.340682805706645553e-01 6.918362523881622650e-01 1.644703670291534081e-01 1.641819595446359159e+01 1.639414453038388331e+01 1.636927544248003841e+01 1.634361297223097154e+01
1.510434658320867385e+01 1.004138870096882385e+02 1.202101843021708305e+00 1.472190239260662281e-02 6.664966542671653116e-01 6.531902970760938842e-02 1.630010664388514741e+01 1.627821822212547076e+01 1.625552664680045112e+01 1.623205408258359483e+01
1.506773179574439325e+01 1.975349819947181800e+02 -1.111158704764729777e-01 1.102918883202876899e+00 -9.069674014724071753e-02 1.007097244421956361e+00 1.636073022838251845e+01 1.619652004214678342e+01 1.649598245880423875e+01 1.630363587783788404e+01
1.504922653149868239e+01 1.971887855148061703e+02 -6.272865893830292805e-02 1.143358751353789060e+00 -6.033816781328127377e-02 8.782578479231730739e-01 1.633193420564849774e+01 1.626291254798025676e+01 1.645497773185250878e+01 1.635549036950765611e+01
1.505850546939271339e+01 1.990999473388836805e+02 4.199222429342341911e-03 1.353424920619790583e+00 -1.516507512063220986e-01 6.283031624357846567e-01 1.642718313530208718e+01 1.644531101924333427e+01 1.646275743296362393e+01 1.647001799587777882e+01
1.508527023289405022e+01 9.921310644302710102e+01 1.202316048028137629e+00 1.460776012853060024e-02 9.622135435852143814e-01 7.167977541066683500e-02 1.635569251260132262e+01 1.640587535606437797e+01 1.645256702784257286e+01 1.649560275892917360e+01
1.514418287285153397e+01 1.985633384305266418e+02 -5.030983823509416197e-03 1.305847669569581981e+00 6.661878078716654272e-03 9.471904057360767126e-01 1.649660469444790323e+01 1.652591482323830263e+01 1.657124981338682090e+01 1.659538637620148549e+01
1.504460295976329576e+01 1.972746101330668012e+02 -7.400295151908053981e-02 1.041078082114472281e+00 -1.027238307014144425e-01 9.731020940465953117e-01 1.624451422346397322e+01 1.615549178003999486e+01 1.638784605828054808e+01 1.626404600021114177e+01
1.500310712084703013e+01 1.988749256252357327e+02 -8.357303441727204074e-02 1.193821241861854787e+00 -1.200791199872401904e-01 8.518509000310459101e-01 1.631214095301055167e+01 1.616663279522116525e+01 1.637066642085434864e+01 1.621369988325435330e+01
1.497979546802657502e+01 1.001750420672350970e+02 1.261138093745072908e+00 1.102284492598215593e-02 7.148902527448708355e-01 3.531446545942173998e-02 1.624325374761241392e+01 1.623439509028154504e+01 1.622538178562241740e+01 1.621621520484275791e+01
1.500992799822754264e+01 1.992496730365473638e+02 -9.330556777253029566e-02 1.284457301584501110e+00 -1.231732500198408076e-01 7.127109674926259686e-01 1.640564384382966878e+01 1.623046810164303011e+01 1.643931608438897740e+01 1.625696222000553348e+01
1.512335837436215158e+01 1.999856648871327138e+02 5.728529516913205555e-02 1.228169372271892712e+00 -5.486842619416876232e-02 6.957501244878212532e-01 1.629456803837128831e+01 1.640941453408292716e+01 1.629521847325854722e+01 1.641001501772772286e+01
1.504136366819238191e+01 1.988220188090799070e+02 -9.360621151888182112e-02 1.197167560321474866e+00 -3.959465097661762911e-03 8.183172110196146321e-01 1.636182164297176200e+01 1.620239603073935442e+01 1.641595422797810500e+01 1.625304479677633296e+01
1.505611344846144561e+01 1.012075692765653798e+02 1.323232840761789930e+00 1.852878944629861024e-01 5.999955559438685526e-01 8.031176256977978767e-02 1.650190332026095419e+01 1.642817049014902864e+01 1.634415129247370047e+01 1.625067697361847507e+01
1.493592831157585721e+01 1.977322982226506269e+02 -2.263919716276188154e-01 1.102505222394878359e+00 -1.117664833917721978e-01 9.932621054523167459e-01 1.633735500124102558e+01 1.593580447923620724e+01 1.646295213830408244e+01 1.603520095222891229e+01
1.512265846590363694e+01 1.009727868230815204e+02 1.276707110859653937e+00 2.119076591229784867e-02 6.024081685435085376e-01 -2.094752407416322626e-02 1.638414931124590623e+01 1.634286260412433478e+01 1.629682518171209793e+01 1.624618751959001983e+01
1.504644183295222959e+01 1.990409884958327211e+02 -1.305510430505041342e-01 1.243763155563517131e+00 -1.203666157842935291e-01 8.084599742263627320e-01 1.644646415395924421e+01 1.620271110488079458e+01 1.649428308174422142e+01 1.624116212126983783e+01
1.495668717970978179e+01 1.003236020839107709e+02 1.369310486532839377e+00 -4.554356744168863713e-02 7.596342652289838071e-01 1.609794049772084179e-02 1.626416355900015276e+01 1.624739286232948032e+01 1.623014956127964936e+01 1.621244130794278959e+01
1.509637145861139373e+01 9.911316642599348370e+01 1.275139882554174875e+00 3.649127912940741680e-02 9.256860284703023467e-01 2.978752255333283472e-02 1.646111444993401207e+01 1.650953886764713374e+01 1.655309812809592529e+01 1.659163490781160633e+01
1.500307105421492082e+01 1.019130759538462598e+02 1.382173342130075255e+00 1.899364904277778265e-01 4.834634455841779754e-01 -7.782066408470633689e-02 1.652161528820073144e+01 1.643853214811652919e+01 1.632701573467991096e+01 1.618901549397829598e+01
1.505188192808688186e+01 1.985643828082017990e+02 -1.402892122668735198e-01 1.317159837352246399e+00 2.024847210293501121e-04 7.602872741705510862e-01 1.654245729247827512e+01 1.629245456539060299e+01 1.660007190191522497e+01 1.634505640774242963e+01
1.516588461002359445e+01 1.011201828165584971e+02 1.407849561342750633e+00 1.340012950564393179e-01 4.980033710653479773e-01 1.177418503910665493e-01 1.665205791406264524e+01 1.658749542327263526e+01 1.651464907829844009e+01 1.643418715482233949e+01
1.508309740988034875e+01 1.008124566890720928e+02 1.285816666339563596e+00 1.625528075091366986e-01 5.861895452647161164e-01 1.424778564928956825e-01 1.648491124621104476e+01 1.643363003683786872e+01 1.637788340180993885e+01 1.631795321587354053e+01
1.513128971249140697e+01 1.001550984286337211e+02 1.216749184112009274e+00 1.833442025527016739e-01 7.982573550149236752e-01 1.687588698379745011e-01 1.652023999153652767e+01 1.650891425922596056e+01 1.649740793632755498e+01 1.648572309303883188e+01
1.506561768067931339e+01 1.986699484643015126e+02 -1.355692549997229435e-01 1.108036338879472282e+00 -1.893375660266372051e-02 8.557448630625348329e-01 1.634459723242873608e+01 1.610539775441091237e+01 1.640903957751533326e+01 1.616463313372836552e+01
1.500218083972932170e+01 1.013792647450225530e+02 1.466208709808594080e+00 2.184745898599338432e-02 4.873399125298245593e-01 1.728266769734077002e-02 1.644001595097378399e+01 1.637888834493477930e+01 1.630738366522501437e+01 1.622611659239207427e+01
1.498938222490706629e+01 1.995417276239565183e+02 -1.809493421122745360e-01 1.248696347519702599e+00 -1.876751417578876868e-01 7.620271703353189707e-01 1.643124303410781195e+01 1.607590922568342151e+01 1.645485571034214090e+01 1.609366959515408269e+01
1.506057204288484819e+01 1.976229864060090904e+02 -1.093915920217369830e-01 1.087970309566397731e+00 -1.593764575567533370e-01 8.954267287144457299e-01 1.632837816598993541e+01 1.614985325090484025e+01 1.644869617077088364e+01 1.623364722053971931e+01
1.504494100594242667e+01 1.004614903963315555e+02 1.377775982807548871e+00 1.757806617073285338e-01 8.106549776301896770e-01 8.570709744899929206e-02 1.656929143461371012e+01 1.653838932434672060e+01 1.650583156661772932e+01 1.647166115869046621e+01
1.506479919904829679e+01 1.976564841859458568e+02 -4.040730884533694223e-02 1.049492049051430342e+00 -4.552541921527009094e-02 8.382983665183019184e-01 1.621584768418852462e+01 1.618341958066542929e+01 1.631921772331999421e+01 1.626744325557849891e+01
1.505226762340111968e+01 1.983090336167604164e+02 -8.007620468763931854e-02 1.217558314638258921e+00 -9.293261917791362237e-02 8.519932174987037143e-01 1.639624034577653688e+01 1.626902353244297217e+01 1.647776188799773323e+01 1.633360976910545759e+01
1.501755707267940210e+01 1.018537582856790493e+02 1.386595462174920357e+00 1.296942308500703689e-01 5.006140179068090390e-01 2.610861488913052142e-02 1.645837050417393854e+01 1.635937542150026403e+01 1.623876207321164244e+01 1.609892643607380336e+01
1.502039919607254603e+01 1.983523375885748976e+02 2.206335761533395612e-02 1.247735976672970537e+00 -1.450542646966646032e-01 9.594001079498255535e-01 1.629821627430996500e+01 1.637577523298071469e+01 1.639182827720312119e+01 1.644671475787069426e+01
1.504913616250308728e+01 1.000389086629021875e+02 1.192535148700159198e+00 4.405625421133763098e-02 7.088046307931055168e-01 1.478046562664125929e-01 1.628326894380535705e+01 1.628080217570089872e+01 1.627832728880273905e+01 1.627584431087912265e+01
1.501600746019180121e+01 1.006377165489309675e+02 1.428555034670713653e+00 -2.828917674132824800e-02 6.302053658501698408e-01 -1.640828625820667241e-02 1.639145102305401736e+01 1.636457643215824476e+01 1.633568470315494281e+01 1.630481342807511780e+01
1.505125962299010922e+01 1.995410217564036941e+02 -9.444044895957226515e-02 1.248999788818265344e+00 -3.101244811935366386e-02 6.978684299934805324e-01 1.640487657509180863e+01 1.622502784161656919e+01 1.642442427263164006e+01 1.624319667362542319e+01
1.512832180629538037e+01 1.996572961611096844e+02 5.181147497604676744e-02 1.248013483528644940e+00 -5.143117788699491655e-02 8.236746186972965234e-01 1.633361235170052339e+01 1.644506379509292060e+01 1.635135435533009129e+01 1.646138611717966782e+01
1.517337046535235956e+01 1.975672495356509444e+02 -1.227510268742602051e-01 1.111878092733352474e+00 1.001267476719807092e-01 9.157304277666575842e-01 1.647148705450605632e+01 1.629845117783030872e+01 1.657640637019316898e+01 1.640546671991545225e+01
1.525468662284347054e+01 1.954444904719246665e+02 -1.390459550630769314e-01 9.306839940320070781e-01 4.971150828546910816e-02 9.730658373590639343e-01 1.645244216315688490e+01 1.629638518643851341e+01 1.663575031422982775e+01 1.644940389276327508e+01
1.497575004391343256e+01 1.996436806159944695e+02 -1.194712608904069384e-01 1.217224657143747280e+00 -5.660240625379131529e-02 7.046425779392588851e-01 1.632058667309052780e+01 1.608837260369244149e+01 1.633639365704925694e+01 1.610263680958315291e+01
1.497806147221509576e+01 1.014880242315464329e+02 1.376554310235011513e+00 1.947126455553309654e-01 5.572352820220771719e-01 -5.600749192828224921e-02 1.649919412601294155e+01 1.643104248031506742e+01 1.634544797335126276e+01 1.624330634836375609e+01
1.507525571460447011e+01 1.976051599150309528e+02 -4.933179631209227978e-02 1.095161224595377902e+00 -1.085651045607249898e-01 8.970337295607890837e-01 1.628891314077269925e+01 1.623638003642884442e+01 1.640649262211751847e+01 1.632379886848263340e+01
1.509657163892432052e+01 9.996441665044176261e+01 1.091859238884220318e+00 1.907898425233867101e-03 8.318832211006750299e-01 6.109341695214709489e-02 1.619246986221739704e+01 1.619459543355090148e+01 1.619671547550168711e+01 1.619882997336556230e+01
1.503478256366431509e+01 1.990293480175715501e+02 -1.988135760984448552e-01 1.250902046395763634e+00 -1.561823065283292067e-01 7.050010262564132546e-01 1.650788016044598194e+01 1.612301004330102927e+01 1.655090068478022403e+01 1.615449003862282495e+01
1.499405375421175002e+01 1.001953911860411353e+02 1.342172590890895023e+00 4.555370413251935702e-02 7.986261225106296990e-01 9.217001496887711198e-02 1.636962195604758108e+01 1.635723785553955878e+01 1.634463064194868309e+01 1.633180325409241007e+01
1.497229129939634262e+01 1.002777663346231236e+02 1.349227050307487019e+00 7.692868915529516016e-02 7.114146649064174710e-01 2.413374079695991270e-01 1.637741621177564255e+01 1.635589754861262080e+01 1.633390531637852305e+01 1.631145399152290310e+01
1.509321575849835284e+01 1.999961351557810474e+02 -5.957978980755385123e-02 1.361247748149999381e+00 -2.259463306662787829e-01 6.812251302527521091e-01 1.651413971787530599e+01 1.639502167145787936e+01 1.651433249984436458e+01 1.639515954666947550e+01
1.502183749143881286e+01 1.988937787451426971e+02 -1.140027778453109875e-01 1.172366078216512619e+00 -6.868352886009532199e-02 7.973020214113262227e-01 1.633653025267615178e+01 1.613068842063581698e+01 1.638864664452812292e+01 1.617533556305872366e+01
1.509183804478659319e+01 1.979636744282690017e+02 -6.182140119325296723e-02 1.182434794454481519e+00 -1.577843495308943744e-01 7.774108314949419452e-01 1.638890115018389793e+01 1.629273532820088022e+01 1.647871168493007943e+01 1.635208244923039445e+01
1.502267854809135983e+01 9.712679282027181671e+01 8.960893447308286852e-01 -8.137947023518599110e-02 1.245179965071836037e+00 -1.345642600837475555e-01 1.600874449241911535e+01 1.615887149964230929e+01 1.628528311708124932e+01 1.638420292652836352e+01
1.507054686663668441e+01 9.893125600702336442e+01 1.109996961621295242e+00 5.545371750379501918e-04 8.918572633822758888e-01 -9.890819975344378179e-02 1.622564109718745584e+01 1.626504116629725516e+01 1.629929859005565973e+01 1.632843047239229861e+01
1.505510747443407382e+01 1.957329133353787824e+02 -1.694459867529296559e-01 9.411999760143672233e-01 -1.795062249029424351e-01 9.105274780687562242e-01 1.629315638070682581e+01 1.601517276981450877e+01 1.648417911483426934e+01 1.612113627093957291e+01
1.505077766867448474e+01 1.982800539915265290e+02 -1.317502114096384958e-01 1.223433724393858668e+00 -7.932015173723527823e-02 9.486467218761855946e-01 1.645793525870181995e+01 1.623427695521828795e+01 1.655010180804949371e+01 1.631083489021174415e+01
1.503620716871209950e+01 9.958718863174365765e+01 1.199018217628783134e+00 -2.945576083062917405e-02 6.973486900323617732e-01 2.573861757336537437e-02 1.622490360017511435e+01 1.624328838355803128e+01 1.626090854226749727e+01 1.627774901465180690e+01
1.495744021706242322e+01 1.985756628709454787e+02 -1.768545809355899223e-01 1.198867984313240598e+00 -7.747521431441306561e-02 8.351443278414052429e-01 1.637127164739301932e+01 1.604645036645187517e+01 1.643962206233095458e+01 1.610350862818079065e+01
1.511766171912150014e+01 1.981033842817993786e+02 -7.074255114692462598e-02 1.246913353091404275e+00 -7.526779327101351669e-02 8.628749913036148911e-01 1.648716822059035891e+01 1.638398354419144454e+01 1.657643643658891364e+01 1.645501320728741845e+01
1.510594510970334525e+01 1.970829017452377911e+02 -2.911381430678794402e-02 1.064231664684649914e+00 -1.024683970777555686e-01 8.880610473962597951e-01 1.628189373063234768e+01 1.627754519135135070e+01 1.641667005883017794e+01 1.637261618941443686e+01
1.508207883925681436e+01 1.997738602123176577e+02 -1.246664354560991228e-01 1.292462435845028068e+00 -1.210262588091275404e-01 7.674137135911962559e-01 1.650506275893712882e+01 1.625980243740874442e+01 1.651657086623250947e+01 1.626947268143094050e+01
1.501751916893906191e+01 1.974692214110877444e+02 -2.289140529039617178e-01 1.052111123225420997e+00 -5.523598996611056577e-02 8.394041625035093546e-01 1.636469347094039506e+01 1.595800337519607659e+01 1.647379503909023768e+01 1.604643642926065183e+01
1.509115831258684892e+01 1.991375383753340600e+02 -2.194672598745697201e-01 1.132275933461379225e+00 8.085413814740149974e-04 6.244364743421826347e-01 1.645944128863625622e+01 1.603636175176634637e+01 1.648983530432685285e+01 1.606547028870587468e+01
1.507657454332784752e+01 1.015907054335833379e+02 1.309296287897019795e+00 1.464286387189321914e-01 5.499771956556731567e-01 1.300859702187295852e-02 1.646657903630366349e+01 1.638333609941710023e+01 1.628368841159808511e+01 1.616905774405544349e+01
1.512636634212729803e+01 1.987077482852070887e+02 -1.941127190661156021e-01 1.123849493465902682e+00 -1.088725634721221525e-02 7.450613561872483359e-01 1.647400808182577592e+01 1.611289022662683834e+01 1.652730153074490715e+01 1.616211938330305387e+01
1.498574782155326091e+01 1.976945987052055500e+02 -1.933940627969956694e-01 1.220067867179581711e+00 -5.086352032107122056e-02 9.132654490494189758e-01 1.646452532961113491e+01 1.612949339447382258e+01 1.657339962393514909e+01 1.621888839732308796e+01
1.500225708845820627e+01 1.992669407209739347e+02 -1.729048602958087599e-01 1.193221839891712932e+00 -7.686034374101957667e-02 7.799871246518357282e-01 1.638696914628321366e+01 1.605561414798527053e+01 1.642212016257485985e+01 1.608612363726642513e+01
1.509258352460776464e+01 1.964845088428956501e+02 -9.762445246316175940e-02 1.189062816158658720e+00 -1.024264381745894070e-01 9.959969938292996261e-01 1.648909790774360573e+01 1.636527450311786325e+01 1.665766582129461426e+01 1.647836912943430221e+01
1.507461995883196515e+01 1.977400393847209727e+02 -1.506982454019993867e-01 8.792744004609343023e-01 -1.373532434388167189e-01 9.638329936642797691e-01 1.617631356200335802e+01 1.592262755647172590e+01 1.630419747084549797e+01 1.602212489963380193e+01
1.505766990257039240e+01 1.008100007502322626e+02 1.294560019738078438e+00 -3.361539711688621423e-03 6.577707157967864759e-01 4.284303523094479260e-02 1.630972420815849233e+01 1.626744809658464419e+01 1.622218003333543734e+01 1.617406670313071615e+01
1.507927062717635991e+01 1.987011829631825321e+02 -2.111622433286068912e-01 1.148299933149329988e+00 5.284871117926748241e-02 7.762296732860889392e-01 1.646850577196037335e+01 1.607857285968298200e+01 1.652177148358912362e+01 1.613294291728038843e+01
1.496477933241175151e+01 1.998338421782527803e+02 -1.988185157650654844e-01 1.249173076622431822e+00 -9.600723977797187558e-02 5.719108346104526674e-01 1.641599183061343936e+01 1.602054245263573407e+01 1.642232695851873459e+01 1.602581942993286646e+01
1.512244616500175098e+01 9.951743809424993970e+01 1.127244962269847051e+00 -6.892970022426680998e-02 7.451534086424675962e-01 1.129222521530586221e-01 1.620994210906684074e+01 1.623828577569345200e+01 1.626574598048929943e+01 1.629227653192807423e+01
1.498600456314964902e+01 1.995743714898151211e+02 -2.172803444567747988e-01 1.193615526109851999e+00 -3.956593916198869465e-02 7.112527598336590984e-01 1.640658400952069229e+01 1.598045979212357182e+01 1.642527215411146457e+01 1.599774830991849583e+01
1.507822199137754282e+01 9.934666596121245163e+01 1.213437467924503466e+00 -1.340836124839519528e-01 9.275993684418750718e-01 -2.063489954391428682e-03 1.619514500922111822e+01 1.623149228534942523e+01 1.626654948171209725e+01 1.630024597476677783e+01
1.513280324208244387e+01 1.980600882800581815e+02 -2.242599296114171636e-01 1.053055506313462786e+00 1.512209633978827128e-01 8.733486201462810072e-01 1.645707948305004464e+01 1.607057973963424402e+01 1.653765399621728349e+01 1.616293834115309025e+01
1.501755707267940210e+01 1.018537582856790493e+02 1.386595462174920357e+00 1.296942308500703689e-01 5.006140179068090390e-01 2.610861488913052142e-02 1.645837050417393854e+01 1.635937542150026403e+01 1.623876207321164244e+01 1.609892643607380336e+01
1.509613525276521884e+01 1.995801256913907480e+02 -3.418486898998551737e-02 1.352749982955925745e+00 -5.668587237797595435e-02 6.318008687563079206e-01 1.649167703679549390e+01 1.643018233548477269e+01 1.650817156175090972e+01 1.644471366526591183e+01
1.511554861466282418e+01 1.995218015010357249e+02 -4.398535792500091191e-02 1.226655624645037079e+00 -1.497695583466054359e-01 6.880352126089590570e-01 1.639753771737728272e+01 1.631613144545517713e+01 1.641938250377430819e+01 1.633292359017046280e+01
1.511607955569879991e+01 1.991542503109875213e+02 -1.013411604988547765e-01 1.166405146546935612e+00 -1.321170655246461934e-02 8.385210353998786559e-01 1.640594937306778434e+01 1.622389364215263186e+01 1.644758903788586935e+01 1.626327248262900582e+01
1.512858224785568417e+01 1.014153946679953719e+02 1.292108800376023936e+00 3.567673938460558247e-02 5.030318496785035620e-01 8.941450684007534733e-03 1.640524091238909676e+01 1.634353132531065711e+01 1.627178539115575617e+01 1.619064807075993428e+01
1.504321995042406712e+01 1.984613053936577387e+02 -8.219709424853860469e-02 1.201048357606829597e+00 -1.059872081074573202e-01 8.902792048994268015e-01 1.637094967618767427e+01 1.623791330139306055e+01 1.645082611433832653e+01 1.630180331514496217e+01
1.510470761636443982e+01 1.994665972985146425e+02 -2.316466401926025043e-01 1.285619043696515362e+00 -9.320271505449895244e-03 8.391603326951404540e-01 1.663596099209358314e+01 1.618602439164618190e+01 1.666278288484251391e+01 1.621195153029442793e+01
1.503795317470899029e+01 1.972626855119209210e+02 8.531961249021335902e-03 1.182500820140257147e+00 6.642237969643005613e-02 9.498187007675991111e-01 1.628725213502887925e+01 1.638159320086151638e+01 1.640872827573250348e+01 1.649377198639326991e+01
1.507303618426506731e+01 1.979032591358959792e+02 -5.197091742347836885e-02 1.165342249506412742e+00 7.274817250752718678e-02 8.465270109539524412e-01 1.634162931835318489e+01 1.629342096931744877e+01 1.642761267387868074e+01 1.637821028629342379e+01
1.502041196520797683e+01 1.992121657753501154e+02 -1.440950153005395862e-01 1.209927734744463024e+00 -6.483371962288764223e-02 8.380823934198851077e-01 1.639567845296934934e+01 1.612481741104840793e+01 1.643580760726295154e+01 1.616039331996260131e+01
1.505757290539022364e+01 1.994949028449366040e+02 -1.399382669169373372e-01 1.357454927921249777e+00 -7.668717463352336949e-02 7.324460842145192885e-01 1.656705134265301638e+01 1.629650032213956834e+01 1.659015299688933354e+01 1.631654988163650799e+01
1.507771841959324632e+01 1.979794324627070239e+02 -1.068336922818140522e-01 1.086912732002112136e+00 -1.577066948495779997e-01 1.009530568101492776e+00 1.633892426298253397e+01 1.616810346750894922e+01 1.645908165371168153e+01 1.625906140755920859e+01
1.499159903104684233e+01 1.995308881608174829e+02 -8.118305024728655894e-02 1.254413585728135772e+00 -8.107772920913980386e-02 7.141287662691393479e-01 1.633820432309827453e+01 1.618418881784902652e+01 1.635937799547983218e+01 1.620245324226071304e+01
1.508648942609738519e+01 1.993047932850503230e+02 -7.844985351970912291e-02 1.411437706346772458e+00 6.592074319555507600e-02 8.863320974955986031e-01 1.659473489262882140e+01 1.645842363026451949e+01 1.662935261199087122e+01 1.649462348587167071e+01
1.509526254710511317e+01 1.000398223733089651e+02 1.199056488585963365e+00 1.068542875083640098e-01 7.190094547578880224e-01 8.090230806683251785e-04 1.639936586376419925e+01 1.639754824119596321e+01 1.639572046701624330e+01 1.639388255286021590e+01
1.502535981114629493e+01 1.986712201934952304e+02 -1.060893378353338079e-01 1.074156572808366406e+00 -3.992947800963264626e-02 9.247661663215573924e-01 1.624432387286162083e+01 1.606568483925525470e+01 1.631566389153829277e+01 1.613002797460869076e+01
1.505678703461729562e+01 9.948178427536502966e+01 1.196192908763336504e+00 3.150234485385894345e-02 9.037176738717995761e-01 1.338231635982563006e-01 1.632210144626889559e+01 1.635823614837860873e+01 1.639282033794468418e+01 1.642579028935199048e+01
1.494752077861026152e+01 1.994026758487789834e+02 -1.815687100504490559e-01 1.284179842923636627e+00 -8.357321473945944490e-02 9.527583541650770371e-01 1.643175179498832605e+01 1.608353802666131926e+01 1.646727853625910853e+01 1.611513999113782702e+01
1.508309740988034875e+01 1.008124566890720928e+02 1.285816666339563596e+00 1.625528075091366986e-01 5.861895452647161164e-01 1.424778564928956825e-01 1.648491124621104476e+01 1.643363003683786872e+01 1.637788340180993885e+01 1.631795321587354053e+01
1.504718945171276623e+01 1.979403277946529158e+02 -5.901772486415879371e-03 1.471300100759817653e+00 -1.449186667610895540e-01 9.103884386654712557e-01 1.658545990824390159e+01 1.660927520406586666e+01 1.668776236197545160e+01 1.667909540998409312e+01
1.494866681109686368e+01 1.974727421421351892e+02 -1.074154981894785976e-01 1.220477836999414478e+00 -1.069087751895363425e-01 9.722866035291772846e-01 1.635492634083335517e+01 1.619343351444074841e+01 1.648558549289581521e+01 1.629077441129906489e+01
1.501387470753258846e+01 9.851466697293268737e+01 1.088026341032247046e+00 4.210911893808244599e-02 9.774060627541185653e-01 7.099475369283680948e-02 1.624420338025194255e+01 1.633189547411688736e+01 1.640601416169360860e+01 1.646567164682237561e+01
1.501560185152534643e+01 9.883608251653912191e+01 1.172360142497446134e+00 -6.832312287808051110e-02 1.038184757206909836e+00 8.154852926550226755e-02 1.620594936839856715e+01 1.628665619735346937e+01 1.636108852619832277e+01 1.642859496940292630e+01
1.499123066006984928e+01 1.983069598868120238e+02 -1.206905474745987306e-01 1.133943645712317760e+00 -1.928412564332795398e-01 1.001893037013699583e+00 1.630308028297874756e+01 1.609508024827820805e+01 1.640685994320050867e+01 1.617185525165843885e+01
1.506893360005993543e+01 9.961307500581031604e+01 1.272416509205367419e+00 -3.143547934114998554e-02 8.535126432981243738e-01 1.693242383166158049e-01 1.633866325403059605e+01 1.636669695185257112e+01 1.639398410186914035e+01 1.642049346430246359e+01
1.503930135000097579e+01 1.989986980385932043e+02 -1.191401757850112375e-01 1.251869460080905938e+00 -9.881653242124421865e-02 8.304391327480047380e-01 1.643748255575422235e+01 1.621893877144184870e+01 1.648788020818953370e+01 1.626076593527497494e+01
1.505139597127948115e+01 1.002557074540460746e+02 1.220373540278735902e+00 1.355423028793047990e-01 7.809067642751408300e-01 1.934600304133198279e-01 1.638837197395153567e+01 1.636898919007269981e+01 1.634917337249848401e+01 1.632893463936643030e+01
1.505294990893653129e+01 1.989776398310731906e+02 -6.814609739346977335e-02 1.214800698764769038e+00 -8.552136355207551333e-02 7.999015309519812433e-01 1.636245430953203339e+01 1.624595951294841001e+01 1.641161325003340465e+01 1.628712124037344111e+01
1.501033651651557399e+01 1.972046599136396594e+02 -7.415294961717400213e-02 1.154652900566981444e+00 -7.493440362006253963e-02 8.313898824978753765e-01 1.631177646856266250e+01 1.621350604385336069e+01 1.642699658725518219e+01 1.629619135650696293e+01
1.503261108221667541e+01 1.995279203817722191e+02 -4.754920472251633612e-02 1.368484335812890862e+00 -1.240389462499305040e-01 6.524830614664978157e-01 1.645911346101448558e+01 1.637049941959088528e+01 1.647912741140326531e+01 1.638623730485811691e+01
1.506868812660675516e+01 1.000358189069102082e+02 1.136136350555233321e+00 1.693028515076537843e-01 8.277092917165873587e-01 1.243355676283144362e-01 1.637170114279215483e+01 1.636926579958894479e+01 1.636682131995904399e+01 1.636436772489943436e+01
1.513256027079537702e+01 1.015527628364534678e+02 1.384094008849931612e+00 1.612575514529162035e-01 4.045223994707889403e-01 7.843641543368029545e-02 1.661478020723575000e+01 1.653402577251632977e+01 1.643703377727382176e+01 1.632546113899959295e+01
1.503608386526717133e+01 1.021129448076628705e+02 1.276575750740887472e+00 1.127685112148828495e-01 4.455665795057495160e-01 -1.969368907087343246e-02 1.635816007948647766e+01 1.626283348030407439e+01 1.614137941595450343e+01 1.599653442712330609e+01
1.502694585262438487e+01 1.975949001266336893e+02 -3.754012868006739723e-02 1.294713108260367562e+00 -7.916610068589413629e-02 9.803975387741026282e-01 1.643331956507939040e+01 1.641243808245194558e+01 1.655705508008728444e+01 1.650764497940735254e+01
1.509073692559007007e+01 1.005865377733791348e+02 1.234988233033897487e+00 1.276708291324446520e-01 6.796756949395721392e-01 -5.190315334107964418e-02 1.643112782572283948e+01 1.640653279373745477e+01 1.637963282125689446e+01 1.635045582354356952e+01
1.498119105270216522e+01 1.976825764376094696e+02 -1.217542398167843487e-01 1.161558640799679409e+00 -4.814953305545444096e-02 9.911906351043811014e-01 1.633598731853639308e+01 1.615069075637175544e+01 1.645807474205343368e+01 1.625302238160933399e+01
