weight logl m0 p a1 a2 b1 b2 m_100 m_200 m_300 m_400
0.000000000000000000e+00 -1.021119409017248813e+03 1.569621367858551508e+01 1.346686292828605929e+02 -2.547820349210856428e+00 -1.087947435134942964e+00 -3.470794132285810463e-01 -1.146828065357995641e+00 1.713810314722229577e+01 1.734462675523349162e+01 1.572471567062204834e+01 1.266321042974724342e+01
0.000000000000000000e+00 -1.020165677987107074e+03 1.372917377889025126e+01 6.411099207389644050e+01 -4.702649990062806040e-01 -1.361521393846134131e+00 3.696556919878197789e-01 -3.027088441342105085e-01 1.282944738161301501e+01 1.324338572960401450e+01 1.422218669253719803e+01 1.537395011966901137e+01
0.000000000000000000e+00 -1.019941167298005666e+03 1.749649505163946372e+01 5.660980700241102426e+01 1.292330772731986599e-01 1.656878763764028761e+00 -3.668982562086942067e-01 -5.248981531222760566e-01 1.636121977741817446e+01 1.875103836194237061e+01 1.606583819691119785e+01 1.820069791160178596e+01
0.000000000000000000e+00 -1.019719327940088078e+03 1.590458051853523003e+01 8.413752892001390649e+01 2.268877140029076145e+00 -1.491579081184806199e-01 -6.009936789420713410e-01 8.867031752225980057e-01 1.692818304564376319e+01 1.296990913010245983e+01 1.461596846581619147e+01 1.666717411360334111e+01
0.000000000000000000e+00 -1.019555757726202273e+03 1.740430010282088702e+01 1.179041360793189881e+02 8.456796339614598423e-01 -1.126505832005170404e+00 9.079622408825649416e-01 3.222071069478982253e-01 1.722158520330761178e+01 1.734841984339545817e+01 1.555649424270566428e+01 1.675002156347307647e+01
0.000000000000000000e+00 -1.018924738358690320e+03 1.474619006257580978e+01 7.570052767837410101e+01 -1.280144982636738149e+00 -2.078883247122701228e+00 3.816123258581765043e-01 -1.570042231368088181e+00 1.816990660928155421e+01 1.415881078520647840e+01 1.225880635789233786e+01 1.793281471747875244e+01
0.000000000000000000e+00 -1.017695864102760879e+03 1.534430386188111228e+01 1.424203619568251611e+02 -1.867807576940236913e-01 -3.440713672914091248e+00 -1.255502962048089088e+00 4.378096066565024813e-01 1.968362540070592459e+01 1.314137709667605236e+01 1.405005059596379624e+01 1.870408743070661828e+01
0.000000000000000000e+00 -1.016070699813416809e+03 1.570164770938818499e+01 1.915484455069197622e+02 -2.276927588697398086e+00 -1.321725291991898033e+00 1.367892399921544211e+00 1.852935765383083577e+00 1.700360630488438929e+01 1.373786212128867135e+01 1.771104166844225958e+01 1.555577539980364676e+01
0.000000000000000000e+00 -1.015831927095164474e+03 1.619553918465850373e+01 1.388800462604990003e+02 6.331719965114679383e-02 2.615044751145740420e+00 1.306650593944969074e+00 -1.345753406536260854e-01 1.241868626498047945e+01 1.861732203047784395e+01 1.609407846171124135e+01 1.565288305962836723e+01
0.000000000000000000e+00 -1.015429741915633485e+03 1.734338894597534875e+01 1.652327704484771687e+02 -1.078123036228630482e+00 -1.305700480930470420e+00 -5.655060011917409923e-01 -1.969077755794597095e-01 1.802932216082453465e+01 1.758336775061738422e+01 1.846042802929536109e+01 1.747508398032533705e+01
0.000000000000000000e+00 -1.014087019779934735e+03 1.328541158600767957e+01 9.774464889379393640e+01 -8.492559380722237705e-01 4.884658746082681802e-01 2.705162381480985090e+00 1.757241195334975359e+00 1.380636813904638061e+01 1.461652391729731981e+01 1.531302597999053816e+01 1.586335296999845923e+01
0.000000000000000000e+00 -1.013902839473717336e+03 1.481339989625582376e+01 1.400067156301232956e+02 -1.224490515607765673e+00 2.942094210787296049e-01 3.145978309934822192e+00 -2.971746518274134274e-01 1.162510730272965986e+01 1.769834633788905265e+01 1.615277579234364680e+01 1.181310211124578124e+01
0.000000000000000000e+00 -1.013359556495640959e+03 1.698922537219691975e+01 1.385723217560123430e+02 -6.239130170255418051e-01 4.009363325817005830e-02 -1.576222761248883941e+00 -1.564045202786378042e+00 1.806790846251388416e+01 1.807708079803952828e+01 1.392452665051601990e+01 1.910107103984893584e+01
0.000000000000000000e+00 -1.012801338712109782e+03 1.532147717190000868e+01 1.738058427833175870e+02 4.101534998653235675e-01 1.939576715724754763e+00 5.880421941552587128e-01 -1.091014607211693743e+00 1.493586264908447703e+01 1.438799952429136653e+01 1.250288534559274289e+01 1.485721584158781816e+01
0.000000000000000000e+00 -1.011810830058744273e+03 1.628054746770030903e+01 1.395917023315269034e+02 9.204138028226065416e-01 -1.417559884067387088e+00 -2.830370182801416057e+00 -2.930150814827560346e+00 1.894624846082914615e+01 1.553145790807563387e+01 1.217167395580582756e+01 2.208672182036826470e+01
0.000000000000000000e+00 -1.011746295143143925e+03 1.513877355040985506e+01 1.216082305061885762e+02 -7.762251783342435374e-01 -5.852418536277497196e-01 2.799083513260454126e+00 2.737841147986625145e+00 1.048342209441307027e+01 1.620617819326319520e+01 1.483510822377395399e+01 1.726181892536017415e+01
0.000000000000000000e+00 -1.011607530211625772e+03 1.594881118124751040e+01 1.629654390908009418e+02 7.733952745779131277e-01 1.445103832846806213e+00 4.048888818442186732e-01 -1.983580369392061726e+00 1.334163047499886545e+01 1.451397076859558410e+01 1.722943180164277521e+01 1.760947520035350777e+01
0.000000000000000000e+00 -1.011017967777925037e+03 1.584810716286914634e+01 1.376145267254423743e+02 -9.581380275572275451e-01 -2.445486910412439485e+00 -1.982570083089484569e+00 -1.944452171560900666e+00 1.972850300434489412e+01 1.523143291544540645e+01 1.370694963530729993e+01 1.699188014161876836e+01
0.000000000000000000e+00 -1.010233056631298041e+03 1.330814449535218458e+01 1.071280745585284961e+02 2.996974534774249577e+00 -1.429210620014545796e+00 9.938352395320819710e-01 4.532060305384462140e-01 1.434915536120037061e+01 1.427354482062959207e+01 1.418073059814460457e+01 1.350703098910379651e+01
0.000000000000000000e+00 -1.010146856347184553e+03 1.573200123690814856e+01 1.212843209827669284e+02 -2.092015820065686427e+00 1.707454564676645248e+00 -1.382556352753066875e+00 1.046217697948588210e+00 1.416708085800702399e+01 1.857693184536916675e+01 1.883840571602400615e+01 1.303421721035753933e+01
0.000000000000000000e+00 -1.009433996990239962e+03 1.631136092068222965e+01 1.552381138617738543e+02 -6.363329695196497937e-01 1.427711012644445887e+00 2.548021409652143632e-01 1.627952130301597577e+00 1.774375861939263643e+01 1.469106474666390127e+01 1.534997239077585007e+01 1.890871077787522125e+01
0.000000000000000000e+00 -1.008144252164568002e+03 1.551738703705181166e+01 1.837268198470630978e+02 2.015108016714988182e+00 3.727527644633354953e-01 -1.415768111363117754e+00 -9.869873475914321403e-01 1.376382100349555238e+01 1.575991937202696391e+01 1.419492182036451844e+01 1.412822483733985379e+01
0.000000000000000000e+00 -1.007408769707289593e+03 1.613201027694205081e+01 7.114535031637764462e+01 -2.266659321618680778e+00 -1.796480739519616066e+00 4.301126531815118170e-01 -2.840499690125124488e-01 1.784177251305628076e+01 1.637281423089736165e+01 1.760852030766228182e+01 1.711790345282756931e+01
0.000000000000000000e+00 -1.006886751194125509e+03 1.500199173517275852e+01 5.831697169250287516e+01 1.927463360832483374e+00 6.450877363086924277e-01 -1.564693682546087317e+00 -5.880795836755030592e-01 1.527044408937833175e+01 1.345360823139120221e+01 1.423212020987299375e+01 1.788134888477675943e+01
0.000000000000000000e+00 -1.005943225162321596e+03 1.620796042445856955e+01 7.729599284918775481e+01 -2.195920539059812882e+00 -1.187275835925230894e+00 -7.602586397372519400e-01 4.329899035842572630e-01 1.685834277249525215e+01 1.832375691259279193e+01 1.458849600305727101e+01 1.558013484931840864e+01
0.000000000000000000e+00 -1.005187734880251583e+03 1.537366008363950165e+01 1.262929471600136964e+02 1.854232932254477717e+00 1.965875324518364664e-01 -1.848821574885910479e+00 1.515833160268297064e+00 1.671022523153595429e+01 1.610995779035334152e+01 1.124045444285469308e+01 1.589829353154010505e+01
0.000000000000000000e+00 -1.004326107609569362e+03 1.301147662191363708e+01 1.189788483266446093e+02 1.423498810572265683e+00 6.661170881509761443e-01 -2.202399908838755138e+00 1.067184675704845986e+00 1.438551932111330522e+01 1.479481328650198435e+01 1.282323609549793630e+01 9.249403412326280716e+00
0.000000000000000000e+00 -1.003700260703320282e+03 1.408758250163466386e+01 1.247872499354036933e+02 -2.258916159265726975e-01 -5.172171868002894968e-01 -2.353474555783975575e+00 1.760295084323706405e+00 1.560214710954091899e+01 1.723271989707047425e+01 1.111088058927260036e+01 1.313625238426134878e+01
0.000000000000000000e+00 -1.003350359683215515e+03 1.592505603958957394e+01 1.048316776043645575e+02 1.544036598539404892e+00 -3.441490851546760155e-01 2.057864228217805902e+00 -2.412624857668229872e+00 1.784965903441605306e+01 1.816330074457875554e+01 1.778716377447943131e+01 1.666417926992413356e+01
0.000000000000000000e+00 -1.000869825519104097e+03 1.503414947827660164e+01 9.367341701600074089e+01 -4.806380142230342045e-01 -1.701792664931957688e+00 4.246397522321693430e+00 -1.667510993224560423e+00 1.396838840144013538e+01 1.646388548455407630e+01 1.942639395316228601e+01 2.137258379838088018e+01
0.000000000000000000e+00 -1.000382648314396192e+03 1.624834498754876577e+01 1.365672013552649275e+02 6.927423434382795620e-01 -1.287108794539292944e+00 -3.005430576184425107e+00 -2.156778290263056341e+00 1.993577505565894370e+01 1.467762200743450762e+01 1.330806129931015036e+01 1.904281378657004709e+01
0.000000000000000000e+00 -9.991319560743451120e+02 1.655459241824020467e+01 8.517211192923228680e+01 1.555854223239599321e+00 -3.700442909050991602e-01 1.274985907817576702e+00 1.149485790809723795e+00 1.955319978270479098e+01 1.573193603692424958e+01 1.479806177146020651e+01 1.584339409231345641e+01
0.000000000000000000e+00 -9.991213010536039292e+02 1.628779784911709427e+01 1.717230048259331170e+02 2.194693991621356588e+00 1.827452161160216804e-01 6.389518119859722844e-01 1.199422906867891214e+00 1.518875223918067974e+01 1.892434571011719768e+01 1.547018483403565448e+01 1.469328186750772680e+01
0.000000000000000000e+00 -9.980889733552761527e+02 1.722565050260102737e+01 1.808208243557616015e+02 -1.899394583232428602e+00 1.167910311507917243e+00 4.318506429785102796e-01 1.356212121871767096e+00 2.063572248372207341e+01 1.759290087104302813e+01 1.863741090460310446e+01 1.678077209467952713e+01
0.000000000000000000e+00 -9.973417294387088532e+02 1.296545093163508255e+01 1.337470417507990419e+02 -3.202437138685243490e+00 -8.783406486174669681e-01 2.586556189565119013e-01 5.255292301391101262e-01 1.364678719619688785e+01 1.526659469537632319e+01 1.400475061997097725e+01 8.819863709870816137e+00
0.000000000000000000e+00 -9.966609945448990402e+02 1.603877585555730434e+01 1.609663499151369592e+02 1.851096226484967744e+00 -1.890764292527276069e-01 -2.421083847624010410e+00 1.269778276974850684e+00 1.762994916034129744e+01 1.401543225077931609e+01 1.785015299568951619e+01 1.354413973020173145e+01
0.000000000000000000e+00 -9.963638241002147424e+02 1.562319365286525752e+01 5.057276774026419019e+01 1.478186395387282914e+00 -2.335552135582474875e-01 3.019914947953672879e+00 1.251158688476616376e+00 1.608258188697096003e+01 1.532272646143609762e+01 1.462143724872735007e+01 1.400648441079036743e+01
0.000000000000000000e+00 -9.946549076423680162e+02 1.598836635979217746e+01 1.576219815124821935e+02 5.360635091006251685e-01 -7.314435236265932616e-01 -3.611509714023571682e+00 -4.031248287805926367e-01 1.801904237244046669e+01 1.314445210453352608e+01 1.861380546272302183e+01 1.548035884009916074e+01
0.000000000000000000e+00 -9.940063690090134969e+02 1.558140086750507791e+01 9.520043032507410885e+01 -2.251860930229490521e+00 -1.293687449113548382e+00 2.314035929067070896e-01 2.585907615100618173e+00 1.400188673626945857e+01 1.598418172672977633e+01 1.732588400780191051e+01 1.766695751421203653e+01
0.000000000000000000e+00 -9.920039081900720248e+02 1.629036955537923603e+01 1.695723114717835358e+02 8.054742633906641913e-02 -3.926432683173946003e-01 -3.174792928744071041e+00 1.795433490232028362e+00 1.937210057472322333e+01 1.509666855487752990e+01 1.940513128690466971e+01 1.209932504383357355e+01
0.000000000000000000e+00 -9.919648091082996189e+02 1.437420141433034715e+01 1.072204713841055934e+02 -1.143831995526166878e+00 1.492964885867010594e+00 7.719923693558854438e-01 -2.254335806212566240e-01 1.417259210877072739e+01 1.308052644595140990e+01 1.219546107852217887e+01 1.224349085110993940e+01
0.000000000000000000e+00 -9.896341084569176019e+02 1.628854633009968822e+01 1.543327729015354919e+02 -1.267555874068317934e-01 1.408755188508292733e+00 -1.602624000341474897e-01 1.713360449822030063e+00 1.773471100216165652e+01 1.405574171634456704e+01 1.618628840357195386e+01 1.861941111514628489e+01
0.000000000000000000e+00 -9.873216909370778467e+02 1.387851178345064795e+01 8.330991651432876210e+01 -1.482112375077164756e+00 -4.230566025930642127e-01 6.633059230360807135e-01 2.553305286067413249e-01 1.454729012765276153e+01 1.509255708621201819e+01 1.479692992687835940e+01 1.296393507446231652e+01
0.000000000000000000e+00 -9.863702753961929375e+02 1.440288863352342474e+01 8.933784018135290239e+01 -3.345654733341874021e-02 -2.853751876642002472e+00 9.937939416416181615e-01 1.381868727247173467e+00 1.623153655024001552e+01 1.841248047548833000e+01 1.445039972138347828e+01 1.145001330795926897e+01
0.000000000000000000e+00 -9.862066738619666921e+02 1.634105174977946717e+01 1.637400902424926414e+02 6.125485249738655824e-01 -6.444429271740492737e-01 -2.459904056575527243e+00 2.869203270545215290e+00 2.015562752183311090e+01 1.564084339844705163e+01 1.664943484107884331e+01 1.253149821037595757e+01
0.000000000000000000e+00 -9.860746278125432127e+02 1.455959697678857090e+01 1.500807362987776514e+02 4.331542525058029725e-01 -2.033015866265348137e+00 1.965365874289897619e+00 6.658196745849043197e-01 1.422901110887963583e+01 1.650992405110265793e+01 1.293762353499464268e+01 1.421364670354478221e+01
0.000000000000000000e+00 -9.857891432152849802e+02 1.486926442405976090e+01 1.556045693838448187e+02 2.220990928670014242e+00 -2.697489016869294431e-01 1.684105733436410901e+00 1.133577898086224778e+00 1.333209161021064304e+01 1.578037974116111819e+01 1.507191586665295979e+01 1.284907148606374605e+01
0.000000000000000000e+00 -9.852998260145046743e+02 1.675139990976504123e+01 1.429387892523054120e+02 2.462695896363019443e+00 -8.775926794129613739e-01 -1.645292700755099702e+00 5.210673159931893395e-01 1.856376394176982103e+01 1.303263317168235247e+01 1.800693675372503577e+01 1.948110530660728301e+01
0.000000000000000000e+00 -9.835781798141957779e+02 1.542937965371735132e+01 1.135438967915773958e+02 2.715771059759926942e+00 1.114148548156016716e+00 4.582958729071489046e-01 4.965097492933363554e-01 1.668996458367013958e+01 1.399343248601861411e+01 1.361643458326072498e+01 1.388515451645861809e+01
0.000000000000000000e+00 -9.834200861525732762e+02 1.508114611163543550e+01 8.089133285596302869e+01 -1.841699588560334888e-01 -6.696166193448824799e-01 -1.689080246661855966e+00 -2.266851994233193501e+00 1.365167945738815725e+01 1.511090822355144780e+01 1.621736893897490361e+01 1.641257649827775467e+01
0.000000000000000000e+00 -9.833626049093481925e+02 1.659790062005802369e+01 1.286869283207673220e+02 1.633335364904571207e+00 2.194321631612346835e+00 4.946739301332225835e-01 -1.815745842817239719e+00 1.492447592743473450e+01 1.545599886149300950e+01 1.663279535462599057e+01 1.685922600289560691e+01
0.000000000000000000e+00 -9.820837045841165036e+02 1.623251719905351109e+01 1.718952157919287629e+02 3.927455804087127689e-01 1.459615818345010752e+00 1.297915282566160400e+00 4.855553474529727964e-01 1.642311627960368625e+01 1.729740711133666053e+01 1.349541311613579175e+01 1.597091551887947425e+01
0.000000000000000000e+00 -9.817783008775538747e+02 1.380558831927102403e+01 5.782287631496564728e+01 -1.681795960492214803e+00 2.514800517315727291e+00 1.062409987808621281e-02 1.359852485051842308e-01 1.161553726084975935e+01 1.755274782614723605e+01 1.147938106874695663e+01 1.350661039790350237e+01
0.000000000000000000e+00 -9.812424595584433291e+02 1.558832720826046270e+01 1.328559850378707097e+02 -2.966267498978787387e-01 9.378805945802586308e-01 2.863624989850610092e+00 2.402782625470180733e+00 1.170139779903468735e+01 1.688616845271897660e+01 1.728659757441567990e+01 1.673993144565456959e+01
0.000000000000000000e+00 -9.806533640312893567e+02 1.571169373644968381e+01 1.589229326162790699e+02 4.646524929308775143e-01 -2.491968447084974336e+00 -2.754727951757665494e+00 1.046210638053509001e+00 1.856833775549206678e+01 1.530284026307083600e+01 1.642258848720824815e+01 1.332775665469988979e+01
0.000000000000000000e+00 -9.795672861755481335e+02 1.676346808805951127e+01 1.155245253832125343e+02 1.588050432042731330e+00 9.378950474629341727e-01 -7.218118881084834015e-01 -1.505179183429028456e+00 1.974225718435934596e+01 1.602984917860336367e+01 1.478602283812043972e+01 1.657009878640349143e+01
0.000000000000000000e+00 -9.789714304843508899e+02 1.542383405559673015e+01 1.317395631071734385e+02 5.649379078098348828e-01 -1.862510345242705867e+00 1.335549203308822541e+00 8.565357432452564979e-01 1.587561025824533800e+01 1.308995814305248295e+01 1.811104782541829294e+01 1.498118181096827328e+01
0.000000000000000000e+00 -9.787443828199491236e+02 1.636101309309056262e+01 1.339559769569086711e+02 3.133897922511575729e+00 1.380082339413565506e+00 2.470512606127144295e-01 7.288786884016751344e-02 1.466981617025675888e+01 1.460935185330262875e+01 1.545468577933329613e+01 2.080751398673633901e+01
0.000000000000000000e+00 -9.754256834528927129e+02 1.554054773636409870e+01 1.210487802795035606e+02 1.347819068569254597e+00 3.486221726820737388e-02 2.577519142208146263e+00 1.497217733767239878e+00 1.262892263429125883e+01 1.405614628746011263e+01 1.418596152186606041e+01 1.654305314001855010e+01
0.000000000000000000e+00 -9.750497949529824382e+02 1.467912129941537991e+01 5.165437950914888177e+01 6.844367736007477276e-01 -6.453906713728585487e-02 5.118568552401381311e-01 -2.996127979274509023e+00 1.722323356396784888e+01 1.778095493299549190e+01 1.648294607741392070e+01 1.397118584681703801e+01
0.000000000000000000e+00 -9.741000870386317274e+02 1.547090670893411612e+01 1.738433124222619313e+02 -1.630065805437816095e+00 -3.285416909592321133e+00 -6.544422225794459536e-01 1.325920858862730256e+00 1.637172620842428117e+01 1.627801089043678573e+01 1.989780594948910419e+01 1.720602576923886318e+01
0.000000000000000000e+00 -9.726950997294090939e+02 1.619273053770391613e+01 1.538994547180903965e+02 1.689805827410502559e+00 -1.920694647491506757e+00 -1.488110692546111835e+00 -1.471728098350206793e+00 1.558760313646649998e+01 1.667707456803620047e+01 1.759434999510441955e+01 1.367929533615792081e+01
0.000000000000000000e+00 -9.716962405890749324e+02 1.417852602631915460e+01 1.975073102368030789e+02 -2.283435575616525881e+00 1.416040606894330978e-01 2.324845166217405890e+00 1.386609620746048321e+00 1.661901269947572501e+01 1.244524791682927223e+01 1.663432497432035717e+01 1.285794360172127426e+01
0.000000000000000000e+00 -9.714494801742878280e+02 1.598579801921540522e+01 1.484238449603286369e+02 4.608300189280605252e-01 -1.802328635643977606e+00 2.996755690025310059e-02 -2.181789399787215089e+00 1.499795149295738028e+01 1.840876751321425076e+01 1.413258725283097483e+01 1.579891213559113616e+01
0.000000000000000000e+00 -9.711092985092375329e+02 1.558340882105958514e+01 1.056744093252157199e+02 -2.386090913870297925e-01 -1.256091136571258815e+00 -1.195644914365198375e+00 2.194578283677049768e+00 1.340222076978591659e+01 1.372731494848929223e+01 1.504846529394641763e+01 1.689298676773071506e+01
0.000000000000000000e+00 -9.710536580596018439e+02 1.399443475229261047e+01 1.403845776910366681e+02 -1.023808218462821884e+00 1.132593847383116525e-01 2.962299421545447231e+00 2.632423011290907056e+00 1.245413130176507011e+01 1.418605021284252388e+01 1.815897262305450965e+01 8.459787390251374717e+00
0.000000000000000000e+00 -9.705947908396555022e+02 1.649326962211249992e+01 1.604122698746323863e+02 4.139280777944271961e-01 1.181873787830641120e+00 -9.687764401392566782e-01 -1.597940814427502687e+00 1.530195858919014285e+01 1.428764226842451102e+01 1.900590495301524641e+01 1.734748209384589401e+01
0.000000000000000000e+00 -9.700427609448337307e+02 1.368640636424808044e+01 1.620263931083128455e+02 2.662363497788344802e-01 1.120723828193572302e+00 -1.297948464343267716e+00 4.803474186354570463e-01 1.494869737846260094e+01 1.141541661508897754e+01 1.410243137011172010e+01 1.402335552255704698e+01
0.000000000000000000e+00 -9.697772438082291728e+02 1.438989381482777752e+01 1.217323683216274190e+02 -1.729461635374814676e+00 -2.157635363709800025e+00 -2.455368366827027415e+00 -2.609058812009086736e+00 1.923603966414216515e+01 1.532753605597353896e+01 1.471442595778885831e+01 1.546271630259168361e+01
0.000000000000000000e+00 -9.678047034882361004e+02 1.502957192273225218e+01 1.769807585916825019e+02 -1.599575173927201277e+00 -6.421875798174561112e-01 1.051088521211035243e+00 2.260521908109382139e+00 1.728890040569922704e+01 1.699838385143886654e+01 1.651535299781044586e+01 1.653023080824301871e+01
0.000000000000000000e+00 -9.677759976106711974e+02 1.416918739930530435e+01 1.842310250228219957e+02 -6.614920256987382174e-01 -3.122424713159160703e+00 -2.893509942938194968e-01 1.346846980636168922e+00 1.289204257002366383e+01 1.315411930534304652e+01 1.631438622801951865e+01 1.643875502159974289e+01
0.000000000000000000e+00 -9.654595163946946741e+02 1.450949621179115390e+01 7.630833338625475903e+01 3.764324912974322146e+00 -9.473757614157261031e-01 -3.701643520996746872e-01 2.135850736808857064e+00 1.198502457767886575e+01 1.412060952941584446e+01 1.584635886579301278e+01 1.549123056126009246e+01
0.000000000000000000e+00 -9.654439644354540633e+02 1.636589127004004851e+01 9.820183558534840529e+01 -5.897011805922325323e-02 4.041932434329815749e-01 2.385696120694111855e+00 -1.035612148931807752e+00 1.673852340367857749e+01 1.675479179945418906e+01 1.676978056743013923e+01 1.679316400813620547e+01
0.000000000000000000e+00 -9.651042007707012544e+02 1.531960532039434852e+01 1.763563436506061350e+02 2.006414554890715962e+00 -3.026573592654402844e+00 1.518789659528428260e+00 2.713927555815196513e-01 1.105533920900237810e+01 1.840237508058315541e+01 1.589454033868857863e+01 1.948742517476173219e+01
0.000000000000000000e+00 -9.647159504572100559e+02 1.651221505955199120e+01 1.459957674993177648e+02 -1.497590083367118297e+00 9.906064981494964172e-01 -9.957208228903624558e-02 3.638039133230783762e-01 1.678644890259326772e+01 1.703762504251287169e+01 1.606486882586678533e+01 1.577143450230132338e+01
0.000000000000000000e+00 -9.646305941773716768e+02 1.631657858637707292e+01 1.292937808786332425e+02 1.099530863791553514e+00 8.666413780728277061e-02 -2.358272719948918628e+00 -3.469608281667184713e-01 1.882839965000350091e+01 1.582813928031677975e+01 1.392778397145626279e+01 1.563361765637765899e+01
0.000000000000000000e+00 -9.626495057640630648e+02 1.319513374352288970e+01 1.931014814125470878e+02 -1.189560477573563091e+00 3.193675933395745403e-01 -1.859004479513737706e+00 2.255709533856254723e+00 1.539885781542485077e+01 1.288833501995230968e+01 1.658848028641951800e+01 1.327964515770889520e+01
0.000000000000000000e+00 -9.625242486420404475e+02 1.640861665763272725e+01 1.599007063823065664e+02 6.740488939198918672e-01 -5.316681324005614329e-01 1.848665702122131549e+00 -3.406667962932132809e-01 1.428469819842356792e+01 1.878893870215052431e+01 1.592396072666588047e+01 1.517835549920553539e+01
0.000000000000000000e+00 -9.620395234990838844e+02 1.747352189992881222e+01 6.242817707612761069e+01 1.045763775157574571e+00 1.683363241092386886e+00 -3.459026392763639990e-01 -6.393670809165961089e-01 1.671172342148083700e+01 1.568457377306806499e+01 1.727684626644638755e+01 1.766290585114670364e+01
0.000000000000000000e+00 -9.617891042544788434e+02 1.588879116939423142e+01 1.284207853368902477e+02 -1.981070394441058369e+00 7.117679039143212094e-01 -5.726101982716702565e-01 -1.652191133466612172e+00 1.601377248470728176e+01 1.738836260696962199e+01 1.754171129417752795e+01 1.247557149117222153e+01
0.000000000000000000e+00 -9.615031778240914946e+02 1.336402596191982184e+01 6.913026015931990287e+01 -7.197959772444466608e-01 1.042180256576836328e+00 -1.105541505139481018e+00 -2.452626359864034100e-01 1.464762014538231227e+01 1.396246748120931613e+01 1.258687222625912483e+01 1.345029489091550090e+01
0.000000000000000000e+00 -9.613967182690425943e+02 1.321924124888678520e+01 1.568404247995789262e+02 -4.092155648888073927e-02 2.041168691806877433e+00 1.436585873709976369e+00 -1.838397585577842719e+00 1.001583764326757020e+01 1.327658858782860207e+01 1.500384129942898070e+01 1.336958493582721630e+01
0.000000000000000000e+00 -9.610067608663666761e+02 1.480526249670397476e+01 1.198775468693689135e+02 -2.498700410277664652e+00 -1.896666908429105902e+00 -9.886741472040121437e-01 -8.949811368718929572e-01 1.610844503089116841e+01 1.711077827568647436e+01 1.539509810615626684e+01 1.692588597215068802e+01
0.000000000000000000e+00 -9.606338954238879069e+02 1.625034937547610525e+01 1.007887656774250189e+02 1.623141668611928878e+00 6.187559961458273250e-01 1.748338218327294413e+00 2.504633314813693445e+00 1.815544361227274806e+01 1.781135483035512124e+01 1.746264203724313901e+01 1.711198597237387631e+01
0.000000000000000000e+00 -9.602470600605367963e+02 1.546367366664148690e+01 1.079286934635921114e+02 3.300379018654805208e+00 -2.161974597158956790e+00 -1.013689120457030413e+00 1.497429119766842120e+00 1.637158143159954093e+01 1.741043324761793087e+01 1.853994776463832039e+01 1.816726613275794477e+01
0.000000000000000000e+00 -9.586283098835855299e+02 1.405087640245773351e+01 9.127663921542966818e+01 -5.137834565017858068e-01 6.954614600365758292e-01 3.833618191510879569e+00 2.128258470320446349e+00 1.802888520535159600e+01 1.836035740030194319e+01 1.633028715666210928e+01 1.495856355117273573e+01
0.000000000000000000e+00 -9.545127350802301862e+02 1.577173857002150648e+01 5.976805971445819665e+01 -2.281685748251285339e+00 2.046846439919296046e+00 9.895374387917321712e-01 7.877580265312822405e-01 1.543903196673102229e+01 1.642318436777791035e+01 1.580381224516094640e+01 1.463667745290698718e+01
0.000000000000000000e+00 -9.525292851742161702e+02 1.561965718966079386e+01 9.807282655078077482e+01 -3.033335341871197244e-01 3.538840120765840425e-02 3.407606492614290161e+00 -2.908164522171290400e-01 1.570152251234023488e+01 1.605175751527026762e+01 1.640026250456855195e+01 1.674461510389726726e+01
0.000000000000000000e+00 -9.520166433120542706e+02 1.573288645083367143e+01 1.370308984521760181e+02 1.100930530122731454e+00 -6.375647601716067925e-01 -2.905572264704021634e+00 -2.625368056189904209e+00 1.843195403914700492e+01 1.465801743602338902e+01 1.209261043070071651e+01 2.000754461366125980e+01
0.000000000000000000e+00 -9.503201529816331004e+02 1.586976681009805112e+01 9.720459556641665699e+01 6.100075080333677846e-01 -4.463213605941600548e-01 1.553721714982048141e+00 3.132290515783896723e+00 1.743904783835309757e+01 1.872687817923463527e+01 1.975383157109955690e+01 2.040697289522011815e+01
0.000000000000000000e+00 -9.500149500935536935e+02 1.465116256827752572e+01 1.396227602613154204e+02 -1.262492016103337278e+00 2.423847368241370148e+00 2.570887316424370184e+00 6.214218920201890484e-01 1.045126354835430504e+01 1.799540325234950089e+01 1.585188238665003446e+01 1.096282895020497428e+01
0.000000000000000000e+00 -9.496749961496193464e+02 1.479927868690976567e+01 1.948020197651024716e+02 -1.959883426500443449e+00 4.744386903869006744e-01 -1.381231248774774656e-01 3.353632266890187452e+00 1.779126003809309964e+01 1.439540644571067673e+01 1.876411602237550724e+01 1.535899204660429618e+01
0.000000000000000000e+00 -9.492348870430640773e+02 1.474778296809392941e+01 8.904841320000861060e+01 -3.095747882693236974e+00 2.107164487033282185e+00 7.305224718646776694e-01 7.139241919442174122e-01 1.380824570120625161e+01 1.333136120405454861e+01 1.651608564175208826e+01 1.990070916867952988e+01
0.000000000000000000e+00 -9.491797804154280129e+02 1.401859314721992789e+01 1.877351710249228631e+02 -9.987587720529162993e-01 1.599925389682329779e+00 1.066556136176792791e+00 1.374711492294862225e+00 1.679462018983035065e+01 1.562480776410670913e+01 1.604682722657853233e+01 1.537595199736498408e+01
0.000000000000000000e+00 -9.489988647946586298e+02 1.369185548975488587e+01 9.438958107556027244e+01 -1.553203465100166270e+00 1.393484501315306545e+00 1.915484520935670787e+00 3.199990863888384496e-01 1.418448210024266132e+01 1.427966428321483683e+01 1.412565721644516792e+01 1.415432106812900415e+01
