"C_mean","C_stdev","C_median","C_errlo","C_errup","sigma_mean","sigma_stdev","sigma_median","sigma_errlo","sigma_errup","mu1_mean","mu1_stdev","mu1_median","mu1_errlo","mu1_errup","mu2_mean","mu2_stdev","mu2_median","mu2_errlo","mu2_errup","a1_mean","a1_stdev","a1_median","a1_errlo","a1_errup","a2_mean","a2_stdev","a2_median","a2_errlo","a2_errup","W_mean","W_stdev","W_median","W_errlo","W_errup","lam0_mean","lam0_stdev","lam0_median","lam0_errlo","lam0_errup"
2.027624781950023589e+02,5.683076980739218698e+01,2.030211722784581809e+02,1.344068058176314651e+02,2.697069003657043709e+02,1.589685407438830467e+00,8.467626876578315809e-01,1.705396279430561712e+00,5.573981831254757324e-01,2.507567229441938217e+00,1.213301901275260889e+03,2.352237947042385535e+00,1.212770791933932287e+03,1.210725046327228938e+03,1.215906399981990489e+03,1.216517684523493244e+03,2.470455758849263272e+00,1.216808241339598680e+03,1.213674024561468514e+03,1.219244438115217008e+03,1.917381784882259694e+02,1.150975715702166156e+02,1.836195925208910182e+02,5.560244276991883083e+01,3.276348179347493215e+02,2.019206174426610119e+02,1.172937518035552671e+02,2.009430744449680333e+02,6.110986095714306998e+01,3.373093812247146275e+02,2.126165182980462198e+00,1.176832073665807332e+00,1.951211940487968199e+00,9.917143681701910962e-01,3.309493728473145602e+00,1.214928722368652188e+03,2.254780580314518001e+00,1.214843041059937605e+03,1.212515844266163867e+03,1.217463827021180350e+03
